habitat	x	y	rho
Bog	ethanol_fermentation-all	reductive_glycine-acetyl_pathway	-0.37392029503042234
Bog	CAZy-Chitin	butanoate_fermentation-acetyl_coa_pathway	-0.3745676065821262
Bog	acetogenesis-simple	butanoate_fermentation-acetyl_coa_pathway	-0.3759620880618053
Bog	CAZy-Alpha_galactans	CAZy-Rhamnose_cleavage	-0.3764384658898543
Bog	chemotaxis-all	sulfur_redox-dissimilatory_sulfur_oxidation	-0.37678546437082083
Bog	CAZy-Sulf_Polysachharides	carbon_redox-dissimilatory_methanotrophy	-0.37804244583551583
Bog	hydrogenotrophic_methanogenesis-all	urea_degradation-all	-0.37809764324643536
Bog	CAZy-Amorphous_Cellulose	mannose_degradation-all	-0.3782374676316693
Bog	glycerol_degradation-glycerone	propionate_fermentation-acrylate_pathway	-0.38005568641886445
Bog	CAZy-Amorphous_Cellulose	sulfur_redox-assimilatory_sulfate_reduction	-0.38221401244814124
Bog	CAZy-Mucin	sulfur_redox-dissimilatory_sulfate_reduction	-0.38266822190674743
Bog	CAZy-Amorphous_Cellulose	xylose_degradation-xylonate_hydratase_pathway	-0.3837340733388239
Bog	lactate_fermentation-all	propionate_fermentation-succinate_pathway	-0.3838409954005739
Bog	CAZy-Amorphous_Cellulose	Calvin_Benson-all	-0.3856516638504641
Bog	CAZy-Sulf_Polysachharides	Calvin_Benson-all	-0.38683949621412195
Bog	CAZy-Beta_galactan__pectic_galactan_	carbon_redox-dissimilatory_methanotrophy	-0.3870086580701737
Bog	CAZy-Pectin	glycerol_degradation-glycerone	-0.3879972828746745
Bog	CAZy-Arabinan	Calvin_Benson-all	-0.3889244085294692
Bog	mannose_degradation-all	sulfur_redox-dissimilatory_sulfate_reduction	-0.38901784023203145
Bog	flagella_assembly-all	methylotrophic_methanogenesis-h2_indep	-0.3899350137531017
Bog	CAZy-Sulf_Polysachharides	mannose_degradation-all	-0.3904731862441715
Bog	HPHB_DCHB-DCHB	carbon_redox-dissimilatory_methanotrophy	-0.390541479459547
Bog	carbon_redox-dissimilatory_methanotrophy	glycerol_degradation-glycerone	-0.39079981453602075
Bog	CAZy-Polyphenolics	propionate_fermentation-succinate_pathway	-0.3922919227893291
Bog	Calvin_Benson-all	galactose_degradation-all	-0.3928340655149498
Bog	CAZy-Beta_mannan	phosphorous_redox-anabolic_phosphate_reduction	-0.3935491782979379
Bog	lactose_degradation-all	sulfur_redox-assimilatory_sulfate_reduction	-0.3938478654382884
Bog	CAZy-Arabinose_cleavage	reductive_glycine-serine_pathway	-0.39402167944520583
Bog	galacturonic_acid_degradation-all	mannose_degradation-all	-0.39635749588033686
Bog	phosphorous_redox-phosphite_oxidation	xylose_degradation-isomerase_pathway	-0.39657731522032846
Bog	Calvin_Benson-all	lactose_degradation-all	-0.39684921438435894
Bog	CAZy-Chitin	lactate_fermentation-all	-0.39691435728193736
Bog	CAZy-Mixed_Linkage_glucans	carbon_redox-dissimilatory_methanotrophy	-0.39855720491334123
Bog	HPHB_DCHB-DCHB	propionate_fermentation-acrylate_pathway	-0.39994874224023524
Bog	CAZy-Alpha_galactans	CAZy-Arabinose_cleavage	-0.40018911580352223
Bog	hydrogenotrophic_methanogenesis-all	mannose_degradation-all	-0.40102894038716674
Bog	CAZy-Beta_mannan	reductive_glycine-serine_pathway	-0.401106989544189
Bog	CAZy-Fucose_Cleavage	carbon_redox-dissimilatory_methanotrophy	-0.40290010605929405
Bog	CAZy-Sulf_Polysachharides	lactate_fermentation-all	-0.40345627198403555
Bog	phosphorous_redox-anabolic_phosphate_reduction	propionate_fermentation-acrylate_pathway	-0.40381406419564314
Bog	CAZy-Alpha_mannan	glycerol_degradation-glycerone	-0.40473309146148795
Bog	CAZy-Amorphous_Cellulose	carbon_redox-dissimilatory_methanotrophy	-0.40528698444446976
Bog	CAZy-Amorphous_Cellulose	CAZy-Mucin	-0.40536940556005585
Bog	CAZy-Amorphous_Cellulose	CAZy-Beta_mannan	-0.4055901264961388
Bog	CAZy-Alpha_mannan	CAZy-Mixed_Linkage_glucans	-0.4071623669245432
Bog	CAZy-Amorphous_Cellulose	CAZy-Polyphenolics	-0.41187075277774565
Bog	flagella_assembly-all	sulfur_redox-dissimilatory_sulfate_reduction	-0.41188801084362114
Bog	CAZy-Rhamnose_cleavage	Calvin_Benson-all	-0.41277356862861203
Bog	CAZy-Alpha_mannan	HPHB_DCHB-DCHB	-0.4128868642702601
Bog	CAZy-Arabinan	carbon_redox-dissimilatory_methanotrophy	-0.41391513782939837
Bog	acetogenesis-simple	sulfur_redox-dissimilatory_sulfur_oxidation	-0.41484741441524053
Bog	CAZy-Beta_galactan__pectic_galactan_	CAZy-Starch	-0.4155085963098777
Bog	CAZy-Alpha_mannan	methylotrophic_methanogenesis-h2_indep	-0.4155802560902184
Bog	methylotrophic_methanogenesis-h2_indep	phosphorous_redox-assimilatory_phosphonate_oxidation	-0.4165345014366719
Bog	acetogenesis-simple	sulfur_redox-assimilatory_sulfate_reduction	-0.41779705027546443
Bog	CAZy-Alpha_mannan	Wood_Ljungdahl-methanogen	-0.4193872168857258
Bog	CAZy-Alpha_galactans	CAZy-Beta_mannan	-0.42037030368263206
Bog	butanoate_fermentation-acetyl_coa_pathway	phosphorous_redox-anabolic_phosphate_reduction	-0.4207702208771482
Bog	HPHB_DCHB-DCHB	ethanol_fermentation-all	-0.42406270569357707
Bog	CAZy-Beta_mannan	methylotrophic_methanogenesis-h2_indep	-0.4277963603269488
Bog	carbon_redox-dissimilatory_methanotrophy	fructose_degradation-all	-0.4295823644624899
Bog	CAZy-Arabinan	CAZy-Mucin	-0.4311484165702719
Bog	ethanol_fermentation-all	methylotrophic_methanogenesis-h2_indep	-0.4314209689391171
Bog	butanoate_fermentation-acetyl_coa_pathway	hydrogenotrophic_methanogenesis-all	-0.43147070490710315
Bog	phosphorous_redox-assimilatory_phosphonate_oxidation	reductive_glycine-serine_pathway	-0.4323059404504277
Bog	carbon_redox-dissimilatory_methanotrophy	reductive_glycine-acetyl_pathway	-0.4336882750594939
Bog	reductive_glycine-serine_pathway	xylose_degradation-xylonate_hydratase_pathway	-0.4344902772558257
Bog	CAZy-Arabinan	sulfur_redox-dissimilatory_sulfur_oxidation	-0.4347004016275131
Bog	Wood_Ljungdahl-methanogen	butanoate_fermentation-acetyl_coa_pathway	-0.435381792035727
Bog	CAZy-Mixed_Linkage_glucans	CAZy-Mucin	-0.4360726969494402
Bog	CAZy-Alpha_mannan	nitrogen_redox-nitrogen_fixation	-0.436657434826514
Bog	Wood_Ljungdahl-methanogen	ethanol_fermentation-all	-0.4374708062719248
Bog	CAZy-Alpha_mannan	reductive_glycine-serine_pathway	-0.43968075167365916
Bog	butanoate_fermentation-acetyl_coa_pathway	fructose_degradation-all	-0.4413459345495043
Bog	ethanol_fermentation-all	phosphorous_redox-anabolic_phosphate_reduction	-0.44482295411282124
Bog	Wood_Ljungdahl-acetogen	flagella_assembly-all	-0.444860734510119
Bog	CAZy-Mixed_Linkage_glucans	urea_degradation-all	-0.44488107312513736
Bog	glycerol_degradation-glycerone	mannose_degradation-all	-0.4448947793207523
Bog	CAZy-Alpha_mannan	nitrogen_redox-nitrate_reduction	-0.4452777992239798
Bog	Wood_Ljungdahl-acetogen	urea_degradation-all	-0.4456201300229472
Bog	nitrogen_redox-nitrogen_fixation	sulfur_redox-assimilatory_sulfate_reduction	-0.4457073754297822
Bog	fructose_degradation-all	mannose_degradation-all	-0.4459029835118873
Bog	CAZy-Beta_galactan__pectic_galactan_	lactate_fermentation-all	-0.4477648163824839
Bog	CAZy-Rhamnose_cleavage	sulfur_redox-dissimilatory_sulfur_oxidation	-0.4477796501822262
Bog	HPHB_DCHB-DCHB	phosphorous_redox-assimilatory_phosphonate_oxidation	-0.4508518661961374
Bog	CAZy-Starch	acetogenesis-simple	-0.453692567948617
Bog	butanoate_fermentation-acetyl_coa_pathway	reductive_glycine-acetyl_pathway	-0.454673034360247
Bog	CAZy-Alpha_mannan	hydrogenotrophic_methanogenesis-all	-0.45536356586503124
Bog	CAZy-Fucose_Cleavage	mannose_degradation-all	-0.4562481465880308
Bog	CAZy-Sulf_Polysachharides	propionate_fermentation-acrylate_pathway	-0.4576481416626508
Bog	CAZy-Alpha_mannan	CAZy-Fucose_Cleavage	-0.4580909895099594
Bog	CAZy-Fucose_Cleavage	propionate_fermentation-acrylate_pathway	-0.45842322659524926
Bog	galactose_degradation-all	propionate_fermentation-acrylate_pathway	-0.45909087815752225
Bog	CAZy-Alpha_mannan	fructose_degradation-all	-0.4603326938760368
Bog	ethanol_fermentation-all	hydrogenotrophic_methanogenesis-all	-0.46231630668892554
Bog	glycerol_degradation-glycerone	xylose_degradation-xylonate_hydratase_pathway	-0.46289310617834944
Bog	galactose_degradation-all	lactate_fermentation-all	-0.4629882091627755
Bog	CAZy-Fucose_Cleavage	butanoate_fermentation-acetyl_coa_pathway	-0.4643142742929911
Bog	nitrogen_redox-assimilatory_nitrate_reduction	nitrogen_redox-nitrogen_fixation	-0.4647668592931038
Bog	CAZy-Pectin	sulfur_redox-dissimilatory_sulfate_reduction	-0.46832716459450463
Bog	flagella_assembly-all	reductive_glycine-serine_pathway	-0.4707420911911746
Bog	CAZy-Beta_galactan__pectic_galactan_	nitrogen_redox-assimilatory_nitrate_reduction	-0.4721817406194375
Bog	HPHB_DCHB-DCHB	sulfur_redox-assimilatory_sulfate_reduction	-0.4731510661999325
Bog	Wood_Ljungdahl-acetogen	butanoate_fermentation-acetyl_coa_pathway	-0.47432824732409973
Bog	reductive_glycine-acetyl_pathway	sulfur_redox-assimilatory_sulfate_reduction	-0.4745391124888423
Bog	CAZy-Alpha_mannan	CAZy-Amorphous_Cellulose	-0.47481758199300983
Bog	Wood_Ljungdahl-methanogen	carbon_redox-dissimilatory_methanotrophy	-0.47588015737282174
Bog	CAZy-Rhamnose_cleavage	reductive_glycine-serine_pathway	-0.4760551468137082
Bog	butanoate_fermentation-acetyl_coa_pathway	galactose_degradation-all	-0.4815746595042423
Bog	ethanol_fermentation-all	nitrogen_redox-nitrate_reduction	-0.4821610450337883
Bog	Wood_Ljungdahl-methanogen	phosphorous_redox-assimilatory_phosphonate_oxidation	-0.4825543778830912
Bog	CAZy-Alpha_galactans	flagella_assembly-all	-0.4846340785434988
Bog	carbon_redox-dissimilatory_methanotrophy	hydrogenotrophic_methanogenesis-all	-0.49084152974280815
Bog	Calvin_Benson-all	fructose_degradation-all	-0.49252185857444686
Bog	galactose_degradation-all	mannose_degradation-all	-0.49267344187604567
Bog	CAZy-Polyphenolics	reductive_glycine-acetyl_pathway	-0.4942743744839686
Bog	CAZy-Polyphenolics	Wood_Ljungdahl-acetogen	-0.4955356502545587
Bog	Calvin_Benson-all	galacturonic_acid_degradation-all	-0.49716899428639794
Bog	CAZy-Mucin	fructose_degradation-all	-0.49989113717614764
Bog	CAZy-Alpha_mannan	propionate_fermentation-succinate_pathway	-0.504443307060015
Bog	Calvin_Benson-all	nitrogen_redox-nitrogen_fixation	-0.5049117993524819
Bog	sulfur_redox-dissimilatory_sulfate_reduction	xylose_degradation-xylonate_hydratase_pathway	-0.5069267151043368
Bog	CAZy-Alpha_galactans	xylose_degradation-xylonate_hydratase_pathway	-0.5073012711520954
Bog	phosphorous_redox-assimilatory_phosphonate_oxidation	propionate_fermentation-succinate_pathway	-0.5101239607596879
Bog	ethanol_fermentation-all	fructose_degradation-all	-0.5101546973404913
Bog	CAZy-Arabinan	propionate_fermentation-acrylate_pathway	-0.5141652946202369
Bog	hydrogenotrophic_methanogenesis-all	propionate_fermentation-acrylate_pathway	-0.5146814273317868
Bog	CAZy-Fucose_Cleavage	sulfur_redox-assimilatory_sulfate_reduction	-0.5148056591803531
Bog	Wood_Ljungdahl-methanogen	propionate_fermentation-acrylate_pathway	-0.5150384748639696
Bog	CAZy-Fucose_Cleavage	Calvin_Benson-all	-0.5163770840315804
Bog	CAZy-Chitin	sulfur_redox-assimilatory_sulfate_reduction	-0.5200483658295032
Bog	reductive_glycine-acetyl_pathway	xylose_degradation-xylonate_hydratase_pathway	-0.5237291790125267
Bog	HPHB_DCHB-DCHB	mannose_degradation-all	-0.5262707894995977
Bog	CAZy-Alpha_mannan	Wood_Ljungdahl-acetogen	-0.5263053137129412
Bog	phosphorous_redox-assimilatory_phosphonate_oxidation	sulfur_redox-dissimilatory_sulfate_reduction	-0.5276569217588205
Bog	Wood_Ljungdahl-methanogen	xylose_degradation-xylonate_hydratase_pathway	-0.5302485183165904
Bog	hydrogenotrophic_methanogenesis-all	xylose_degradation-xylonate_hydratase_pathway	-0.5350615554721203
Bog	hydrogenotrophic_methanogenesis-all	phosphorous_redox-assimilatory_phosphonate_oxidation	-0.5370542237599725
Bog	CAZy-Beta_mannan	glycerol_degradation-glycerone	-0.5384192832007819
Bog	CAZy-Beta_mannan	sulfur_redox-dissimilatory_sulfate_reduction	-0.5391848351547088
Bog	fructose_degradation-all	sulfur_redox-assimilatory_sulfate_reduction	-0.5393383141501349
Bog	fructose_degradation-all	propionate_fermentation-acrylate_pathway	-0.5418746064357831
Bog	CAZy-Arabinose_cleavage	lactate_fermentation-all	-0.5426586126100226
Bog	Calvin_Benson-all	propionate_fermentation-succinate_pathway	-0.5427990789499431
Bog	CAZy-Mucin	CAZy-Sulf_Polysachharides	-0.5443437423853059
Bog	CAZy-Fucose_Cleavage	ethanol_fermentation-all	-0.5448543990982702
Bog	CAZy-Mixed_Linkage_glucans	Calvin_Benson-all	-0.5463877761452627
Bog	CAZy-Arabinan	ethanol_fermentation-all	-0.5481116108737292
Bog	propionate_fermentation-succinate_pathway	sulfur_redox-assimilatory_sulfate_reduction	-0.5487395096990988
Bog	Wood_Ljungdahl-acetogen	mannose_degradation-all	-0.5500393773600334
Bog	Wood_Ljungdahl-acetogen	ethanol_fermentation-all	-0.5526661973267695
Bog	CAZy-Mixed_Linkage_glucans	lactate_fermentation-all	-0.5535323509513881
Bog	mannose_degradation-all	nitrogen_redox-nitrogen_fixation	-0.5535871029416322
Bog	CAZy-Amorphous_Cellulose	propionate_fermentation-acrylate_pathway	-0.557478931463246
Bog	CAZy-Xyloglucan	butanoate_fermentation-acetyl_coa_pathway	-0.5620818790647915
Bog	CAZy-Amorphous_Cellulose	ethanol_fermentation-all	-0.5642842703085356
Bog	nitrogen_redox-assimilatory_nitrate_reduction	propionate_fermentation-succinate_pathway	-0.5673103169728022
Bog	CAZy-Beta_galactan__pectic_galactan_	sulfur_redox-assimilatory_sulfate_reduction	-0.5697433404501699
Bog	CAZy-Mixed_Linkage_glucans	mannose_degradation-all	-0.5699343260900613
Bog	glycerol_degradation-glycerone	phosphorous_redox-assimilatory_phosphonate_oxidation	-0.5751918304886863
Bog	Wood_Ljungdahl-acetogen	nitrogen_redox-assimilatory_nitrate_reduction	-0.5877249589927662
Bog	mannose_degradation-all	reductive_glycine-acetyl_pathway	-0.5884745944935788
Bog	CAZy-Mucin	HPHB_DCHB-DCHB	-0.5886471183686786
Bog	CAZy-Polyphenolics	nitrogen_redox-nitrate_reduction	-0.5970376848870818
Bog	Wood_Ljungdahl-acetogen	carbon_redox-dissimilatory_methanotrophy	-0.6016292139280532
Bog	Wood_Ljungdahl-methanogen	nitrogen_redox-assimilatory_nitrate_reduction	-0.6032721555089842
Bog	CAZy-Polyphenolics	sulfur_redox-dissimilatory_sulfate_reduction	-0.6050862289741918
Bog	CAZy-Mixed_Linkage_glucans	CAZy-Starch	-0.6066156452760474
Bog	nitrogen_redox-assimilatory_nitrate_reduction	reductive_glycine-acetyl_pathway	-0.6149967005468533
Bog	CAZy-Polyphenolics	glycerol_degradation-glycerone	-0.621527862583193
Bog	hydrogenotrophic_methanogenesis-all	nitrogen_redox-assimilatory_nitrate_reduction	-0.622319350585447
Bog	Wood_Ljungdahl-acetogen	propionate_fermentation-acrylate_pathway	-0.6308836980808374
Bog	galactose_degradation-all	sulfur_redox-assimilatory_sulfate_reduction	-0.6323574511272727
Bog	CAZy-Polyphenolics	methylotrophic_methanogenesis-h2_indep	-0.6364337689764701
Bog	CAZy-Beta_galactan__pectic_galactan_	urea_degradation-all	-0.6505450603749305
Bog	reductive_glycine-acetyl_pathway	urea_degradation-all	-0.6690569377336355
Bog	mannose_degradation-all	propionate_fermentation-succinate_pathway	-0.6693345621302613
Bog	CAZy-Beta_mannan	Wood_Ljungdahl-methanogen	-0.673769670398702
Bog	CAZy-Beta_mannan	reductive_glycine-acetyl_pathway	-0.6808577884463805
Bog	CAZy-Amorphous_Cellulose	butanoate_fermentation-acetyl_coa_pathway	-0.6888909810333244
Bog	CAZy-Beta_galactan__pectic_galactan_	mannose_degradation-all	-0.7029217857846666
Bog	CAZy-Alpha_mannan	reductive_glycine-acetyl_pathway	-0.7061979544785364
Bog	nitrogen_redox-nitrogen_fixation	urea_degradation-all	-0.7094908436666887
Bog	CAZy-Beta_mannan	hydrogenotrophic_methanogenesis-all	-0.7104190638350543
Bog	CAZy-Polyphenolics	HPHB_DCHB-DCHB	-0.7219141253904868
Bog	CAZy-Beta_galactan__pectic_galactan_	Calvin_Benson-all	-0.7257252619159231
Bog	propionate_fermentation-succinate_pathway	urea_degradation-all	-0.7308380884181944
Bog	phosphorous_redox-assimilatory_phosphonate_oxidation	reductive_glycine-acetyl_pathway	-0.730857080666206
Bog	Wood_Ljungdahl-acetogen	phosphorous_redox-assimilatory_phosphonate_oxidation	-0.7311385032542121
Bog	Wood_Ljungdahl-acetogen	xylose_degradation-xylonate_hydratase_pathway	-0.7366229406952498
Bog	CAZy-Mixed_Linkage_glucans	sulfur_redox-assimilatory_sulfate_reduction	-0.7636119180691916
Bog	CAZy-Beta_mannan	Wood_Ljungdahl-acetogen	-0.7896998315541082
Fen	Wood_Ljungdahl-methanogen	hydrogenotrophic_methanogenesis-all	0.9057234209257912
Fen	CAZy-Alpha_mannan	butanoate_fermentation-acetyl_coa_pathway	0.7745310214217624
Fen	galactose_degradation-all	lactate_fermentation-all	0.7720840808287375
Fen	CAZy-Beta_mannan	Calvin_Benson-all	0.7500105423431492
Fen	CAZy-Beta_mannan	nitrogen_redox-nitrogen_fixation	0.7431335034180819
Fen	CAZy-Xyloglucan	fructose_degradation-all	0.7430370340994197
Fen	Calvin_Benson-all	nitrogen_redox-nitrogen_fixation	0.7426614932962617
Fen	CAZy-Rhamnose_cleavage	Calvin_Benson-all	0.6867878483331126
Fen	galacturonic_acid_degradation-all	propionate_fermentation-succinate_pathway	0.6861056971487183
Fen	CAZy-Xyloglucan	acetogenesis-simple	0.6849189249852838
Fen	CAZy-Alpha_galactans	CAZy-Mucin	0.675553210028086
Fen	CAZy-Amorphous_Cellulose	lactate_fermentation-all	0.664360385745218
Fen	CAZy-Xyloglucan	lactate_fermentation-all	0.6498522964440338
Fen	sulfur_redox-dissimilatory_sulfate_reduction	sulfur_redox-dissimilatory_sulfur_oxidation	0.6468439999198481
Fen	CAZy-Mixed_Linkage_glucans	galacturonic_acid_degradation-all	0.6376661084156594
Fen	Wood_Ljungdahl-methanogen	acetoclastic_methanogenesis-all	0.6369202221633796
Fen	CAZy-Beta_mannan	CAZy-Rhamnose_cleavage	0.6328656399445718
Fen	CAZy-Alpha_mannan	propionate_fermentation-succinate_pathway	0.6246832037531793
Fen	glycerol_degradation-glycerone	reductive_glycine-serine_pathway	0.6192911470335996
Fen	acetoclastic_methanogenesis-all	sulfur_redox-dissimilatory_sulfate_reduction	0.6190630246592734
Fen	CAZy-Mixed_Linkage_glucans	CAZy-Sulf_Polysachharides	0.6136141358579372
Fen	CAZy-Chitin	glycerol_degradation-glycerol	0.6116617282626328
Fen	fructose_degradation-all	sulfur_redox-assimilatory_sulfate_reduction	0.6068284707520273
Fen	CAZy-Fucose_Cleavage	lactate_fermentation-all	0.601734647104148
Fen	Calvin_Benson-all	nitrogen_redox-nitric_oxide_oxidation	0.5968562013322731
Fen	CAZy-Beta_galactan__pectic_galactan_	xylose_degradation-xylonate_hydratase_pathway	0.5962845190869959
Fen	CAZy-Mucin	nitrogen_redox-denitrification	0.5937495900385056
Fen	nitrogen_redox-nitric_oxide_oxidation	nitrogen_redox-nitrogen_fixation	0.5908916678281722
Fen	CAZy-Alpha_galactans	nitrogen_redox-denitrification	0.5838409955202509
Fen	CAZy-Polyphenolics	sucrose_degradation-all	0.5808020497411888
Fen	acetoclastic_methanogenesis-all	sulfur_redox-dissimilatory_sulfur_oxidation	0.5804688149617084
Fen	CAZy-Chitin	lactate_fermentation-all	0.5751374163146886
Fen	CAZy-Beta_mannan	nitrogen_redox-nitric_oxide_oxidation	0.5748646920950145
Fen	lactate_fermentation-all	xylose_degradation-isomerase_pathway	0.5719864366005774
Fen	methylotrophic_methanogenesis-h2_dep	phosphorous_redox-anabolic_phosphate_reduction	0.5699472639281928
Fen	CAZy-Xylans	glycerol_degradation-glycerol	0.5674402034415864
Fen	CAZy-Arabinose_cleavage	reductive_glycine-acetyl_pathway	0.5661487702791932
Fen	CAZy-Polyphenolics	propionate_fermentation-succinate_pathway	0.5652864754521064
Fen	nitrogen_redox-nitrogen_fixation	phosphorous_redox-assimilatory_phosphonate_oxidation	0.5635402513917583
Fen	reductive_glycine-acetyl_pathway	sucrose_degradation-all	0.5624009756043242
Fen	CAZy-Pectin	glycerol_degradation-glycerol	0.5587574328738675
Fen	butanoate_fermentation-acetyl_coa_pathway	xylose_degradation-xylonate_hydratase_pathway	0.558492229239211
Fen	butanoate_fermentation-acetyl_coa_pathway	ethanol_fermentation-all	0.5546441428521667
Fen	butanoate_fermentation-acetyl_coa_pathway	propionate_fermentation-succinate_pathway	0.553198333051976
Fen	CAZy-Xyloglucan	sulfur_redox-assimilatory_sulfate_reduction	0.5508300240128894
Fen	acetoclastic_methanogenesis-all	methylotrophic_methanogenesis-h2_dep	0.5471746897769327
Fen	acetogenesis-simple	glycerol_degradation-glycerol	0.5470715000683335
Fen	galactose_degradation-all	glycerol_degradation-glycerol	0.547053880266447
Fen	glycerol_degradation-glycerol	nitrogen_redox-denitrification	0.546079218047157
Fen	fucose_degradation-all	phosphorous_redox-anabolic_phosphate_reduction	0.5427565632053306
Fen	CAZy-Amorphous_Cellulose	sulfur_redox-assimilatory_sulfate_reduction	0.5380500771814702
Fen	CAZy-Polyphenolics	galacturonic_acid_degradation-all	0.5303800732190522
Fen	CAZy-Amorphous_Cellulose	fructose_degradation-all	0.5282876728644696
Fen	CAZy-Fucose_Cleavage	sulfur_redox-assimilatory_sulfate_reduction	0.5278997474920186
Fen	CAZy-Alpha_mannan	CAZy-Mixed_Linkage_glucans	0.5269627970019706
Fen	CAZy-Arabinan	CAZy-Beta_mannan	0.5256773960111356
Fen	sucrose_degradation-all	xylose_degradation-xylonate_hydratase_pathway	0.5256313946890617
Fen	galactose_degradation-all	sulfur_redox-assimilatory_sulfate_reduction	0.5254931486782135
Fen	glycerol_degradation-glycerol	sucrose_degradation-all	0.5253298528141059
Fen	CAZy-Polyphenolics	butanoate_fermentation-acetyl_coa_pathway	0.5239470703956823
Fen	sulfur_redox-dissimilatory_sulfate_reduction	urea_degradation-all	0.5238958009231637
Fen	CAZy-Beta_mannan	phosphorous_redox-assimilatory_phosphonate_oxidation	0.5223405952025267
Fen	fucose_degradation-all	methylotrophic_methanogenesis-h2_dep	0.5212629621832034
Fen	CAZy-Mixed_Linkage_glucans	propionate_fermentation-succinate_pathway	0.5209838280146135
Fen	CAZy-Xyloglucan	glycerol_degradation-glycerol	0.5201985502055748
Fen	propionate_fermentation-acrylate_pathway	xylose_degradation-isomerase_pathway	0.5198313781230905
Fen	CAZy-Arabinose_cleavage	propionate_fermentation-succinate_pathway	0.51960766187098
Fen	CAZy-Alpha_mannan	reductive_glycine-acetyl_pathway	0.516715368829552
Fen	CAZy-Rhamnose_cleavage	Wood_Ljungdahl-acetogen	0.513327098561936
Fen	HPHB_DCHB-DCHB	glycerol_degradation-glycerone	0.5094942116537666
Fen	Wood_Ljungdahl-methanogen	methylotrophic_methanogenesis-h2_indep	0.5070855861424759
Fen	acetoclastic_methanogenesis-all	methylotrophic_methanogenesis-h2_indep	0.5049987260707578
Fen	CAZy-Sulf_Polysachharides	glycerol_degradation-glycerone	0.5022181547830635
Fen	CAZy-Alpha_mannan	sucrose_degradation-all	0.5018809678446765
Fen	CAZy-Alpha_mannan	galacturonic_acid_degradation-all	0.5017054775179495
Fen	CAZy-Polyphenolics	xylose_degradation-xylonate_hydratase_pathway	0.49967964968873246
Fen	fructose_degradation-all	lactate_fermentation-all	0.49847030089837163
Fen	propionate_fermentation-succinate_pathway	sucrose_degradation-all	0.4944700850113689
Fen	CAZy-Arabinose_cleavage	CAZy-Polyphenolics	0.4900497447111928
Fen	ethanol_fermentation-all	sulfur_redox-dissimilatory_sulfur_oxidation	0.4839889371676477
Fen	methylotrophic_methanogenesis-h2_indep	sulfur_redox-dissimilatory_sulfur_oxidation	0.48170826769525754
Fen	acetogenesis-simple	fructose_degradation-all	0.478994648450507
Fen	CAZy-Chitin	nitrogen_redox-denitrification	0.47885075432759716
Fen	phosphorous_redox-anabolic_phosphate_reduction	sulfur_redox-dissimilatory_sulfur_oxidation	0.4784305781830255
Fen	butanoate_fermentation-acetyl_coa_pathway	sucrose_degradation-all	0.4765876967761351
Fen	sulfur_redox-assimilatory_sulfate_reduction	xylose_degradation-isomerase_pathway	0.47405865916521484
Fen	fructose_degradation-all	xylose_degradation-isomerase_pathway	0.4735890336453251
Fen	CAZy-Pectin	nitrogen_redox-denitrification	0.4688285570201123
Fen	CAZy-Sulf_Polysachharides	CAZy-Xyloglucan	0.46749671118406644
Fen	fructose_degradation-all	nitrogen_redox-denitrification	0.4659582330699723
Fen	CAZy-Xyloglucan	xylose_degradation-isomerase_pathway	0.46560625352436413
Fen	CAZy-Mucin	acetogenesis-simple	0.4644191668415424
Fen	CAZy-Sulf_Polysachharides	glycerol_degradation-glycerol	0.46233751549603674
Fen	reductive_glycine-serine_pathway	sucrose_degradation-all	0.4610523886206199
Fen	propionate_fermentation-succinate_pathway	xylose_degradation-xylonate_hydratase_pathway	0.4600610153486092
Fen	CAZy-Alpha_mannan	xylose_degradation-xylonate_hydratase_pathway	0.4577382411687462
Fen	acetogenesis-simple	lactate_fermentation-all	0.4569565429916357
Fen	CAZy-Alpha_mannan	CAZy-Polyphenolics	0.4555636057973709
Fen	lactate_fermentation-all	sulfur_redox-assimilatory_sulfate_reduction	0.45548504411173996
Fen	CAZy-Starch	lactose_degradation-all	0.4528367193066114
Fen	butanoate_fermentation-acetyl_coa_pathway	phosphorous_redox-anabolic_phosphate_reduction	0.45212331587929255
Fen	CAZy-Sulf_Polysachharides	nitrogen_redox-denitrification	0.45188589663206746
Fen	CAZy-Xyloglucan	nitrogen_redox-denitrification	0.45187985702590716
Fen	glycerol_degradation-glycerol	reductive_glycine-acetyl_pathway	0.45106275203712287
Fen	phosphorous_redox-anabolic_phosphate_reduction	sulfur_redox-dissimilatory_sulfate_reduction	0.4504190748541591
Fen	ethanol_fermentation-all	nitrogen_redox-nitrate_reduction	0.4499366385188822
Fen	butanoate_fermentation-acetyl_coa_pathway	reductive_glycine-acetyl_pathway	0.4486617154738405
Fen	acetogenesis-simple	galactose_degradation-all	0.44408927471298343
Fen	methylotrophic_methanogenesis-h2_dep	sulfur_redox-dissimilatory_sulfur_oxidation	0.44408595549716456
Fen	CAZy-Alpha_mannan	HPHB_DCHB-DCHB	0.44357323518836556
Fen	Wood_Ljungdahl-acetogen	acetogenesis-simple	0.4418641321549822
Fen	propionate_fermentation-succinate_pathway	reductive_glycine-serine_pathway	0.43869760089148724
Fen	acetoclastic_methanogenesis-all	hydrogenotrophic_methanogenesis-all	0.43568657546671075
Fen	CAZy-Mucin	glycerol_degradation-glycerol	0.4345558603482119
