tax_id,parent_id,rank,tax_name,root,rank_0,rank_1,rank_2,rank_3,rank_4
Bacillus_licheniformis_F11,Bacteria,rank_2,Bacillus_licheniformis_F11,Root,CE4,Bacteria,Bacillus_licheniformis_F11,,
Bacillus_licheniformis_HRBL-15TDI7,Bacteria,rank_2,Bacillus_licheniformis_HRBL-15TDI7,Root,CE4,Bacteria,Bacillus_licheniformis_HRBL-15TDI7,,
Bacillus_licheniformis_KS28,Bacteria,rank_2,Bacillus_licheniformis_KS28,Root,CE4,Bacteria,Bacillus_licheniformis_KS28,,
Bacillus_licheniformis_NCTC8721,Bacteria,rank_2,Bacillus_licheniformis_NCTC8721,Root,CE4,Bacteria,Bacillus_licheniformis_NCTC8721,,
Bacillus_licheniformis_NWMCC0046,Bacteria,rank_2,Bacillus_licheniformis_NWMCC0046,Root,CE4,Bacteria,Bacillus_licheniformis_NWMCC0046,,
Bacillus_licheniformis_SCCB_37,Bacteria,rank_2,Bacillus_licheniformis_SCCB_37,Root,CE4,Bacteria,Bacillus_licheniformis_SCCB_37,,
Bacillus_licheniformis_SCDB_14,Bacteria,rank_2,Bacillus_licheniformis_SCDB_14,Root,CE4,Bacteria,Bacillus_licheniformis_SCDB_14,,
Bacillus_licheniformis_SRCM101441,Bacteria,rank_2,Bacillus_licheniformis_SRCM101441,Root,CE4,Bacteria,Bacillus_licheniformis_SRCM101441,,
Bacillus_licheniformis_SVD1,Bacteria,rank_2,Bacillus_licheniformis_SVD1,Root,CE4,Bacteria,Bacillus_licheniformis_SVD1,,
Bacillus_licheniformis_TAB7,Bacteria,rank_2,Bacillus_licheniformis_TAB7,Root,CE4,Bacteria,Bacillus_licheniformis_TAB7,,
Bacillus_licheniformis_UTM108,Bacteria,rank_2,Bacillus_licheniformis_UTM108,Root,CE4,Bacteria,Bacillus_licheniformis_UTM108,,
Bacillus_methanolicus_DFS2,Bacteria,rank_2,Bacillus_methanolicus_DFS2,Root,CE4,Bacteria,Bacillus_methanolicus_DFS2,,
Bacillus_methanolicus_MGA3,Bacteria,rank_2,Bacillus_methanolicus_MGA3,Root,CE4,Bacteria,Bacillus_methanolicus_MGA3,,
Bacillus_mobilis_ML-A2C4,Bacteria,rank_2,Bacillus_mobilis_ML-A2C4,Root,CE4,Bacteria,Bacillus_mobilis_ML-A2C4,,
Bacillus_mojavensis_PS17,Bacteria,rank_2,Bacillus_mojavensis_PS17,Root,CE4,Bacteria,Bacillus_mojavensis_PS17,,
Bacillus_mojavensis_UCMB5075,Bacteria,rank_2,Bacillus_mojavensis_UCMB5075,Root,CE4,Bacteria,Bacillus_mojavensis_UCMB5075,,
Bacillus_mycoides_219298,Bacteria,rank_2,Bacillus_mycoides_219298,Root,CE4,Bacteria,Bacillus_mycoides_219298,,
Bacillus_mycoides_ATCC_6462,Bacteria,rank_2,Bacillus_mycoides_ATCC_6462,Root,CE4,Bacteria,Bacillus_mycoides_ATCC_6462,,
Bacillus_mycoides_BPN_08/1,Bacteria,rank_2,Bacillus_mycoides_BPN_08/1,Root,CE4,Bacteria,Bacillus_mycoides_BPN_08/1,,
Bacillus_mycoides_BPN03/1,Bacteria,rank_2,Bacillus_mycoides_BPN03/1,Root,CE4,Bacteria,Bacillus_mycoides_BPN03/1,,
Bacillus_mycoides_BPN07/3,Bacteria,rank_2,Bacillus_mycoides_BPN07/3,Root,CE4,Bacteria,Bacillus_mycoides_BPN07/3,,
Bacillus_mycoides_BPN09/1,Bacteria,rank_2,Bacillus_mycoides_BPN09/1,Root,CE4,Bacteria,Bacillus_mycoides_BPN09/1,,
Bacillus_mycoides_BPN102,Bacteria,rank_2,Bacillus_mycoides_BPN102,Root,CE4,Bacteria,Bacillus_mycoides_BPN102,,
Bacillus_mycoides_BPN121,Bacteria,rank_2,Bacillus_mycoides_BPN121,Root,CE4,Bacteria,Bacillus_mycoides_BPN121,,
Bacillus_mycoides_BPN36/2,Bacteria,rank_2,Bacillus_mycoides_BPN36/2,Root,CE4,Bacteria,Bacillus_mycoides_BPN36/2,,
Bacillus_mycoides_BPN36/3,Bacteria,rank_2,Bacillus_mycoides_BPN36/3,Root,CE4,Bacteria,Bacillus_mycoides_BPN36/3,,
Bacillus_mycoides_BPN37/1,Bacteria,rank_2,Bacillus_mycoides_BPN37/1,Root,CE4,Bacteria,Bacillus_mycoides_BPN37/1,,
Bacillus_mycoides_BPN37/2,Bacteria,rank_2,Bacillus_mycoides_BPN37/2,Root,CE4,Bacteria,Bacillus_mycoides_BPN37/2,,
Bacillus_mycoides_BPN401,Bacteria,rank_2,Bacillus_mycoides_BPN401,Root,CE4,Bacteria,Bacillus_mycoides_BPN401,,
Bacillus_mycoides_BPN43/2,Bacteria,rank_2,Bacillus_mycoides_BPN43/2,Root,CE4,Bacteria,Bacillus_mycoides_BPN43/2,,
Bacillus_mycoides_BPN51/1,Bacteria,rank_2,Bacillus_mycoides_BPN51/1,Root,CE4,Bacteria,Bacillus_mycoides_BPN51/1,,
Bacillus_mycoides_BPN52/2,Bacteria,rank_2,Bacillus_mycoides_BPN52/2,Root,CE4,Bacteria,Bacillus_mycoides_BPN52/2,,
Bacillus_mycoides_BPN54/2,Bacteria,rank_2,Bacillus_mycoides_BPN54/2,Root,CE4,Bacteria,Bacillus_mycoides_BPN54/2,,
Bacillus_mycoides_BPN57/2,Bacteria,rank_2,Bacillus_mycoides_BPN57/2,Root,CE4,Bacteria,Bacillus_mycoides_BPN57/2,,
Bacillus_mycoides_BPN58/4,Bacteria,rank_2,Bacillus_mycoides_BPN58/4,Root,CE4,Bacteria,Bacillus_mycoides_BPN58/4,,
Bacillus_mycoides_DSM_2048,Bacteria,rank_2,Bacillus_mycoides_DSM_2048,Root,CE4,Bacteria,Bacillus_mycoides_DSM_2048,,
Bacillus_mycoides_Gnyt1,Bacteria,rank_2,Bacillus_mycoides_Gnyt1,Root,CE4,Bacteria,Bacillus_mycoides_Gnyt1,,
Bacillus_mycoides_JAS_83/3,Bacteria,rank_2,Bacillus_mycoides_JAS_83/3,Root,CE4,Bacteria,Bacillus_mycoides_JAS_83/3,,
Bacillus_mycoides_JAS014,Bacteria,rank_2,Bacillus_mycoides_JAS014,Root,CE4,Bacteria,Bacillus_mycoides_JAS014,,
Bacillus_mycoides_JAS06/3,Bacteria,rank_2,Bacillus_mycoides_JAS06/3,Root,CE4,Bacteria,Bacillus_mycoides_JAS06/3,,
Bacillus_mycoides_JAS1004,Bacteria,rank_2,Bacillus_mycoides_JAS1004,Root,CE4,Bacteria,Bacillus_mycoides_JAS1004,,
Bacillus_mycoides_JAS15/1,Bacteria,rank_2,Bacillus_mycoides_JAS15/1,Root,CE4,Bacteria,Bacillus_mycoides_JAS15/1,,
Bacillus_mycoides_JAS23/1,Bacteria,rank_2,Bacillus_mycoides_JAS23/1,Root,CE4,Bacteria,Bacillus_mycoides_JAS23/1,,
Bacillus_mycoides_JAS391,Bacteria,rank_2,Bacillus_mycoides_JAS391,Root,CE4,Bacteria,Bacillus_mycoides_JAS391,,
Bacillus_mycoides_JAS481,Bacteria,rank_2,Bacillus_mycoides_JAS481,Root,CE4,Bacteria,Bacillus_mycoides_JAS481,,
Bacillus_mycoides_JAS823,Bacteria,rank_2,Bacillus_mycoides_JAS823,Root,CE4,Bacteria,Bacillus_mycoides_JAS823,,
Bacillus_mycoides_JAS94/5,Bacteria,rank_2,Bacillus_mycoides_JAS94/5,Root,CE4,Bacteria,Bacillus_mycoides_JAS94/5,,
Bacillus_mycoides_KBAB4,Bacteria,rank_2,Bacillus_mycoides_KBAB4,Root,CE4,Bacteria,Bacillus_mycoides_KBAB4,,
Bacillus_mycoides_N4/130,Bacteria,rank_2,Bacillus_mycoides_N4/130,Root,CE4,Bacteria,Bacillus_mycoides_N4/130,,
Bacillus_mycoides_TH26,Bacteria,rank_2,Bacillus_mycoides_TH26,Root,CE4,Bacteria,Bacillus_mycoides_TH26,,
Bacillus_nitratireducens_BM02,Bacteria,rank_2,Bacillus_nitratireducens_BM02,Root,CE4,Bacteria,Bacillus_nitratireducens_BM02,,
Bacillus_nitratireducens_N4/150,Bacteria,rank_2,Bacillus_nitratireducens_N4/150,Root,CE4,Bacteria,Bacillus_nitratireducens_N4/150,,
Bacillus_pacificus_anQ-h4,Bacteria,rank_2,Bacillus_pacificus_anQ-h4,Root,CE4,Bacteria,Bacillus_pacificus_anQ-h4,,
Bacillus_pacificus_MP6,Bacteria,rank_2,Bacillus_pacificus_MP6,Root,CE4,Bacteria,Bacillus_pacificus_MP6,,
Bacillus_pacificus_NCCP_15909,Bacteria,rank_2,Bacillus_pacificus_NCCP_15909,Root,CE4,Bacteria,Bacillus_pacificus_NCCP_15909,,
Bacillus_paralicheniformis_A4-3,Bacteria,rank_2,Bacillus_paralicheniformis_A4-3,Root,CE4,Bacteria,Bacillus_paralicheniformis_A4-3,,
Bacillus_paralicheniformis_ATCC_9945a,Bacteria,rank_2,Bacillus_paralicheniformis_ATCC_9945a,Root,CE4,Bacteria,Bacillus_paralicheniformis_ATCC_9945a,,
Bacillus_paralicheniformis_BL-09,Bacteria,rank_2,Bacillus_paralicheniformis_BL-09,Root,CE4,Bacteria,Bacillus_paralicheniformis_BL-09,,
Bacillus_paralicheniformis_CBMAI_1303,Bacteria,rank_2,Bacillus_paralicheniformis_CBMAI_1303,Root,CE4,Bacteria,Bacillus_paralicheniformis_CBMAI_1303,,
Bacillus_paralicheniformis_ES-1,Bacteria,rank_2,Bacillus_paralicheniformis_ES-1,Root,CE4,Bacteria,Bacillus_paralicheniformis_ES-1,,
Bacillus_paralicheniformis_RSC-1,Bacteria,rank_2,Bacillus_paralicheniformis_RSC-1,Root,CE4,Bacteria,Bacillus_paralicheniformis_RSC-1,,
Bacillus_paralicheniformis_TXO7B-1SG6,Bacteria,rank_2,Bacillus_paralicheniformis_TXO7B-1SG6,Root,CE4,Bacteria,Bacillus_paralicheniformis_TXO7B-1SG6,,
Bacillus_paralicheniformis_VITHBRA024,Bacteria,rank_2,Bacillus_paralicheniformis_VITHBRA024,Root,CE4,Bacteria,Bacillus_paralicheniformis_VITHBRA024,,
Bacillus_paralicheniformis_ZAP17,Bacteria,rank_2,Bacillus_paralicheniformis_ZAP17,Root,CE4,Bacteria,Bacillus_paralicheniformis_ZAP17,,
Bacillus_paranthracis_BC307,Bacteria,rank_2,Bacillus_paranthracis_BC307,Root,CE4,Bacteria,Bacillus_paranthracis_BC307,,
Bacillus_paranthracis_Bt_C4,Bacteria,rank_2,Bacillus_paranthracis_Bt_C4,Root,CE4,Bacteria,Bacillus_paranthracis_Bt_C4,,
Bacillus_paranthracis_Gxun-30,Bacteria,rank_2,Bacillus_paranthracis_Gxun-30,Root,CE4,Bacteria,Bacillus_paranthracis_Gxun-30,,
Bacillus_paranthracis_NCCP_15910,Bacteria,rank_2,Bacillus_paranthracis_NCCP_15910,Root,CE4,Bacteria,Bacillus_paranthracis_NCCP_15910,,
Bacillus_paranthracis_PR1,Bacteria,rank_2,Bacillus_paranthracis_PR1,Root,CE4,Bacteria,Bacillus_paranthracis_PR1,,
Bacillus_paranthracis_SHOU-BC01,Bacteria,rank_2,Bacillus_paranthracis_SHOU-BC01,Root,CE4,Bacteria,Bacillus_paranthracis_SHOU-BC01,,
Bacillus_paranthracis_SL1,Bacteria,rank_2,Bacillus_paranthracis_SL1,Root,CE4,Bacteria,Bacillus_paranthracis_SL1,,
Viruses,CE4,rank_1,Viruses,Root,CE4,Viruses,,,
Bacillus_phage_BCP8-2,Viruses,rank_2,Bacillus_phage_BCP8-2,Root,CE4,Viruses,Bacillus_phage_BCP8-2,,
Bacillus_pumilus_145,Bacteria,rank_2,Bacillus_pumilus_145,Root,CE4,Bacteria,Bacillus_pumilus_145,,
Bacillus_pumilus_150a,Bacteria,rank_2,Bacillus_pumilus_150a,Root,CE4,Bacteria,Bacillus_pumilus_150a,,
Bacillus_pumilus_3-19,Bacteria,rank_2,Bacillus_pumilus_3-19,Root,CE4,Bacteria,Bacillus_pumilus_3-19,,
Bacillus_pumilus_7P,Bacteria,rank_2,Bacillus_pumilus_7P,Root,CE4,Bacteria,Bacillus_pumilus_7P,,
Bacillus_pumilus_AR03,Bacteria,rank_2,Bacillus_pumilus_AR03,Root,CE4,Bacteria,Bacillus_pumilus_AR03,,
Bacillus_pumilus_BIM_171,Bacteria,rank_2,Bacillus_pumilus_BIM_171,Root,CE4,Bacteria,Bacillus_pumilus_BIM_171,,
Bacillus_pumilus_C4,Bacteria,rank_2,Bacillus_pumilus_C4,Root,CE4,Bacteria,Bacillus_pumilus_C4,,
Bacillus_pumilus_EB130,Bacteria,rank_2,Bacillus_pumilus_EB130,Root,CE4,Bacteria,Bacillus_pumilus_EB130,,
Bacillus_pumilus_GLB197,Bacteria,rank_2,Bacillus_pumilus_GLB197,Root,CE4,Bacteria,Bacillus_pumilus_GLB197,,
Bacillus_pumilus_GR-8,Bacteria,rank_2,Bacillus_pumilus_GR-8,Root,CE4,Bacteria,Bacillus_pumilus_GR-8,,
Bacillus_pumilus_ku-bf1,Bacteria,rank_2,Bacillus_pumilus_ku-bf1,Root,CE4,Bacteria,Bacillus_pumilus_ku-bf1,,
Bacillus_pumilus_MTCC_B6033,Bacteria,rank_2,Bacillus_pumilus_MTCC_B6033,Root,CE4,Bacteria,Bacillus_pumilus_MTCC_B6033,,
Bacillus_pumilus_NCTC10337,Bacteria,rank_2,Bacillus_pumilus_NCTC10337,Root,CE4,Bacteria,Bacillus_pumilus_NCTC10337,,
Bacillus_pumilus_NDY-10,Bacteria,rank_2,Bacillus_pumilus_NDY-10,Root,CE4,Bacteria,Bacillus_pumilus_NDY-10,,
Bacillus_pumilus_NJ-M2,Bacteria,rank_2,Bacillus_pumilus_NJ-M2,Root,CE4,Bacteria,Bacillus_pumilus_NJ-M2,,
Bacillus_pumilus_ONU_554,Bacteria,rank_2,Bacillus_pumilus_ONU_554,Root,CE4,Bacteria,Bacillus_pumilus_ONU_554,,
Bacillus_pumilus_PDSLzg-1,Bacteria,rank_2,Bacillus_pumilus_PDSLzg-1,Root,CE4,Bacteria,Bacillus_pumilus_PDSLzg-1,,
Bacillus_pumilus_SAFR-032,Bacteria,rank_2,Bacillus_pumilus_SAFR-032,Root,CE4,Bacteria,Bacillus_pumilus_SAFR-032,,
Bacillus_pumilus_SF-4,Bacteria,rank_2,Bacillus_pumilus_SF-4,Root,CE4,Bacteria,Bacillus_pumilus_SF-4,,
Bacillus_pumilus_SH-B11,Bacteria,rank_2,Bacillus_pumilus_SH-B11,Root,CE4,Bacteria,Bacillus_pumilus_SH-B11,,
Bacillus_pumilus_SH-B9,Bacteria,rank_2,Bacillus_pumilus_SH-B9,Root,CE4,Bacteria,Bacillus_pumilus_SH-B9,,
Bacillus_pumilus_TUAT1,Bacteria,rank_2,Bacillus_pumilus_TUAT1,Root,CE4,Bacteria,Bacillus_pumilus_TUAT1,,
Bacillus_pumilus_UAMX,Bacteria,rank_2,Bacillus_pumilus_UAMX,Root,CE4,Bacteria,Bacillus_pumilus_UAMX,,
Bacillus_pumilus_W3,Bacteria,rank_2,Bacillus_pumilus_W3,Root,CE4,Bacteria,Bacillus_pumilus_W3,,
Bacillus_pumilus_ZB201701,Bacteria,rank_2,Bacillus_pumilus_ZB201701,Root,CE4,Bacteria,Bacillus_pumilus_ZB201701,,
Bacillus_rugosus_A78.1,Bacteria,rank_2,Bacillus_rugosus_A78.1,Root,CE4,Bacteria,Bacillus_rugosus_A78.1,,
Bacillus_safensis_1370ba1,Bacteria,rank_2,Bacillus_safensis_1370ba1,Root,CE4,Bacteria,Bacillus_safensis_1370ba1,,
Bacillus_safensis_AHB11,Bacteria,rank_2,Bacillus_safensis_AHB11,Root,CE4,Bacteria,Bacillus_safensis_AHB11,,
Bacillus_safensis_AHB2,Bacteria,rank_2,Bacillus_safensis_AHB2,Root,CE4,Bacteria,Bacillus_safensis_AHB2,,
Bacillus_safensis_BcP62,Bacteria,rank_2,Bacillus_safensis_BcP62,Root,CE4,Bacteria,Bacillus_safensis_BcP62,,
Bacillus_safensis_Bcs96,Bacteria,rank_2,Bacillus_safensis_Bcs96,Root,CE4,Bacteria,Bacillus_safensis_Bcs96,,
Bacillus_safensis_BLXSC,Bacteria,rank_2,Bacillus_safensis_BLXSC,Root,CE4,Bacteria,Bacillus_safensis_BLXSC,,
Bacillus_safensis_BRM1,Bacteria,rank_2,Bacillus_safensis_BRM1,Root,CE4,Bacteria,Bacillus_safensis_BRM1,,
Bacillus_safensis_F6,Bacteria,rank_2,Bacillus_safensis_F6,Root,CE4,Bacteria,Bacillus_safensis_F6,,
Bacillus_safensis_FO-36b,Bacteria,rank_2,Bacillus_safensis_FO-36b,Root,CE4,Bacteria,Bacillus_safensis_FO-36b,,
Bacillus_safensis_H31R-08,Bacteria,rank_2,Bacillus_safensis_H31R-08,Root,CE4,Bacteria,Bacillus_safensis_H31R-08,,
Bacillus_safensis_IDN1,Bacteria,rank_2,Bacillus_safensis_IDN1,Root,CE4,Bacteria,Bacillus_safensis_IDN1,,
Bacillus_safensis_KCTC_12796BP,Bacteria,rank_2,Bacillus_safensis_KCTC_12796BP,Root,CE4,Bacteria,Bacillus_safensis_KCTC_12796BP,,
Bacillus_safensis_PgKB20,Bacteria,rank_2,Bacillus_safensis_PgKB20,Root,CE4,Bacteria,Bacillus_safensis_PgKB20,,
Bacillus_safensis_sami,Bacteria,rank_2,Bacillus_safensis_sami,Root,CE4,Bacteria,Bacillus_safensis_sami,,
Bacillus_safensis_U14-5,Bacteria,rank_2,Bacillus_safensis_U14-5,Root,CE4,Bacteria,Bacillus_safensis_U14-5,,
Bacillus_safensis_U17-1,Bacteria,rank_2,Bacillus_safensis_U17-1,Root,CE4,Bacteria,Bacillus_safensis_U17-1,,
Bacillus_safensis_ZK-1,Bacteria,rank_2,Bacillus_safensis_ZK-1,Root,CE4,Bacteria,Bacillus_safensis_ZK-1,,
Bacillus_selenitireducens_MLS10,Bacteria,rank_2,Bacillus_selenitireducens_MLS10,Root,CE4,Bacteria,Bacillus_selenitireducens_MLS10,,
Bacillus_shivajii_JCM_32183,Bacteria,rank_2,Bacillus_shivajii_JCM_32183,Root,CE4,Bacteria,Bacillus_shivajii_JCM_32183,,
Bacillus_siamensis_B28,Bacteria,rank_2,Bacillus_siamensis_B28,Root,CE4,Bacteria,Bacillus_siamensis_B28,,
Bacillus_siamensis_GUWM35,Bacteria,rank_2,Bacillus_siamensis_GUWM35,Root,CE4,Bacteria,Bacillus_siamensis_GUWM35,,
Bacillus_siamensis_SCSIO_05746,Bacteria,rank_2,Bacillus_siamensis_SCSIO_05746,Root,CE4,Bacteria,Bacillus_siamensis_SCSIO_05746,,
Bacillus_smithii_DSM_4216,Bacteria,rank_2,Bacillus_smithii_DSM_4216,Root,CE4,Bacteria,Bacillus_smithii_DSM_4216,,
Bacillus_sonorensis_SRCM101395,Bacteria,rank_2,Bacillus_sonorensis_SRCM101395,Root,CE4,Bacteria,Bacillus_sonorensis_SRCM101395,,
Bacillus_sp._(in:_Bacteria)_BS34A,Bacteria,rank_2,Bacillus_sp._(in:_Bacteria)_BS34A,Root,CE4,Bacteria,Bacillus_sp._(in:_Bacteria)_BS34A,,
Bacillus_sp._1780r2a1,Bacteria,rank_2,Bacillus_sp._1780r2a1,Root,CE4,Bacteria,Bacillus_sp._1780r2a1,,
Bacillus_sp._1NLA3E,Bacteria,rank_2,Bacillus_sp._1NLA3E,Root,CE4,Bacteria,Bacillus_sp._1NLA3E,,
Bacillus_sp._31,Bacteria,rank_2,Bacillus_sp._31,Root,CE4,Bacteria,Bacillus_sp._31,,
Bacillus_sp._3a,Bacteria,rank_2,Bacillus_sp._3a,Root,CE4,Bacteria,Bacillus_sp._3a,,
Bacillus_sp._A116_S68,Bacteria,rank_2,Bacillus_sp._A116_S68,Root,CE4,Bacteria,Bacillus_sp._A116_S68,,
Bacillus_sp._ABP14,Bacteria,rank_2,Bacillus_sp._ABP14,Root,CE4,Bacteria,Bacillus_sp._ABP14,,
Bacillus_sp._AR4-2,Bacteria,rank_2,Bacillus_sp._AR4-2,Root,CE4,Bacteria,Bacillus_sp._AR4-2,,
Bacillus_sp._B25(2016b),Bacteria,rank_2,Bacillus_sp._B25(2016b),Root,CE4,Bacteria,Bacillus_sp._B25(2016b),,
Bacillus_sp._BC1-43,Bacteria,rank_2,Bacillus_sp._BC1-43,Root,CE4,Bacteria,Bacillus_sp._BC1-43,,
Bacillus_sp._BD59S,Bacteria,rank_2,Bacillus_sp._BD59S,Root,CE4,Bacteria,Bacillus_sp._BD59S,,
Bacillus_sp._BS98,Bacteria,rank_2,Bacillus_sp._BS98,Root,CE4,Bacteria,Bacillus_sp._BS98,,
Bacillus_sp._CMF12,Bacteria,rank_2,Bacillus_sp._CMF12,Root,CE4,Bacteria,Bacillus_sp._CMF12,,
Bacillus_sp._CMF21,Bacteria,rank_2,Bacillus_sp._CMF21,Root,CE4,Bacteria,Bacillus_sp._CMF21,,
Bacillus_sp._COPE52,Bacteria,rank_2,Bacillus_sp._COPE52,Root,CE4,Bacteria,Bacillus_sp._COPE52,,
Bacillus_sp._CR71,Bacteria,rank_2,Bacillus_sp._CR71,Root,CE4,Bacteria,Bacillus_sp._CR71,,
Bacillus_sp._CRB-7,Bacteria,rank_2,Bacillus_sp._CRB-7,Root,CE4,Bacteria,Bacillus_sp._CRB-7,,
Bacillus_sp._DM2,Bacteria,rank_2,Bacillus_sp._DM2,Root,CE4,Bacteria,Bacillus_sp._DM2,,
Bacillus_sp._DU-106,Bacteria,rank_2,Bacillus_sp._DU-106,Root,CE4,Bacteria,Bacillus_sp._DU-106,,
Bacillus_sp._F19,Bacteria,rank_2,Bacillus_sp._F19,Root,CE4,Bacteria,Bacillus_sp._F19,,
Bacillus_sp._FDAARGOS_235,Bacteria,rank_2,Bacillus_sp._FDAARGOS_235,Root,CE4,Bacteria,Bacillus_sp._FDAARGOS_235,,
Bacillus_sp._FJAT-18017,Bacteria,rank_2,Bacillus_sp._FJAT-18017,Root,CE4,Bacteria,Bacillus_sp._FJAT-18017,,
Bacillus_sp._FJAT-22090,Bacteria,rank_2,Bacillus_sp._FJAT-22090,Root,CE4,Bacteria,Bacillus_sp._FJAT-22090,,
Bacillus_sp._FJAT-42376,Bacteria,rank_2,Bacillus_sp._FJAT-42376,Root,CE4,Bacteria,Bacillus_sp._FJAT-42376,,
Bacillus_sp._FW1,Bacteria,rank_2,Bacillus_sp._FW1,Root,CE4,Bacteria,Bacillus_sp._FW1,,
Bacillus_sp._H8-1,Bacteria,rank_2,Bacillus_sp._H8-1,Root,CE4,Bacteria,Bacillus_sp._H8-1,,
Bacillus_sp._HBCD-sjtu,Bacteria,rank_2,Bacillus_sp._HBCD-sjtu,Root,CE4,Bacteria,Bacillus_sp._HBCD-sjtu,,
Bacillus_sp._IHB_B_7164,Bacteria,rank_2,Bacillus_sp._IHB_B_7164,Root,CE4,Bacteria,Bacillus_sp._IHB_B_7164,,
Bacillus_sp._JAS24-2,Bacteria,rank_2,Bacillus_sp._JAS24-2,Root,CE4,Bacteria,Bacillus_sp._JAS24-2,,
Bacillus_sp._JNUCC-22,Bacteria,rank_2,Bacillus_sp._JNUCC-22,Root,CE4,Bacteria,Bacillus_sp._JNUCC-22,,
Bacillus_sp._JS,Bacteria,rank_2,Bacillus_sp._JS,Root,CE4,Bacteria,Bacillus_sp._JS,,
Bacillus_sp._JY-23,Bacteria,rank_2,Bacillus_sp._JY-23,Root,CE4,Bacteria,Bacillus_sp._JY-23,,
Bacillus_sp._KH172YL63,Bacteria,rank_2,Bacillus_sp._KH172YL63,Root,CE4,Bacteria,Bacillus_sp._KH172YL63,,
Bacillus_sp._LJBS06,Bacteria,rank_2,Bacillus_sp._LJBS06,Root,CE4,Bacteria,Bacillus_sp._LJBS06,,
Bacillus_sp._LJBS17,Bacteria,rank_2,Bacillus_sp._LJBS17,Root,CE4,Bacteria,Bacillus_sp._LJBS17,,
Bacillus_sp._LM_4-2,Bacteria,rank_2,Bacillus_sp._LM_4-2,Root,CE4,Bacteria,Bacillus_sp._LM_4-2,,
Bacillus_sp._Lzh-5,Bacteria,rank_2,Bacillus_sp._Lzh-5,Root,CE4,Bacteria,Bacillus_sp._Lzh-5,,
Bacillus_sp._MBGLi79,Bacteria,rank_2,Bacillus_sp._MBGLi79,Root,CE4,Bacteria,Bacillus_sp._MBGLi79,,
Bacillus_sp._MD-5,Bacteria,rank_2,Bacillus_sp._MD-5,Root,CE4,Bacteria,Bacillus_sp._MD-5,,
Bacillus_sp._ms-22,Bacteria,rank_2,Bacillus_sp._ms-22,Root,CE4,Bacteria,Bacillus_sp._ms-22,,
Bacillus_sp._N1-1,Bacteria,rank_2,Bacillus_sp._N1-1,Root,CE4,Bacteria,Bacillus_sp._N1-1,,
Bacillus_sp._N3536,Bacteria,rank_2,Bacillus_sp._N3536,Root,CE4,Bacteria,Bacillus_sp._N3536,,
Bacillus_sp._N5-665_N5/665,Bacteria,rank_2,Bacillus_sp._N5-665_N5/665,Root,CE4,Bacteria,Bacillus_sp._N5-665_N5/665,,
Bacillus_sp._NP157,Bacteria,rank_2,Bacillus_sp._NP157,Root,CE4,Bacteria,Bacillus_sp._NP157,,
Bacillus_sp._NP247,Bacteria,rank_2,Bacillus_sp._NP247,Root,CE4,Bacteria,Bacillus_sp._NP247,,
Bacillus_sp._NSP2.1,Bacteria,rank_2,Bacillus_sp._NSP2.1,Root,CE4,Bacteria,Bacillus_sp._NSP2.1,,
Bacillus_sp._NSP9.1,Bacteria,rank_2,Bacillus_sp._NSP9.1,Root,CE4,Bacteria,Bacillus_sp._NSP9.1,,
Bacillus_sp._OxB-1,Bacteria,rank_2,Bacillus_sp._OxB-1,Root,CE4,Bacteria,Bacillus_sp._OxB-1,,
Bacillus_sp._PAMC26568,Bacteria,rank_2,Bacillus_sp._PAMC26568,Root,CE4,Bacteria,Bacillus_sp._PAMC26568,,
Bacillus_sp._PDNC022,Bacteria,rank_2,Bacillus_sp._PDNC022,Root,CE4,Bacteria,Bacillus_sp._PDNC022,,
Bacillus_sp._PGP15,Bacteria,rank_2,Bacillus_sp._PGP15,Root,CE4,Bacteria,Bacillus_sp._PGP15,,
Bacillus_sp._PM8313,Bacteria,rank_2,Bacillus_sp._PM8313,Root,CE4,Bacteria,Bacillus_sp._PM8313,,
Bacillus_sp._RZ2MS9,Bacteria,rank_2,Bacillus_sp._RZ2MS9,Root,CE4,Bacteria,Bacillus_sp._RZ2MS9,,
Bacillus_sp._S3,Bacteria,rank_2,Bacillus_sp._S3,Root,CE4,Bacteria,Bacillus_sp._S3,,
Bacillus_sp._SB49,Bacteria,rank_2,Bacillus_sp._SB49,Root,CE4,Bacteria,Bacillus_sp._SB49,,
Bacillus_sp._SD-4,Bacteria,rank_2,Bacillus_sp._SD-4,Root,CE4,Bacteria,Bacillus_sp._SD-4,,
Bacillus_sp._SUBG0010,Bacteria,rank_2,Bacillus_sp._SUBG0010,Root,CE4,Bacteria,Bacillus_sp._SUBG0010,,
Bacillus_sp._THAF10,Bacteria,rank_2,Bacillus_sp._THAF10,Root,CE4,Bacteria,Bacillus_sp._THAF10,,
Bacillus_sp._TK-2,Bacteria,rank_2,Bacillus_sp._TK-2,Root,CE4,Bacteria,Bacillus_sp._TK-2,,
Bacillus_sp._V3,Bacteria,rank_2,Bacillus_sp._V3,Root,CE4,Bacteria,Bacillus_sp._V3,,
Bacillus_sp._WP8,Bacteria,rank_2,Bacillus_sp._WP8,Root,CE4,Bacteria,Bacillus_sp._WP8,,
Bacillus_sp._X1(2014),Bacteria,rank_2,Bacillus_sp._X1(2014),Root,CE4,Bacteria,Bacillus_sp._X1(2014),,
