tax_id,parent_id,rank,tax_name,root,rank_0,rank_1,rank_2
Bacillus_amyloliquefaciens_YP6,Bacteria,rank_2,Bacillus_amyloliquefaciens_YP6,Root,GH18,Bacteria,Bacillus_amyloliquefaciens_YP6
Bacillus_anthracis_17OD930,Bacteria,rank_2,Bacillus_anthracis_17OD930,Root,GH18,Bacteria,Bacillus_anthracis_17OD930
Bacillus_anthracis_2000031021,Bacteria,rank_2,Bacillus_anthracis_2000031021,Root,GH18,Bacteria,Bacillus_anthracis_2000031021
Bacillus_anthracis_CZC5,Bacteria,rank_2,Bacillus_anthracis_CZC5,Root,GH18,Bacteria,Bacillus_anthracis_CZC5
Bacillus_anthracis_Han,Bacteria,rank_2,Bacillus_anthracis_Han,Root,GH18,Bacteria,Bacillus_anthracis_Han
Bacillus_anthracis_MCCC_1A01412,Bacteria,rank_2,Bacillus_anthracis_MCCC_1A01412,Root,GH18,Bacteria,Bacillus_anthracis_MCCC_1A01412
Bacillus_anthracis_MCCC_1A02161,Bacteria,rank_2,Bacillus_anthracis_MCCC_1A02161,Root,GH18,Bacteria,Bacillus_anthracis_MCCC_1A02161
Bacillus_anthracis_Shikan-NIID,Bacteria,rank_2,Bacillus_anthracis_Shikan-NIID,Root,GH18,Bacteria,Bacillus_anthracis_Shikan-NIID
Bacillus_anthracis_str._H9401,Bacteria,rank_2,Bacillus_anthracis_str._H9401,Root,GH18,Bacteria,Bacillus_anthracis_str._H9401
Bacillus_aquiflavi_3H-10,Bacteria,rank_2,Bacillus_aquiflavi_3H-10,Root,GH18,Bacteria,Bacillus_aquiflavi_3H-10
Bacillus_atrophaeus_1942,Bacteria,rank_2,Bacillus_atrophaeus_1942,Root,GH18,Bacteria,Bacillus_atrophaeus_1942
Bacillus_atrophaeus_BA59,Bacteria,rank_2,Bacillus_atrophaeus_BA59,Root,GH18,Bacteria,Bacillus_atrophaeus_BA59
Bacillus_atrophaeus_CAB-1,Bacteria,rank_2,Bacillus_atrophaeus_CAB-1,Root,GH18,Bacteria,Bacillus_atrophaeus_CAB-1
Bacillus_atrophaeus_CNY01,Bacteria,rank_2,Bacillus_atrophaeus_CNY01,Root,GH18,Bacteria,Bacillus_atrophaeus_CNY01
Bacillus_atrophaeus_GQJK17,Bacteria,rank_2,Bacillus_atrophaeus_GQJK17,Root,GH18,Bacteria,Bacillus_atrophaeus_GQJK17
Bacillus_atrophaeus_NRS_1221A,Bacteria,rank_2,Bacillus_atrophaeus_NRS_1221A,Root,GH18,Bacteria,Bacillus_atrophaeus_NRS_1221A
Bacillus_atrophaeus_PENSV20,Bacteria,rank_2,Bacillus_atrophaeus_PENSV20,Root,GH18,Bacteria,Bacillus_atrophaeus_PENSV20
Bacillus_atrophaeus_SRCM101359,Bacteria,rank_2,Bacillus_atrophaeus_SRCM101359,Root,GH18,Bacteria,Bacillus_atrophaeus_SRCM101359
Bacillus_atrophaeus_UCMB-5137,Bacteria,rank_2,Bacillus_atrophaeus_UCMB-5137,Root,GH18,Bacteria,Bacillus_atrophaeus_UCMB-5137
Bacillus_badius_NBPM-293,Bacteria,rank_2,Bacillus_badius_NBPM-293,Root,GH18,Bacteria,Bacillus_badius_NBPM-293
Bacillus_bombysepticus_F12,Bacteria,rank_2,Bacillus_bombysepticus_F12,Root,GH18,Bacteria,Bacillus_bombysepticus_F12
Bacillus_bombysepticus_str._Wang,Bacteria,rank_2,Bacillus_bombysepticus_str._Wang,Root,GH18,Bacteria,Bacillus_bombysepticus_str._Wang
Bacillus_cabrialesii_TE3,Bacteria,rank_2,Bacillus_cabrialesii_TE3,Root,GH18,Bacteria,Bacillus_cabrialesii_TE3
Bacillus_caldolyticus_NEB414,Bacteria,rank_2,Bacillus_caldolyticus_NEB414,Root,GH18,Bacteria,Bacillus_caldolyticus_NEB414
Bacillus_cereus_03BB102,Bacteria,rank_2,Bacillus_cereus_03BB102,Root,GH18,Bacteria,Bacillus_cereus_03BB102
Bacillus_cereus_03BB108,Bacteria,rank_2,Bacillus_cereus_03BB108,Root,GH18,Bacteria,Bacillus_cereus_03BB108
Bacillus_cereus_03BB87,Bacteria,rank_2,Bacillus_cereus_03BB87,Root,GH18,Bacteria,Bacillus_cereus_03BB87
Bacillus_cereus_09,Bacteria,rank_2,Bacillus_cereus_09,Root,GH18,Bacteria,Bacillus_cereus_09
Bacillus_cereus_1000305,Bacteria,rank_2,Bacillus_cereus_1000305,Root,GH18,Bacteria,Bacillus_cereus_1000305
Bacillus_cereus_25,Bacteria,rank_2,Bacillus_cereus_25,Root,GH18,Bacteria,Bacillus_cereus_25
Bacillus_cereus_39,Bacteria,rank_2,Bacillus_cereus_39,Root,GH18,Bacteria,Bacillus_cereus_39
Bacillus_cereus_3a,Bacteria,rank_2,Bacillus_cereus_3a,Root,GH18,Bacteria,Bacillus_cereus_3a
Bacillus_cereus_49,Bacteria,rank_2,Bacillus_cereus_49,Root,GH18,Bacteria,Bacillus_cereus_49
Bacillus_cereus_53,Bacteria,rank_2,Bacillus_cereus_53,Root,GH18,Bacteria,Bacillus_cereus_53
Bacillus_cereus_A1,Bacteria,rank_2,Bacillus_cereus_A1,Root,GH18,Bacteria,Bacillus_cereus_A1
Bacillus_cereus_A22,Bacteria,rank_2,Bacillus_cereus_A22,Root,GH18,Bacteria,Bacillus_cereus_A22
Bacillus_cereus_A24,Bacteria,rank_2,Bacillus_cereus_A24,Root,GH18,Bacteria,Bacillus_cereus_A24
Bacillus_cereus_AH187,Bacteria,rank_2,Bacillus_cereus_AH187,Root,GH18,Bacteria,Bacillus_cereus_AH187
Bacillus_cereus_ATCC_10876,Bacteria,rank_2,Bacillus_cereus_ATCC_10876,Root,GH18,Bacteria,Bacillus_cereus_ATCC_10876
Bacillus_cereus_ATCC_10987,Bacteria,rank_2,Bacillus_cereus_ATCC_10987,Root,GH18,Bacteria,Bacillus_cereus_ATCC_10987
Bacillus_cereus_ATCC_14579,Bacteria,rank_2,Bacillus_cereus_ATCC_14579,Root,GH18,Bacteria,Bacillus_cereus_ATCC_14579
Bacillus_cereus_ATCC_4342,Bacteria,rank_2,Bacillus_cereus_ATCC_4342,Root,GH18,Bacteria,Bacillus_cereus_ATCC_4342
Bacillus_cereus_B25,Bacteria,rank_2,Bacillus_cereus_B25,Root,GH18,Bacteria,Bacillus_cereus_B25
Bacillus_cereus_B4264,Bacteria,rank_2,Bacillus_cereus_B4264,Root,GH18,Bacteria,Bacillus_cereus_B4264
Bacillus_cereus_BB_01/1,Bacteria,rank_2,Bacillus_cereus_BB_01/1,Root,GH18,Bacteria,Bacillus_cereus_BB_01/1
Bacillus_cereus_BB_05/3,Bacteria,rank_2,Bacillus_cereus_BB_05/3,Root,GH18,Bacteria,Bacillus_cereus_BB_05/3
Bacillus_cereus_BB_18/3,Bacteria,rank_2,Bacillus_cereus_BB_18/3,Root,GH18,Bacteria,Bacillus_cereus_BB_18/3
Bacillus_cereus_BB_19/4,Bacteria,rank_2,Bacillus_cereus_BB_19/4,Root,GH18,Bacteria,Bacillus_cereus_BB_19/4
Bacillus_cereus_BB_20/4,Bacteria,rank_2,Bacillus_cereus_BB_20/4,Root,GH18,Bacteria,Bacillus_cereus_BB_20/4
Bacillus_cereus_BB_23/4,Bacteria,rank_2,Bacillus_cereus_BB_23/4,Root,GH18,Bacteria,Bacillus_cereus_BB_23/4
Bacillus_cereus_BB_52/3,Bacteria,rank_2,Bacillus_cereus_BB_52/3,Root,GH18,Bacteria,Bacillus_cereus_BB_52/3
Bacillus_cereus_BB255,Bacteria,rank_2,Bacillus_cereus_BB255,Root,GH18,Bacteria,Bacillus_cereus_BB255
Bacillus_cereus_BC-10,Bacteria,rank_2,Bacillus_cereus_BC-10,Root,GH18,Bacteria,Bacillus_cereus_BC-10
Bacillus_cereus_BC-AK,Bacteria,rank_2,Bacillus_cereus_BC-AK,Root,GH18,Bacteria,Bacillus_cereus_BC-AK
Bacillus_cereus_BC06,Bacteria,rank_2,Bacillus_cereus_BC06,Root,GH18,Bacteria,Bacillus_cereus_BC06
Bacillus_cereus_BC07,Bacteria,rank_2,Bacillus_cereus_BC07,Root,GH18,Bacteria,Bacillus_cereus_BC07
Bacillus_cereus_BC33,Bacteria,rank_2,Bacillus_cereus_BC33,Root,GH18,Bacteria,Bacillus_cereus_BC33
Bacillus_cereus_BHU2,Bacteria,rank_2,Bacillus_cereus_BHU2,Root,GH18,Bacteria,Bacillus_cereus_BHU2
Bacillus_cereus_biovar_anthracis_str._CI,Bacteria,rank_2,Bacillus_cereus_biovar_anthracis_str._CI,Root,GH18,Bacteria,Bacillus_cereus_biovar_anthracis_str._CI
Bacillus_cereus_BPN_08/1,Bacteria,rank_2,Bacillus_cereus_BPN_08/1,Root,GH18,Bacteria,Bacillus_cereus_BPN_08/1
Bacillus_cereus_BPN_211,Bacteria,rank_2,Bacillus_cereus_BPN_211,Root,GH18,Bacteria,Bacillus_cereus_BPN_211
Bacillus_cereus_BPN_36/2,Bacteria,rank_2,Bacillus_cereus_BPN_36/2,Root,GH18,Bacteria,Bacillus_cereus_BPN_36/2
Bacillus_cereus_BPN_37/1,Bacteria,rank_2,Bacillus_cereus_BPN_37/1,Root,GH18,Bacteria,Bacillus_cereus_BPN_37/1
Bacillus_cereus_BPN_58/4,Bacteria,rank_2,Bacillus_cereus_BPN_58/4,Root,GH18,Bacteria,Bacillus_cereus_BPN_58/4
Bacillus_cereus_C-13,Bacteria,rank_2,Bacillus_cereus_C-13,Root,GH18,Bacteria,Bacillus_cereus_C-13
Bacillus_cereus_CC-1,Bacteria,rank_2,Bacillus_cereus_CC-1,Root,GH18,Bacteria,Bacillus_cereus_CC-1
Bacillus_cereus_CF4-51,Bacteria,rank_2,Bacillus_cereus_CF4-51,Root,GH18,Bacteria,Bacillus_cereus_CF4-51
Bacillus_cereus_CH,Bacteria,rank_2,Bacillus_cereus_CH,Root,GH18,Bacteria,Bacillus_cereus_CH
Bacillus_cereus_CMCC_P0011,Bacteria,rank_2,Bacillus_cereus_CMCC_P0011,Root,GH18,Bacteria,Bacillus_cereus_CMCC_P0011
Bacillus_cereus_Co1-1,Bacteria,rank_2,Bacillus_cereus_Co1-1,Root,GH18,Bacteria,Bacillus_cereus_Co1-1
Bacillus_cereus_CTMA_1571,Bacteria,rank_2,Bacillus_cereus_CTMA_1571,Root,GH18,Bacteria,Bacillus_cereus_CTMA_1571
Bacillus_cereus_D12_2,Bacteria,rank_2,Bacillus_cereus_D12_2,Root,GH18,Bacteria,Bacillus_cereus_D12_2
Bacillus_cereus_D17,Bacteria,rank_2,Bacillus_cereus_D17,Root,GH18,Bacteria,Bacillus_cereus_D17
Bacillus_cereus_E33L,Bacteria,rank_2,Bacillus_cereus_E33L,Root,GH18,Bacteria,Bacillus_cereus_E33L
Bacillus_cereus_FDAARGOS_798,Bacteria,rank_2,Bacillus_cereus_FDAARGOS_798,Root,GH18,Bacteria,Bacillus_cereus_FDAARGOS_798
Bacillus_cereus_FM1,Bacteria,rank_2,Bacillus_cereus_FM1,Root,GH18,Bacteria,Bacillus_cereus_FM1
Bacillus_cereus_FORC_024,Bacteria,rank_2,Bacillus_cereus_FORC_024,Root,GH18,Bacteria,Bacillus_cereus_FORC_024
Bacillus_cereus_FORC_047,Bacteria,rank_2,Bacillus_cereus_FORC_047,Root,GH18,Bacteria,Bacillus_cereus_FORC_047
Bacillus_cereus_FRI-35,Bacteria,rank_2,Bacillus_cereus_FRI-35,Root,GH18,Bacteria,Bacillus_cereus_FRI-35
Bacillus_cereus_FT9,Bacteria,rank_2,Bacillus_cereus_FT9,Root,GH18,Bacteria,Bacillus_cereus_FT9
Bacillus_cereus_G9842,Bacteria,rank_2,Bacillus_cereus_G9842,Root,GH18,Bacteria,Bacillus_cereus_G9842
Bacillus_cereus_HD1.4B,Bacteria,rank_2,Bacillus_cereus_HD1.4B,Root,GH18,Bacteria,Bacillus_cereus_HD1.4B
Bacillus_cereus_HN001,Bacteria,rank_2,Bacillus_cereus_HN001,Root,GH18,Bacteria,Bacillus_cereus_HN001
Bacillus_cereus_IFO13579,Bacteria,rank_2,Bacillus_cereus_IFO13579,Root,GH18,Bacteria,Bacillus_cereus_IFO13579
Bacillus_cereus_JAS_08/1,Bacteria,rank_2,Bacillus_cereus_JAS_08/1,Root,GH18,Bacteria,Bacillus_cereus_JAS_08/1
Bacillus_cereus_JAS_11/1,Bacteria,rank_2,Bacillus_cereus_JAS_11/1,Root,GH18,Bacteria,Bacillus_cereus_JAS_11/1
Bacillus_cereus_JAS_15/2,Bacteria,rank_2,Bacillus_cereus_JAS_15/2,Root,GH18,Bacteria,Bacillus_cereus_JAS_15/2
Bacillus_cereus_JAS_31/2,Bacteria,rank_2,Bacillus_cereus_JAS_31/2,Root,GH18,Bacteria,Bacillus_cereus_JAS_31/2
Bacillus_cereus_JAS_411,Bacteria,rank_2,Bacillus_cereus_JAS_411,Root,GH18,Bacteria,Bacillus_cereus_JAS_411
Bacillus_cereus_JHU,Bacteria,rank_2,Bacillus_cereus_JHU,Root,GH18,Bacteria,Bacillus_cereus_JHU
Bacillus_cereus_K8,Bacteria,rank_2,Bacillus_cereus_K8,Root,GH18,Bacteria,Bacillus_cereus_K8
Bacillus_cereus_M3,Bacteria,rank_2,Bacillus_cereus_M3,Root,GH18,Bacteria,Bacillus_cereus_M3
Bacillus_cereus_MBGJa3,Bacteria,rank_2,Bacillus_cereus_MBGJa3,Root,GH18,Bacteria,Bacillus_cereus_MBGJa3
Bacillus_cereus_MLY1,Bacteria,rank_2,Bacillus_cereus_MLY1,Root,GH18,Bacteria,Bacillus_cereus_MLY1
Bacillus_cereus_MSS1.1,Bacteria,rank_2,Bacillus_cereus_MSS1.1,Root,GH18,Bacteria,Bacillus_cereus_MSS1.1
Bacillus_cereus_NJ-W,Bacteria,rank_2,Bacillus_cereus_NJ-W,Root,GH18,Bacteria,Bacillus_cereus_NJ-W
Bacillus_cereus_Q1,Bacteria,rank_2,Bacillus_cereus_Q1,Root,GH18,Bacteria,Bacillus_cereus_Q1
Bacillus_cereus_SB1,Bacteria,rank_2,Bacillus_cereus_SB1,Root,GH18,Bacteria,Bacillus_cereus_SB1
Bacillus_cereus_SGAir0260,Bacteria,rank_2,Bacillus_cereus_SGAir0260,Root,GH18,Bacteria,Bacillus_cereus_SGAir0260
Bacillus_cereus_TG1-6,Bacteria,rank_2,Bacillus_cereus_TG1-6,Root,GH18,Bacteria,Bacillus_cereus_TG1-6
Bacillus_cereus_VKM_B-370,Bacteria,rank_2,Bacillus_cereus_VKM_B-370,Root,GH18,Bacteria,Bacillus_cereus_VKM_B-370
Bacillus_cereus_Z124,Bacteria,rank_2,Bacillus_cereus_Z124,Root,GH18,Bacteria,Bacillus_cereus_Z124
Bacillus_cereus_ZB201708,Bacteria,rank_2,Bacillus_cereus_ZB201708,Root,GH18,Bacteria,Bacillus_cereus_ZB201708
Bacillus_cf._pumilus_SG2,Bacteria,rank_2,Bacillus_cf._pumilus_SG2,Root,GH18,Bacteria,Bacillus_cf._pumilus_SG2
Bacillus_cytotoxicus_CH_1,Bacteria,rank_2,Bacillus_cytotoxicus_CH_1,Root,GH18,Bacteria,Bacillus_cytotoxicus_CH_1
Bacillus_cytotoxicus_E17.4,Bacteria,rank_2,Bacillus_cytotoxicus_E17.4,Root,GH18,Bacteria,Bacillus_cytotoxicus_E17.4
Bacillus_dafuensis_FJAT-25496,Bacteria,rank_2,Bacillus_dafuensis_FJAT-25496,Root,GH18,Bacteria,Bacillus_dafuensis_FJAT-25496
Bacillus_firmis_T8,Bacteria,rank_2,Bacillus_firmis_T8,Root,GH18,Bacteria,Bacillus_firmis_T8
Bacillus_freudenreichii_NCTC4823,Bacteria,rank_2,Bacillus_freudenreichii_NCTC4823,Root,GH18,Bacteria,Bacillus_freudenreichii_NCTC4823
Bacillus_glycinifermentans,Bacteria,rank_2,Bacillus_glycinifermentans,Root,GH18,Bacteria,Bacillus_glycinifermentans
Bacillus_glycinifermentans_KBN06P03352,Bacteria,rank_2,Bacillus_glycinifermentans_KBN06P03352,Root,GH18,Bacteria,Bacillus_glycinifermentans_KBN06P03352
Bacillus_glycinifermentans_MGMM1,Bacteria,rank_2,Bacillus_glycinifermentans_MGMM1,Root,GH18,Bacteria,Bacillus_glycinifermentans_MGMM1
Bacillus_gobiensis_FJAT-4402,Bacteria,rank_2,Bacillus_gobiensis_FJAT-4402,Root,GH18,Bacteria,Bacillus_gobiensis_FJAT-4402
Bacillus_haikouensis_MNJ12,Bacteria,rank_2,Bacillus_haikouensis_MNJ12,Root,GH18,Bacteria,Bacillus_haikouensis_MNJ12
Bacillus_halotolerans_F41-3,Bacteria,rank_2,Bacillus_halotolerans_F41-3,Root,GH18,Bacteria,Bacillus_halotolerans_F41-3
Bacillus_halotolerans_HMB20199,Bacteria,rank_2,Bacillus_halotolerans_HMB20199,Root,GH18,Bacteria,Bacillus_halotolerans_HMB20199
Bacillus_halotolerans_MBH1,Bacteria,rank_2,Bacillus_halotolerans_MBH1,Root,GH18,Bacteria,Bacillus_halotolerans_MBH1
Bacillus_halotolerans_MEC_B301,Bacteria,rank_2,Bacillus_halotolerans_MEC_B301,Root,GH18,Bacteria,Bacillus_halotolerans_MEC_B301
Bacillus_halotolerans_MEC_B334,Bacteria,rank_2,Bacillus_halotolerans_MEC_B334,Root,GH18,Bacteria,Bacillus_halotolerans_MEC_B334
Bacillus_halotolerans_PK3_4,Bacteria,rank_2,Bacillus_halotolerans_PK3_4,Root,GH18,Bacteria,Bacillus_halotolerans_PK3_4
Bacillus_halotolerans_S-5,Bacteria,rank_2,Bacillus_halotolerans_S-5,Root,GH18,Bacteria,Bacillus_halotolerans_S-5
Bacillus_halotolerans_XH-1,Bacteria,rank_2,Bacillus_halotolerans_XH-1,Root,GH18,Bacteria,Bacillus_halotolerans_XH-1
Bacillus_inaquosorum_1HC-NA,Bacteria,rank_2,Bacillus_inaquosorum_1HC-NA,Root,GH18,Bacteria,Bacillus_inaquosorum_1HC-NA
Bacillus_inaquosorum_CCSR02,Bacteria,rank_2,Bacillus_inaquosorum_CCSR02,Root,GH18,Bacteria,Bacillus_inaquosorum_CCSR02
Bacillus_inaquosorum_KCTC_13429,Bacteria,rank_2,Bacillus_inaquosorum_KCTC_13429,Root,GH18,Bacteria,Bacillus_inaquosorum_KCTC_13429
Bacillus_infantis_NRRL_B-14911,Bacteria,rank_2,Bacillus_infantis_NRRL_B-14911,Root,GH18,Bacteria,Bacillus_infantis_NRRL_B-14911
Bacillus_licheniformis,Bacteria,rank_2,Bacillus_licheniformis,Root,GH18,Bacteria,Bacillus_licheniformis
Bacillus_licheniformis_0DA23-1,Bacteria,rank_2,Bacillus_licheniformis_0DA23-1,Root,GH18,Bacteria,Bacillus_licheniformis_0DA23-1
Bacillus_licheniformis_14ADL4,Bacteria,rank_2,Bacillus_licheniformis_14ADL4,Root,GH18,Bacteria,Bacillus_licheniformis_14ADL4
Bacillus_licheniformis_A1,Bacteria,rank_2,Bacillus_licheniformis_A1,Root,GH18,Bacteria,Bacillus_licheniformis_A1
Bacillus_licheniformis_BL1202,Bacteria,rank_2,Bacillus_licheniformis_BL1202,Root,GH18,Bacteria,Bacillus_licheniformis_BL1202
Bacillus_licheniformis_DSM_13_=_ATCC_14580,Bacteria,rank_2,Bacillus_licheniformis_DSM_13_=_ATCC_14580,Root,GH18,Bacteria,Bacillus_licheniformis_DSM_13_=_ATCC_14580
Bacillus_licheniformis_DSM_8785,Bacteria,rank_2,Bacillus_licheniformis_DSM_8785,Root,GH18,Bacteria,Bacillus_licheniformis_DSM_8785
Bacillus_licheniformis_KNUC_213,Bacteria,rank_2,Bacillus_licheniformis_KNUC_213,Root,GH18,Bacteria,Bacillus_licheniformis_KNUC_213
Bacillus_licheniformis_LHH100,Bacteria,rank_2,Bacillus_licheniformis_LHH100,Root,GH18,Bacteria,Bacillus_licheniformis_LHH100
Bacillus_licheniformis_MD1,Bacteria,rank_2,Bacillus_licheniformis_MD1,Root,GH18,Bacteria,Bacillus_licheniformis_MD1
Bacillus_licheniformis_MS-3,Bacteria,rank_2,Bacillus_licheniformis_MS-3,Root,GH18,Bacteria,Bacillus_licheniformis_MS-3
Bacillus_licheniformis_MY75,Bacteria,rank_2,Bacillus_licheniformis_MY75,Root,GH18,Bacteria,Bacillus_licheniformis_MY75
Bacillus_licheniformis_N1,Bacteria,rank_2,Bacillus_licheniformis_N1,Root,GH18,Bacteria,Bacillus_licheniformis_N1
Bacillus_licheniformis_NCTC8721,Bacteria,rank_2,Bacillus_licheniformis_NCTC8721,Root,GH18,Bacteria,Bacillus_licheniformis_NCTC8721
Bacillus_licheniformis_NWMCC0046,Bacteria,rank_2,Bacillus_licheniformis_NWMCC0046,Root,GH18,Bacteria,Bacillus_licheniformis_NWMCC0046
Bacillus_licheniformis_PR-1,Bacteria,rank_2,Bacillus_licheniformis_PR-1,Root,GH18,Bacteria,Bacillus_licheniformis_PR-1
Bacillus_licheniformis_SRCM101441,Bacteria,rank_2,Bacillus_licheniformis_SRCM101441,Root,GH18,Bacteria,Bacillus_licheniformis_SRCM101441
Bacillus_licheniformis_SRCM103583,Bacteria,rank_2,Bacillus_licheniformis_SRCM103583,Root,GH18,Bacteria,Bacillus_licheniformis_SRCM103583
Bacillus_licheniformis_SRCM103914,Bacteria,rank_2,Bacillus_licheniformis_SRCM103914,Root,GH18,Bacteria,Bacillus_licheniformis_SRCM103914
Bacillus_licheniformis_SVD1,Bacteria,rank_2,Bacillus_licheniformis_SVD1,Root,GH18,Bacteria,Bacillus_licheniformis_SVD1
Bacillus_licheniformis_TCCC_11148,Bacteria,rank_2,Bacillus_licheniformis_TCCC_11148,Root,GH18,Bacteria,Bacillus_licheniformis_TCCC_11148
Bacillus_licheniformis_UTM104,Bacteria,rank_2,Bacillus_licheniformis_UTM104,Root,GH18,Bacteria,Bacillus_licheniformis_UTM104
Bacillus_methanolicus_DFS2,Bacteria,rank_2,Bacillus_methanolicus_DFS2,Root,GH18,Bacteria,Bacillus_methanolicus_DFS2
Bacillus_methanolicus_MGA3,Bacteria,rank_2,Bacillus_methanolicus_MGA3,Root,GH18,Bacteria,Bacillus_methanolicus_MGA3
Bacillus_mobilis_ML-A2C4,Bacteria,rank_2,Bacillus_mobilis_ML-A2C4,Root,GH18,Bacteria,Bacillus_mobilis_ML-A2C4
Bacillus_mojavensis_PS17,Bacteria,rank_2,Bacillus_mojavensis_PS17,Root,GH18,Bacteria,Bacillus_mojavensis_PS17
Bacillus_mojavensis_UCMB5075,Bacteria,rank_2,Bacillus_mojavensis_UCMB5075,Root,GH18,Bacteria,Bacillus_mojavensis_UCMB5075
Bacillus_mycoides_219298,Bacteria,rank_2,Bacillus_mycoides_219298,Root,GH18,Bacteria,Bacillus_mycoides_219298
Bacillus_mycoides_ATCC_6462,Bacteria,rank_2,Bacillus_mycoides_ATCC_6462,Root,GH18,Bacteria,Bacillus_mycoides_ATCC_6462
Bacillus_mycoides_BB_33/1,Bacteria,rank_2,Bacillus_mycoides_BB_33/1,Root,GH18,Bacteria,Bacillus_mycoides_BB_33/1
Bacillus_mycoides_BPN_53/1,Bacteria,rank_2,Bacillus_mycoides_BPN_53/1,Root,GH18,Bacteria,Bacillus_mycoides_BPN_53/1
Bacillus_mycoides_BPN03/1,Bacteria,rank_2,Bacillus_mycoides_BPN03/1,Root,GH18,Bacteria,Bacillus_mycoides_BPN03/1
Bacillus_mycoides_BPN07/3,Bacteria,rank_2,Bacillus_mycoides_BPN07/3,Root,GH18,Bacteria,Bacillus_mycoides_BPN07/3
Bacillus_mycoides_BPN121,Bacteria,rank_2,Bacillus_mycoides_BPN121,Root,GH18,Bacteria,Bacillus_mycoides_BPN121
Bacillus_mycoides_BPN37/2,Bacteria,rank_2,Bacillus_mycoides_BPN37/2,Root,GH18,Bacteria,Bacillus_mycoides_BPN37/2
Bacillus_mycoides_BPN43/2,Bacteria,rank_2,Bacillus_mycoides_BPN43/2,Root,GH18,Bacteria,Bacillus_mycoides_BPN43/2
Bacillus_mycoides_BPN51/1,Bacteria,rank_2,Bacillus_mycoides_BPN51/1,Root,GH18,Bacteria,Bacillus_mycoides_BPN51/1
Bacillus_mycoides_BPN52/2,Bacteria,rank_2,Bacillus_mycoides_BPN52/2,Root,GH18,Bacteria,Bacillus_mycoides_BPN52/2
Bacillus_mycoides_BPN57/2,Bacteria,rank_2,Bacillus_mycoides_BPN57/2,Root,GH18,Bacteria,Bacillus_mycoides_BPN57/2
Bacillus_mycoides_BPN58/4,Bacteria,rank_2,Bacillus_mycoides_BPN58/4,Root,GH18,Bacteria,Bacillus_mycoides_BPN58/4
Bacillus_mycoides_DSM_2048,Bacteria,rank_2,Bacillus_mycoides_DSM_2048,Root,GH18,Bacteria,Bacillus_mycoides_DSM_2048
Bacillus_mycoides_Gnyt1,Bacteria,rank_2,Bacillus_mycoides_Gnyt1,Root,GH18,Bacteria,Bacillus_mycoides_Gnyt1
Bacillus_mycoides_JAS014,Bacteria,rank_2,Bacillus_mycoides_JAS014,Root,GH18,Bacteria,Bacillus_mycoides_JAS014
Bacillus_mycoides_JAS391,Bacteria,rank_2,Bacillus_mycoides_JAS391,Root,GH18,Bacteria,Bacillus_mycoides_JAS391
Bacillus_mycoides_JAS481,Bacteria,rank_2,Bacillus_mycoides_JAS481,Root,GH18,Bacteria,Bacillus_mycoides_JAS481
Bacillus_mycoides_JAS823,Bacteria,rank_2,Bacillus_mycoides_JAS823,Root,GH18,Bacteria,Bacillus_mycoides_JAS823
Bacillus_mycoides_JAS94/5,Bacteria,rank_2,Bacillus_mycoides_JAS94/5,Root,GH18,Bacteria,Bacillus_mycoides_JAS94/5
Bacillus_mycoides_KBAB4,Bacteria,rank_2,Bacillus_mycoides_KBAB4,Root,GH18,Bacteria,Bacillus_mycoides_KBAB4
Bacillus_mycoides_TH26,Bacteria,rank_2,Bacillus_mycoides_TH26,Root,GH18,Bacteria,Bacillus_mycoides_TH26
Bacillus_nitratireducens_BM02,Bacteria,rank_2,Bacillus_nitratireducens_BM02,Root,GH18,Bacteria,Bacillus_nitratireducens_BM02
Bacillus_nitratireducens_N4/150,Bacteria,rank_2,Bacillus_nitratireducens_N4/150,Root,GH18,Bacteria,Bacillus_nitratireducens_N4/150
Bacillus_pacificus_anQ-h4,Bacteria,rank_2,Bacillus_pacificus_anQ-h4,Root,GH18,Bacteria,Bacillus_pacificus_anQ-h4
Bacillus_paralicheniformis_A4-3,Bacteria,rank_2,Bacillus_paralicheniformis_A4-3,Root,GH18,Bacteria,Bacillus_paralicheniformis_A4-3
Bacillus_paralicheniformis_ATCC_9945a,Bacteria,rank_2,Bacillus_paralicheniformis_ATCC_9945a,Root,GH18,Bacteria,Bacillus_paralicheniformis_ATCC_9945a
Bacillus_paralicheniformis_BL-09,Bacteria,rank_2,Bacillus_paralicheniformis_BL-09,Root,GH18,Bacteria,Bacillus_paralicheniformis_BL-09
Bacillus_paralicheniformis_CamBx3,Bacteria,rank_2,Bacillus_paralicheniformis_CamBx3,Root,GH18,Bacteria,Bacillus_paralicheniformis_CamBx3
Bacillus_paralicheniformis_CBMAI_1303,Bacteria,rank_2,Bacillus_paralicheniformis_CBMAI_1303,Root,GH18,Bacteria,Bacillus_paralicheniformis_CBMAI_1303
Bacillus_paralicheniformis_ES-1,Bacteria,rank_2,Bacillus_paralicheniformis_ES-1,Root,GH18,Bacteria,Bacillus_paralicheniformis_ES-1
Bacillus_paralicheniformis_MDJK30,Bacteria,rank_2,Bacillus_paralicheniformis_MDJK30,Root,GH18,Bacteria,Bacillus_paralicheniformis_MDJK30
