genome	taxonomy	completeness	contamination
Fen.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.31_92.57_0.37	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	92.57	0.37
Palsa.Labelled.R3.T1.F1.trimmomatic.metaspades_bin.38_96.40_3.38	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__;g__;s__	96.40	3.38
Bog.None.R1.T0.trimmomatic.megahit_bin.338_87.35_4.23	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__UBA11063;g__;s__	87.35	4.23
Bog.Unlabelled.R2.T3.F1.JGI.BFC.metaspades_bin.80_91.77_2.66	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__	91.77	2.66
Palsa.Labelled.R2.T2.F1.trimmomatic.megahit_bin.2_95.92_1.13	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__DHC34;s__	95.92	1.13
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.297_98.86_1.70	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1161;f__UBA1161;g__;s__	98.86	1.70
Bog.Unlabelled.R2.T2.F1.trimmomatic.metaspades_bin.151_91.53_1.77	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Glaciihabitans;s__	91.53	1.77
Bog.None.R3.T0.trimmomatic.megahit_bin.284_85.02_4.22	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__	85.02	4.22
Bog.Labelled.R3.T1.F3.trimmomatic.metaspades_bin.101_74.90_3.45	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	74.90	3.45
Bog.Unlabelled.R3.T2.F3.trimmomatic.megahit_bin.28_97.08_1.90	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__	97.08	1.90
Bog.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.16_70.46_3.02	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	70.46	3.02
Fen.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.37_82.93_0.00	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1402;g__UBA8389;s__	82.93	0.00
Bog.Unlabelled.R3.T1.F1.trimmomatic.metaspades_bin.80_97.70_1.47	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Solimicrobium;s__	97.70	1.47
Bog.Unlabelled.R2.T2.F2.trimmomatic.metaspades_bin.118_97.77_1.01	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Glaciihabitans;s__	97.77	1.01
Palsa.Labelled.R3.T2.F1.JGI.BFC.metaspades_bin.19_88.03_2.45	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__	88.03	2.45
Bog.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.61_75.31_4.02	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__BOG-234;s__	75.31	4.02
Bog.None.R2.T0.JGI.BFC.metaspades_bin.170_89.69_5.31	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__	89.69	5.31
Bog.Unlabelled.R2.T2.F2.trimmomatic.megahit_bin.69_70.47_1.00	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__Telmatospirillum;s__	70.47	1.00
Palsa.Labelled.R3.T1.F3.trimmomatic.megahit_bin.11_93.42_3.31	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__13-2-20CM-66-19;s__	93.42	3.31
Palsa.Labelled.R1.T1.F3.trimmomatic.megahit_bin.19_95.60_0.77	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	95.60	0.77
Bog.Unlabelled.R1.T2.F3.JGI.BFC.metaspades_bin.72_97.51_7.39	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__BOG-930;s__	97.51	7.39
Bog.Unlabelled.R3.T3.F3.trimmomatic.megahit_bin.30_72.59_6.90	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__	72.59	6.90
Palsa.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.49_96.44_0.47	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Vitreoscilla_A;s__	96.44	0.47
Bog.Unlabelled.R3.T2.F3.trimmomatic.megahit_bin.92_78.04_7.09	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__	78.04	7.09
Palsa.Labelled.R1.T3.F1.JGI.BFC.metaspades_bin.7_77.26_1.70	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1161;f__UBA1161;g__;s__	77.26	1.70
Palsa.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.51_90.61_0.19	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__UBP12;f__UBA5184;g__;s__	90.61	0.19
Fen.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.16_100.00_1.08	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Fluviicola;s__	100.00	1.08
Palsa.Labelled.R1.T1.F1.trimmomatic.metaspades_bin.73_86.94_0.85	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__	86.94	0.85
Bog.Unlabelled.R2.T1.F1.trimmomatic.megahit_bin.43_77.03_1.72	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	77.03	1.72
Bog.Unlabelled.R1.T2.F2.JGI.BFC.metaspades_bin.41_85.89_2.68	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	85.89	2.68
Bog.Labelled.R3.T1.F3.trimmomatic.metaspades_bin.64_85.03_9.40	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-473;s__	85.03	9.40
Bog.Labelled.R3.T1.F3.trimmomatic.metaspades_bin.85_84.03_2.63	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Holophaga;s__	84.03	2.63
Palsa.Unlabelled.R1.T3.F3.JGI.BFC.metaspades_bin.80_90.17_4.16	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__BOG-935;s__	90.17	4.16
Palsa.Unlabelled.R2.T3.F2.trimmomatic.megahit_bin.7_86.40_5.31	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__;s__	86.40	5.31
Palsa.Unlabelled.R1.T2.F3.trimmomatic.megahit_bin.86_91.32_2.28	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-744;s__	91.32	2.28
Palsa.Unlabelled.R2.T3.F3.trimmomatic.megahit_bin.203_83.07_3.57	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Palsa-506;s__Palsa-506 sp003168215	83.07	3.57
Bog.Unlabelled.R3.T2.F3.trimmomatic.megahit_bin.157_73.60_2.99	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__;s__	73.60	2.99
Fen.Unlabelled.R2.T3.F1.trimmomatic.megahit_bin.17_74.95_3.45	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__	74.95	3.45
Bog.None.R3.T0.trimmomatic.megahit_bin.402_83.12_6.79	d__Bacteria;p__FCPU426;c__Palsa-1180;o__Palsa-1180;f__Palsa-1180;g__Bog-1183;s__Bog-1183 sp003136635	83.12	6.79
Palsa.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.44_94.70_1.23	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__DHC34;s__	94.70	1.23
Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.203_94.38_3.86	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__Bog-1198 sp003137095	94.38	3.86
Bog.Labelled.R1.T3.F1.JGI.BFC.metaspades_bin.53_84.10_9.54	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__	84.10	9.54
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.150_76.03_4.31	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-756;s__	76.03	4.31
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.37_71.57_1.49	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp003134075	71.57	1.49
Fen.Labelled.R1.T3.F4.trimmomatic.megahit_bin.43_93.51_5.00	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__;s__	93.51	5.00
Bog.Labelled.R3.T1.F3.JGI.BFC.metaspades_bin.13_78.58_1.66	d__Bacteria;p__Planctomycetota;c__UBA11346;o__UBA11346;f__UBA11346;g__BOG-1363;s__BOG-1363 sp003136555	78.58	1.66
Bog.Unlabelled.R2.T3.F3.trimmomatic.metaspades_bin.90_73.14_8.03	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	73.14	8.03
Bog.Labelled.R1.T3.F2.JGI.BFC.metaspades_bin.52_99.56_0.89	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__BOG-933;s__	99.56	0.89
Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.123_94.44_0.08	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__UBP12;f__UBA5184;g__Bog-1524;s__	94.44	0.08
Fen.Labelled.R2.T2.F1.trimmomatic.megahit_bin.46_85.24_2.15	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__	85.24	2.15
Bog.Unlabelled.R2.T1.F3.trimmomatic.megahit_bin.75_95.51_4.11	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__	95.51	4.11
Fen.Unlabelled.R1.T3.F1.trimmomatic.megahit_bin.70_78.60_1.60	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003162655	78.60	1.60
Bog.Unlabelled.R2.T3.F3.trimmomatic.megahit_bin.96_75.82_2.14	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__;s__	75.82	2.14
Bog.Labelled.R1.T1.F3.trimmomatic.megahit_bin.42_93.13_2.59	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__	93.13	2.59
Bog.None.R2.T0.trimmomatic.megahit_bin.103_94.38_2.25	d__Bacteria;p__FCPU426;c__;o__;f__;g__;s__	94.38	2.25
Bog.Unlabelled.R2.T3.F1.trimmomatic.megahit_bin.64_95.05_2.40	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales_A;f__;g__;s__	95.05	2.40
Bog.Unlabelled.R2.T3.F2.trimmomatic.megahit_bin.127_83.41_2.80	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	83.41	2.80
Palsa.Labelled.R3.T1.F3.JGI.BFC.metaspades_bin.45_83.28_6.50	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-744;s__	83.28	6.50
Palsa.Unlabelled.R2.T2.F2.trimmomatic.megahit_bin.89_96.58_1.57	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__Palsa-465 sp003165655	96.58	1.57
Bog.Labelled.R2.T2.F2.trimmomatic.metaspades_bin.19_90.67_2.99	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__	90.67	2.99
Bog.Labelled.R1.T2.F1.JGI.BFC.metaspades_bin.57_80.23_1.26	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__GWA1-40-21;g__Bog-1340;s__	80.23	1.26
Bog.Labelled.R1.T3.F3.trimmomatic.megahit_bin.68_89.91_2.27	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Holophaga;s__	89.91	2.27
Palsa.Labelled.R2.T2.F3.JGI.BFC.metaspades_bin.45_94.43_1.27	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	94.43	1.27
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.13_85.03_4.66	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__;s__	85.03	4.66
Palsa.Labelled.R3.T1.F3.trimmomatic.metaspades_bin.77_84.63_6.68	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__Palsa-295;s__	84.63	6.68
Palsa.Labelled.R2.T3.F3.trimmomatic.megahit_bin.95_85.20_5.33	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia phenazinium_C	85.20	5.33
Fen.Unlabelled.R1.T3.F1.JGI.BFC.metaspades_bin.69_98.25_2.22	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1715;g__;s__	98.25	2.22
Bog.Unlabelled.R2.T1.F1.trimmomatic.metaspades_bin.18_89.78_1.52	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__RAAP-2 sp003138895	89.78	1.52
Bog.Labelled.R2.T2.F1.JGI.BFC.metaspades_bin.51_97.34_0.99	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__UBA1941;s__UBA1941 sp003165135	97.34	0.99
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.266_95.09_2.14	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-744;s__	95.09	2.14
Bog.None.R3.T0.trimmomatic.megahit_bin.380_92.46_2.68	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	92.46	2.68
Bog.Unlabelled.R1.T1.F2.trimmomatic.metaspades_bin.83_97.24_0.77	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp002814235	97.24	0.77
Fen.Labelled.R1.T2.F3.trimmomatic.metaspades_bin.19_83.85_1.13	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA1794;s__	83.85	1.13
Palsa.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.8_80.52_1.19	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__	80.52	1.19
Bog.Labelled.R3.T1.F1.trimmomatic.metaspades_bin.30_76.43_3.08	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__	76.43	3.08
Bog.Unlabelled.R1.T2.F3.trimmomatic.metaspades_bin.68_86.32_3.16	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__	86.32	3.16
Bog.Labelled.R1.T3.F3.trimmomatic.megahit_bin.54_82.38_8.62	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	82.38	8.62
Bog.Unlabelled.R2.T1.F3.trimmomatic.metaspades_bin.81_71.34_9.22	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	71.34	9.22
Bog.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.148_86.81_1.10	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__UBA5070;f__UBA5070;g__UBA5070;s__	86.81	1.10
Fen.Labelled.R1.T2.F3.trimmomatic.megahit_bin.4_83.95_1.23	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	83.95	1.23
Fen.Labelled.R3.T2.F2.trimmomatic.megahit_bin.50_93.48_1.55	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA1794;s__UBA1794 sp002315435	93.48	1.55
Palsa.Unlabelled.R2.T2.F1.JGI.BFC.metaspades_bin.6_94.88_1.27	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	94.88	1.27
Palsa.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.16_83.58_3.25	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__BOG-935;s__	83.58	3.25
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.187_73.45_4.27	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__Palsa-295;s__	73.45	4.27
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.12_84.42_2.82	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__Sulfurospirillum;s__	84.42	2.82
Bog.Unlabelled.R2.T3.F1.trimmomatic.megahit_bin.142_96.52_2.35	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	96.52	2.35
Fen.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.2_95.85_1.06	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	95.85	1.06
Palsa.Unlabelled.R2.T1.F2.trimmomatic.megahit_bin.40_91.32_2.56	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Sulfotelmatobacter;s__	91.32	2.56
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.134_95.20_1.28	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935	95.20	1.28
Fen.Labelled.R2.T2.F4.JGI.BFC.metaspades_bin.14_90.55_1.08	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__	90.55	1.08
Palsa.Labelled.R3.T1.F2.JGI.BFC.metaspades_bin.35_92.31_4.27	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__	92.31	4.27
Bog.Unlabelled.R1.T3.F1.JGI.BFC.metaspades_bin.50_87.45_2.98	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales_A;f__;g__;s__	87.45	2.98
Bog.Unlabelled.R2.T2.F2.JGI.BFC.metaspades_bin.45_92.89_1.77	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	92.89	1.77
Palsa.Unlabelled.R1.T3.F1.trimmomatic.megahit_bin.10_70.35_4.99	d__Bacteria;p__Verrucomicrobiota_A;c__Chlamydiia;o__FEN-1388;f__;g__;s__	70.35	4.99
Palsa.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.23_70.23_5.79	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__	70.23	5.79
Palsa.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.84_90.69_2.58	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__	90.69	2.58
Bog.Labelled.R3.T2.F2.JGI.BFC.metaspades_bin.59_81.75_4.74	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	81.75	4.74
Palsa.Labelled.R3.T3.F3.JGI.BFC.metaspades_bin.59_89.62_2.71	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__;s__	89.62	2.71
Bog.Labelled.R1.T1.F3.trimmomatic.megahit_bin.24_93.30_3.08	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__	93.30	3.08
Palsa.Labelled.R3.T1.F2.trimmomatic.metaspades_bin.5_93.42_1.45	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Palsa-688;g__;s__	93.42	1.45
Fen.Labelled.R2.T3.F1.trimmomatic.metaspades_bin.35_77.55_4.44	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003162655	77.55	4.44
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.267_98.66_3.27	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__	98.66	3.27
Bog.Unlabelled.R2.T3.F1.trimmomatic.megahit_bin.35_79.33_2.37	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	79.33	2.37
Bog.None.R2.T0.JGI.BFC.metaspades_bin.32_77.74_4.21	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__	77.74	4.21
Palsa.Labelled.R3.T2.F3.trimmomatic.megahit_bin.87_83.07_4.56	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__Palsa-295;s__Palsa-295 sp003156635	83.07	4.56
Fen.Labelled.R1.T1.F3.trimmomatic.megahit_bin.18_97.84_1.91	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA1794;s__UBA1794 sp002315435	97.84	1.91
Bog.Labelled.R1.T2.F2.trimmomatic.metaspades_bin.107_99.28_1.60	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Propionispira;s__	99.28	1.60
Bog.Labelled.R3.T2.F3.trimmomatic.metaspades_bin.27_79.82_2.63	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Holophaga;s__	79.82	2.63
Fen.Unlabelled.R1.T2.F3.JGI.BFC.metaspades_bin.8_84.91_1.42	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	84.91	1.42
Bog.Unlabelled.R2.T3.F1.JGI.BFC.metaspades_bin.21_98.28_0.86	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	98.28	0.86
Bog.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.116_90.09_7.05	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__	90.09	7.05
Fen.Unlabelled.R1.T1.F1.trimmomatic.metaspades_bin.4_77.53_2.15	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__	77.53	2.15
Bog.Unlabelled.R1.T1.F1.trimmomatic.megahit_bin.125_91.24_1.28	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__RAAP-2 sp003138895	91.24	1.28
Palsa.Unlabelled.R2.T2.F1.trimmomatic.metaspades_bin.36_86.32_1.71	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__Palsa-295;s__Palsa-295 sp003156635	86.32	1.71
Fen.Labelled.R2.T1.F3.trimmomatic.megahit_bin.2_73.86_2.20	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__	73.86	2.20
Bog.Unlabelled.R2.T2.F2.trimmomatic.metaspades_bin.161_74.11_1.40	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__	74.11	1.40
Bog.Unlabelled.R2.T3.F3.trimmomatic.metaspades_bin.96_78.00_3.92	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Roseiarcus;s__	78.00	3.92
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.158_96.58_0.85	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-744;s__	96.58	0.85
Palsa.Unlabelled.R2.T1.F2.JGI.BFC.metaspades_bin.14_74.48_6.30	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__	74.48	6.30
Bog.Unlabelled.R2.T1.F3.trimmomatic.megahit_bin.102_96.12_1.72	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	96.12	1.72
