"genome" "711_E-1-S" "711_E-1-M" "711_E-1-D" "711_E-2-S" "711_E-2-M" "711_E-2-D" "711_E-3-S" "711_E-3-M" "711_E-3-D" "711_P-1-D" "711_P-2-D" "711_P-3-D" "711_S-1-D" "711_S-2-M" "711_S-2-D" "711_S-3-M" "712_E-1-M" "712_E-1-D" "712_E-2-S" "712_E-2-M" "712_E-2-D" "712_E-3-S" "712_E-3-M" "712_E-3-D" "712_P-1-D" "712_P-3-D" "712_S-1-D" "712_S-1-X" "712_S-2-D" "712_S-2-X" "712_S-3-D" "712_S-3-X" "713_E-1-S" "713_E-1-M" "713_E-1-D" "713_E-1-X0" "713_E-1-X1" "713_E-2-S" "713_E-2-M" "713_E-2-D" "713_E-2-X0" "713_E-2-X1" "713_E-3-S" "713_E-3-M" "713_E-3-D" "713_E-3-X0" "713_E-3-X1" "713_P-1-X1" "713_P-3-X1" "713_S-1-M" "713_S-1-D" "713_S-1-X0" "713_S-1-X1" "713_S-2-M" "713_S-2-D" "713_S-2-X0" "713_S-3-D" "713_S-3-X0" "713_S-3-X1" "714_E1_1-5" "714_E1_5-9" "714_E1_20-24" "714_E1_30-34" "714_E2_1-5" "714_E2_5-9" "714_E2_20-24" "714_P1_20-24" "714_P1_30-34" "714_S1_10-14" "714_S1_20-24" "714_S1_30-34" "714_S2_20-24" "714_S3_10-14" "714_S3_20-24" "714_S3_30-34" "715_E1_1-5" "715_E2_1-5" "715_E2_20-24" "715_E2_30-34" "715_E3_1-5" "715_E3_10-14" "715_E3_20-24" "715_E3_30-34" "715_S1_10-14" "715_S1_20-24" "715_S1_30-34" "715_S2_20-24" "715_S2_30-34" "715_S3_20-24" "715_S3_30-34" "716_E1_1-5" "716_E1_10-14" "716_E1_20-24" "716_E1_30-34" "716_E3_1-5" "716_E3_10-14" "716_E3_30-34" "716_P2_30-34" "716_P3_30-34" "716_S1_10-14" "716_S1_20-24" "716_S1_30-34" "716_S2_20-24" "716_S2_30-34" "716_S3_20-24" "716_S3_30-34" "717_E2_1-5" "717_E2_10-14" "717_E2_20-24" "717_E3_1-5" "717_E3_10-14" "717_E3_30-34" "717_P2_20-24" "717_S2_10-14" "717_S2_20-24" "717_S2_30-34" "717_S3_10-14" "717_S3_20-24"
"20120800_E1X_6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.3437003 0 0 0 0 1.961543 2.706136 0 0 4.162741 1.4197382 0.105832055 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.21197994 0 0 0 0 0 0 0 0 0 0 0.14674923 0 0 0 0 0 0 0 0 0 0 0 0 0 0.07750598 0.074738085 0 0 0 0 0 0 0 0 0
"20120700_P3D_105" 0 0 0 0 0 0 0 0 0 0 3.7548318 0 0 0 0 0 0 0 0 0.057016596 0 0 0 0 0 3.1691768 0 0 0 0 0 0 0.08185386 0.13622119 0.11446662 0.098475926 0.4198209 0 0 0 0 0.8201687 0 0 0.23167259 0.25629777 0.41137725 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.4191574 0.45281053 0 0 0.6471729 0 0.657713 0 0 0 0 0 0 0 0 0 0 0 0 0 0.15701316 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PMZK01" 0.06628412 0.17195117 0.41241693 0.3975886 0.7637774 0.43890816 0.15467192 0.20909289 0.42091572 0.44082865 0.67782974 0 0 0.12343637 0.37004793 0 0.14285791 1.801698 0.27951685 0.28137675 0.6629156 0.21064314 0.08554545 0.60345477 0 2.533464 0 0.6687147 0 0.3085923 0 0 0.26273066 0.2989239 0.21542616 4.2126827 4.3294296 0 0.12871146 0.07353186 1.7458637 5.3431935 0.189566 0.30293113 1.6046364 2.8998861 2.8984883 0 0 0 0 0 0 0 0.22887087 0.29614687 0 0 0 0 0.09898712 0.5242258 2.3329825 0 0.20987172 0.50220793 0 41.923122 0 0.1674475 0.5895385 0 0 0 0 0.35003874 0.17080684 0.42688382 0.43031752 0 0.17093204 0.3061161 0.6702774 0 0 0.056301735 0 0.1748807 0.17625055 0.27373052 0 0.3661723 0.4009745 0.7780184 0 0.39677477 0.70181113 0 0 0 0 0 0 0 0 0.089551665 0.19593361 0.5452578 0.39037585 0.062478837 0.19196643 0.5249248 0 0 0 0 0 0.28143463
"20130700_E1X_5" 0 0.0909607 0.6534309 0 0.07155788 0.8131826 0.068563625 0.05868305 0.40754727 0 0 0 0 0.1074573 0 0 0.15530552 3.976061 0.09471565 0 0.9117988 0 0 0.7388822 0 0 0 0.17285118 0 0 0 0 0.071478315 0.10651828 0.19558966 20.550293 0 0 0.10000835 0 0.33002117 0.8965375 0.14736392 0.24305695 2.7808943 2.10985 0.4275759 0 0 0 0 0 0 0 0.14973742 0 0 0 0 0 0 0.1835946 12.942863 0 0 0.58597666 0 0 0 0 0.07487718 0 0 0 0 0.14739439 0 0.33707568 0.5382075 0 0 0.17987181 0.5246177 0 0 0 0 0 0 0 0 0.19495425 0.59029484 0.70678055 0 0.23389757 0.7425829 0 0 0 0 0 0 0 0 0 0.068835065 0.13756968 0.27098092 0 0.15705432 0.77064174 0 0 0 0 0 0
"20110800_E2D_18" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.09835807 0 0 0 0 0 0 0 0 0 0 0 0.08550187 0.0654272 0 0 0 0 2.5651913 0 0 1.3186196 4.348423 1.5791154 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06518642 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06191114 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20110800_E3D_11" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.27567276 0 0 0 0 0 0 0 0 0 0 0 0 0 1.0895908 0 0 0 0 2.5593588 0.22723904 0 0 2.500619 1.3728346 0.24198511 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06567393 0 0 0 0 0 0 0 0 0 0 0.14751518 0 0 0 0 0 0 0 0 0 0 0 0 0.10351055 0.190689 0.26943997 0 0 0 0 0 0 0 0 0
"3300038461_4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15.724292 2.1997592 0.124796785 0.058911018 0.15011448 0.56271833 0.34130207 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20120800_E3D_2" 0 0.069997996 0.29112375 0.08149301 0.16585714 0.114132196 0.09497438 0.13482659 0.40310672 0 0 0 0 0 0 0 0 6.0508986 0.20404676 0.21243243 1.0700552 3.0536046 0 1.0136969 0 0 0 0 0 0 0 0 0 0 0 11.867496 1.5368521 0.057252 0 0.064882554 14.07855 3.8867457 0.18018971 1.0199866 10.168956 5.459782 0.42602336 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.23979725 2.400616 0.06978017 0.16044459 0.15504684 0 0 0 0 0 0 0 0 0 0.33709 0.10173399 0.49405605 2.411779 0.3031972 0.7190723 0.789983 11.420869 0 0 0 0 0 0 0 0 0.12215232 0.4265406 13.385768 0 0 1.5759972 0 0 0 0 0 0 0 0 0 0.6124768 3.5030286 2.7366602 0 0 0.86977357 0 0 0 0 0 0
"20120800_E2X_14" 0.088114016 0.08415533 0.10085365 0 0 0.060202338 0.06773779 0 0.31165045 0 0 0 0 0 0 0 0 0.53676564 0 0 0.7498879 0.19563061 0 0.78287965 0 0 0 0 0 0 0 0 0 0 0 9.113163 6.5981727 0.05823414 0.22850718 0.17862579 4.0100465 9.912658 0.082418546 0.4686895 3.2717881 3.9592414 8.40729 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.124425754 0.9667035 0 0 0.06368723 0 0 0 0 0 0 0 0 0 0.13761725 0.083571486 0.26075566 0.71419597 0 0.10846178 0.31966108 4.0728097 0 0 0 0 0 0 0 0 0.07279148 0.26343697 1.5305761 0 0.34410465 0.78586537 0 0 0 0 0 0 0 0 0 0.23260401 0.3044054 0.608601 0 0.09956563 0.5119573 0 0 0 0 0 0
"20110800_E3D_15" 0 0 0.14878064 0 0 0.45852768 0 0 0.14648122 0 0 0 0 0 0 0 0 4.0234995 0 0 0.48242804 0 0 0.5446436 0 0 0 0 0 0 0 0 0 0 0 2.6313126 1.203895 0 0 0.061884157 0.31481555 1.284438 0 0.083382934 1.5432557 1.3726252 0.9404189 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.18516858 0 0 0.25053525 0 0 0 0 0 0 0 0 0 0 0 0.08751577 0.36988574 0 0 0.30285898 1.2747892 0 0 0 0 0 0 0 0 0.091921575 1.0980579 2.0374496 0 0 0.40389177 0 0 0 0 0 0 0 0 0 0 0.11447573 0.31712556 0 0 0.2569259 0 0 0 0 0 0
"20130700_E2X_2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.3025521 0 0 0 0 0 0 0 0 0 0 0 0 0 0.7127095 0 0 0 0 6.642897 0.48365536 0 0 0.22548687 0.15016596 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.10269804 0 0 0 0 0 0 0 0 0 0 0.12961192 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.08212459 0 0 0 0 0 0 0 0 0
"20120800_E3X_28" 0.06800568 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.3006759 0 0 0 0 0 0 0 0 0 0 0 0 0.2423875 0 0.12600842 0 0 0 0 0 0 0.072842255 0 0.057163216 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06354618 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.061085675 0 0 0.1259294 0 0 0 0 0 0 0 0
"20130700_E1Y_1" 0.0898775 0.26586065 0 0.410132 0.31459752 0 0.124848306 0.13269368 0.09647017 0 0 0 0 0 0 0 0.474243 0 0.09287722 0.3134167 0.1416492 0 0.15925777 0.09887624 0 0 0 0 0 0 0 0 0.07200038 0.18617563 0 0.6961345 10.4238615 0.063285135 0.107123025 0 0 1.018239 0.17571299 0 0.33499095 1.574777 2.1539195 0 0 0 0 0 0 0 0 0 0 0 0 0.11504553 0.2966069 0.4200111 0.14598642 0 0.2032879 0 0 0 0 0 0 0 0 0 0 0.058445133 0.09213334 0 0.07052919 0.08076731 0.6636146 0.21892613 0 0 0 0 0 0 0 0 0.09641848 0.18719654 0 0.13660486 0 0.16788498 0.09893722 0 0 0 0 0 0 0 0 0 0.14337036 0.07272325 0.06802943 0.083303414 0.070523135 0 0 0 0 0 0 0
"20130700_E2Y_3" 0 0 0 0.2414879 0.15498216 0.17711632 0.18203263 0.059721403 0.29281032 0 0 0 0 0 0 0 0.06117719 0 0.06723168 0.25837865 0.57117665 0 0 0.249847 0 0 0 0 0 0 0 0 0.1782048 0.35922182 0.14706725 8.563104 3.2125967 0 0 0.08159883 0.38018662 20.92844 0.057573434 0.058264162 11.575407 13.8821535 10.030716 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06320587 0 0 0 1.0302253 0 0 0 0 0 0 0 0 0 0 0 0.12022382 0.14465822 0 0 0 0 0 0 0 0 0 0 0 0 0.11347426 0.274512 0.23379959 0 0 0.22335744 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20120800_E2X_13" 0 0 0 0 0 3.588351 0 0 0.91047746 0 0 0 0 0 0 0 0 0 0.3590099 0.0661935 1.8136743 0 0 0.6162795 0 0 0 0 0 0 0 0 0.4535619 0.8435243 1.7491813 0.42903766 10.140634 0 0 0 0 2.0130537 0 1.0113276 1.7349248 1.5867996 2.4291463 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.2252238 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.35991803 0.63367707 0 0 0.42407632 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.36929038 0 0 0 0 0 0
"20150700_E15_18" 0 0 0 0 0 0 0 0 0 0 0 0 0 1.0136476 0.32924357 0 0 0.51926225 0 0 0 0 0 0 0 0 1.1934732 0.41388443 0 0 0.09636688 0 0 0 0 0.32575914 0.73813564 0 0 0 0 0.8536995 0 0 0.51694745 0.68977374 0.52284616 0 0 0 0 0 0 1.7157285 1.6832131 0.31465212 0 0 0 0 0.22005123 2.1504695 1.5936692 0 0.1577019 0 0 0 0.6661216 0.3427191 0.12738475 0 0 0 0 0 0 0 0 0 0 0 0 0.11414472 0.13575171 0.35485235 0.40506753 0.09819879 0.3319931 0.20088047 0 0 0 0 0 0 0 0 0 0 0 0.07517204 0 0 0 0.07337827 0 0 0 0 0 0 0 0 0 0 0 0.10340651
"20130700_E1Z_4" 0 0 0 0.28806597 0 0.14748332 0.115677625 0.06914631 0.3436897 0 0 0 0 0 0 0 0 0.15308338 0 0.08880389 0.31363112 0 0.057906497 0.34122828 0 0 0 0 0 0 0 0 0 0 0.058643397 3.8170207 7.312681 0 0 0.08446837 0.15896404 7.554834 0 0 6.9732604 3.0296168 13.81549 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.35597646 0 0.12251569 0 0 0 0 0 0 0 0.07007899 0.07759246 0.1336962 0.16776608 0 0.15500006 0 0 0 0 0 0 0 0 0 0 0.0963945 0.18301462 0.14450842 0 0.07554006 0.28147063 0 0 0 0 0 0 0 0 0 0 0 0 0.07379479 0 0.14029154 0 0 0 0 0 0
"20120800_E3X_14" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.8325498 23.067005 0 0 0 0.070714965 0.18358952 0 0 4.11474 8.32519 16.291168 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20120800_E2X_16" 0 0 0 0.07679842 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.08552944 0 0 0 0 0 0 0 0 0 0 0 0 0 0.098257974 0 0.35339934 12.294554 0 0 0 0 9.057873 0 0 2.593053 8.499762 4.731244 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20120800_E2D_10" 0 0 0 0 0 0 0 0 0.07125532 0 0 0 0 0 0 0 0 1.4404048 0 0 0.122189105 0 0 0.056171305 0 0 0 0 0 0 0 0 0 0 0 24.513718 2.8571465 0 0 0 4.507172 0.746629 0.07835041 0.06397256 16.374313 4.748835 0.37400562 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2929065 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.4556566 0 0 0 0 0 0 0 0 0 0 0.09267272 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20120800_E3D_4" 0 0.28365684 0 0.22276217 0.74020207 0.71614325 0 0 2.4033601 0 0 0 0 0 0 0 0 0 0.2044709 0.087826066 2.2007847 0.9110876 0 1.7248269 0 0 0 0 0 0 0 0 0.3327119 0.48712206 0.48676696 12.091561 0.95825326 0 0 0.6207393 4.362345 7.767596 0.43674588 2.1597204 2.6718118 3.0359507 2.3179462 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.98043454 0 0 0 0 0 0 0 0 0 0.8589485 0 2.2493842 2.4717045 0 0 0 0.15269148 0 0 0 0 0 0 0 0 1.2633123 2.7781892 5.731178 0 0.1827147 3.108103 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.3691525 0 0 0 0 0 0
"PLNT01" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1495837 0 0 0.0559772 0.05774153 1.8824584 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.11481263 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.07333249 0.18991388 0 0 0 0 0 0 0 0 0
"20130700_E3Z_1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.619561 1.5213823 0 0 0 0 2.3737047 0 0 0.2223605 0.25213265 46.825417 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20111000_P2D_4" 0.073617525 0 0 0.5674705 0 0 0.1279245 0.19953285 0 0 8.566788 0 0 0 0 0 0 0 0.19211924 0.32590273 0 0 0 0 0 6.1759815 0 0 0 0 0 0 0.07760453 0 0 3.974681 2.698993 0 0 0 0.6137348 13.385704 0 0 3.4487567 5.9731474 3.8531148 0 0 0 0 0 0 0 0 0 0 0 0 0.54305565 0.05932063 0 0 0.21962768 0 0 0 8.294533 0 0 0 0 0 0 0 0 0.17566794 0 0 0 0.13691361 0 0 0 0 0 0 0 0 0 0.31214124 0.098879956 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.19327183 0 0 0 0 0 0 0 0 0 0 0
"20120800_E3S_6" 0.58048093 1.1523267 1.9770291 1.0286946 2.8540072 2.4363248 1.0339254 0.9294288 1.4502977 0 0 0 0.119231224 1.3318976 0.9334744 0.22462387 1.1787146 3.5445552 0.70699173 0.83508044 3.0145717 0.33097112 0.3307407 2.238728 0 0.07184692 0.40475425 1.0286665 0.23599084 1.1351819 0.36301652 0.34936535 2.018867 1.9653379 1.7334126 8.214367 13.640433 0.27588734 0.6598597 0.93157 0.56278884 17.105423 0.9648385 0.83369285 16.058882 16.036749 12.849472 0 0.06295896 0.1565587 0.15603916 0 0 0.38954306 1.0609883 0.9085077 0.10009508 0.16936146 0.11974716 0.37358704 1.3096575 4.6771073 4.0792527 0.45102203 1.431726 3.7026482 0 0 0.7932581 0.25567785 0.82980645 0.094259895 0.07193486 0.21292527 0.11979173 2.415294 0.6736112 2.596126 1.7098017 0 1.6944155 2.3237305 1.2489014 0.06773457 0.19872479 1.2876958 0.48735723 0.4450571 0.088173285 0.46726733 0.20165348 1.9436522 2.1586382 1.7643635 0 1.785919 2.0836427 0 0 0.47468132 0.28869197 0.23400728 0 0.068969 0 0.5024941 1.2047844 1.4719319 1.294133 0.31136808 2.2069657 1.3717351 0 0.7837239 0.1861406 0.11704529 0.29949877 0.764692
"20120700_P3D_102" 0.5969985 0.79483604 2.3053536 0.37280467 0.8244927 2.737266 0.69090855 0.5880132 1.3270333 0 0.24947415 0 0.16374512 0.76785314 0.4948224 0.3157436 0.8068867 4.2714715 0.5060842 0.41804588 2.5411522 0.33146772 0.29041788 2.1953254 0 3.1333542 0.33572736 0.6113517 0.23071805 0.6375641 0.39869645 0.38395324 1.2733397 1.207091 1.5432549 14.182446 6.1587124 0.2891118 0.73167056 0.6057626 0.17205615 9.147521 0.93489385 0.7018162 22.042818 30.536625 10.192468 0 0.11226577 0.25707176 0.21733928 0 0 0.35425165 0.53919566 0.4902825 0.14234094 0.16348259 0.09063754 0.2964445 0.9506463 3.2737846 1.2933347 0.28646418 0.8040517 3.049612 0 0.09229128 0.6075123 0.15026242 0.35217637 0.09561172 0.120399855 0.30947694 0.076958016 1.4963433 0.47512078 2.4637716 1.6043382 0 0.82185847 1.1998549 1.062443 0.06971324 0.12104977 1.4253511 0.33785558 0.22787596 0.11507976 0.33508092 0.07765135 1.4595386 2.2430148 1.4834988 0 1.535272 2.0583568 0 0 0.49219078 0.18109252 0.23389134 0 0.07646215 0 0.24760522 0.9587555 0.8712027 1.0841012 0.25966343 1.0091546 1.8507847 0 0.846684 0.18873246 0.09834857 0.31031308 0.3520126
"20110800_E3D_18" 0 0 0 0 0.07398215 0 0 0 0 0 3.9977586 0 0 0 0.08430065 0 0 0 0 0 0 0 0 0 0 1.9021842 0 0 0 0 0 0 0 0 0 3.0383632 6.63735 0 0 0 0.26503536 23.810656 0 0 2.3448117 4.458158 2.4708023 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.5507264 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.09102137
"20130700_C1X_6" 0 0 0.06369091 0 0 0.22773166 0 0 0.07113445 0 0 0 0 0 0 0 0 3.3928854 0 0 0.104858235 0 0 0.080624 0 0 0 0 0 0 0 0 0 0 0 1.7780325 3.3920906 0 0 0 0 0.5040986 0 0 1.7682571 1.4200941 0.2167821 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.19420579 6.050648 0 0 0.12930703 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06693548 0.12914369 0 0 0 0 0 0 0 0 0 0.061559767 0.13401163 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20110800_E2D_5" 0.084390044 0 0 0 0 0.10356309 0.13880749 0 0.178471 0 0 0 0 0 0 0 0 0 0 0 0.58398044 0.9636352 0.16922267 0.8633099 0 0 0 0 0 0 0 0 0 0 0 19.316223 26.93169 0.0745702 0 0 0.73506147 1.160918 0 0.12543567 1.3229792 1.1457272 1.217983 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.10597326 0.10032573 0.40171447 0 0 0 1.2910903 0 0 0 0 0 0 0 0 0 0 2.0542908 0 0.11071155 0.5392991 0 0 0 0 0 0 0 0 0 0.21033756 0.08043132 0.36760372 0.070545085 0 2.8545296 0 0 0 0 0 0
"20130700_E3Z_5" 0 0 0 0.06077959 0 0 0.05725002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06206534 0.055761725 0 0 0 0 0 0 0 0 0 0 0 0.13343781 1.0164578 0 0 0 0 0.1597968 0 0 0.296813 0.46933803 10.017861 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.08474105 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06656741 0 0 0.06002712 0 0 0 0 0 0 0 0 0 0 0 0 0.075955555 0 0.12865578 0 0 0 0 0 0
"20130700_E2Y_10" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2520589 4.370602 0 0 0 0.68687826 77.35103 0 0 2.2482598 14.445905 8.129483 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20110800_E3D_20" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.307899 17.681776 0 0 0 0.9657673 6.0785513 0 0 8.46558 4.9176655 2.9463904 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20120500_P38_6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.10306269 0 0 0 0 0 0 0 0 0 0 1.6073408 0 0 0 0 0 0 0 0 0 0.2843972 7.559777 0 0 0 0 9.117108 0 0 0.4476827 1.5942763 0.69959635 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.6140698 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.076652534 0.1319994 0 0 0 0 0 0 0 0 0 0 0 0.23159519
"20110800_E1D_22" 0.0640292 0.3234377 9.900109 0 0.1367563 5.019395 0 0 6.008608 0 0 0 0 0 0 0 0 76.51141 0.4827097 0.06625255 9.906611 1.4350426 0 12.692142 0 0 0 0 0 0 0 0 0.26204902 0.16619867 0.38857502 3.8317597 1.2117485 0 0.16646916 2.7354271 2.7191732 43.881813 0.1622834 2.5261166 17.556412 28.549324 5.8874907 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.22762333 7.6339884 0.13321377 0.194077 8.078889 0 0 0 0 0 0 0 0 0 1.4819009 0 15.274981 11.4672165 0 0 0 2.1926496 0 0 0 0 0 0 0 0 0.853463 5.9136868 11.291343 0 0.4010006 4.778665 0 0 0 0 0 0 0 0 0 0 0.061164256 0.21062781 0 0.11209739 10.761965 0 0 0 0 0 0
"20120700_P3D_12" 0 0.14606267 0.21059649 0 0.30817726 0.09899357 0.084906496 0.17465882 0.1463138 0 0.09943527 0 0 0.0820763 0.49924383 0 0.08908252 1.1297503 0 0 0.16652347 0 0 0.14683658 0 2.4515176 0 0.71244425 0 0.1398229 0 0 0.17335218 0.15473987 0.1285403 8.139752 6.339698 0 0.089134775 0 0.77237344 6.0637684 0.22050485 0 5.513528 6.369683 2.6114254 0 0 0 0 0 0 0 0 0.35767984 0 0 0 0 0.13321857 0.34122127 0.36632407 0 0.0829709 0.21363904 0 0 0 0.10694124 0.86749434 0 0 0 0 0.19681384 0 0.11622852 0.2617877 0 0.11638861 0.214882 0.21890852 0 0 0 0 0.16789316 0 0 0 0.17443444 0.13254794 0.39851126 0 0.08973096 0.15101674 0 0 0 0 0 0 0 0 0.27520102 0 0.10591787 0.063164145 0 0 0.08024917 0 0 0 0 0 0.36353183
"20110800_E3D_19" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.40823564 0 0 0 0.14015171 0 0.06443679 0 0 0 0 0 0 0 0 0 0 0 0.74365306 0.8009679 0 0 0 0.7250337 1.9466219 0 0 4.055591 3.8252666 0.52889866 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.479579 0.18690217 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.153783 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.4568027 0 0 0.14425679 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
