"","net$colors","mergedColors"
"Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.74_92.32_2.91",4,"yellow"
"Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.75_99.00_0.81",0,"grey"
"Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.129_91.29_3.23",6,"red"
"Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.122_84.22_0.85",6,"red"
"Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.132_70.89_4.33",10,"purple"
"Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.134_78.37_6.24",0,"grey"
"Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.144_72.18_2.39",3,"brown"
"Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.150_70.93_7.86",7,"black"
"Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.185_88.24_2.99",6,"red"
"Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.4_95.88_2.80",4,"yellow"
"Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.170_83.72_0.87",9,"magenta"
"Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.11_93.17_1.72",1,"turquoise"
"Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.122_96.77_0.86",1,"turquoise"
"Bog.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.142_89.72_0.85",9,"magenta"
"Bog.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.15_94.63_0.85",0,"grey"
"Bog.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.165_74.19_4.27",7,"black"
"Bog.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.5_81.58_0.43",4,"yellow"
"Bog.Unlabelled.R3.T3.F2.trimmomatic.metaspades_bin.104_97.47_4.73",9,"magenta"
"Bog.Unlabelled.R3.T3.F2.trimmomatic.metaspades_bin.148_70.25_9.70",8,"pink"
"Bog.Unlabelled.R3.T3.F2.trimmomatic.metaspades_bin.33_99.27_3.62",4,"yellow"
"Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.11_92.47_4.06",4,"yellow"
"Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.114_88.45_5.80",4,"yellow"
"Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.142_81.20_4.70",1,"turquoise"
"Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.143_96.29_0.88",1,"turquoise"
"Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.2_81.64_4.58",1,"turquoise"
"Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.22_74.64_1.66",4,"yellow"
"Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.47_85.24_5.81",4,"yellow"
"Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.56_97.76_1.08",9,"magenta"
"Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.63_96.30_0.08",4,"yellow"
"Bog.Unlabelled.R3.T3.F3.trimmomatic.megahit_bin.151_70.18_0.00",4,"yellow"
"Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.132_81.32_1.30",3,"brown"
"Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.162_74.65_1.37",3,"brown"
"Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.180_95.25_4.11",0,"grey"
"Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.78_85.95_1.00",1,"turquoise"
"Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.83_91.54_6.45",7,"black"
"Fen.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.123_80.03_3.65",10,"purple"
"Fen.Labelled.R1.T3.F2.trimmomatic.megahit_bin.7_75.84_0.00",10,"purple"
"Fen.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.65_85.94_3.20",7,"black"
"Fen.Labelled.R1.T3.F4.trimmomatic.metaspades_bin.40_93.84_3.50",4,"yellow"
"Fen.Labelled.R1.T3.F4.trimmomatic.metaspades_bin.5_91.46_5.16",0,"grey"
"Palsa.Labelled.R1.T1.F1.trimmomatic.metaspades_bin.33_89.65_1.71",3,"brown"
"Palsa.Labelled.R1.T1.F2.trimmomatic.megahit_bin.16_70.72_6.45",3,"brown"
"Palsa.Labelled.R1.T1.F2.trimmomatic.metaspades_bin.50_88.06_3.48",3,"brown"
"Palsa.Labelled.R1.T1.F3.trimmomatic.metaspades_bin.56_91.47_0.17",3,"brown"
"Palsa.Labelled.R3.T1.F1.trimmomatic.metaspades_bin.38_96.40_3.38",3,"brown"
"Palsa.Labelled.R3.T1.F1.trimmomatic.metaspades_bin.54_94.98_2.76",3,"brown"
"Palsa.Labelled.R3.T1.F2.trimmomatic.megahit_bin.31_72.28_6.84",3,"brown"
"Palsa.Labelled.R3.T1.F2.trimmomatic.metaspades_bin.5_93.42_1.45",3,"brown"
"Palsa.Labelled.R3.T1.F3.JGI.BFC.metaspades_bin.45_83.28_6.50",3,"brown"
"Palsa.Labelled.R3.T1.F3.JGI.BFC.metaspades_bin.68_75.40_6.88",3,"brown"
"Palsa.Labelled.R3.T1.F3.trimmomatic.megahit_bin.10_90.51_2.85",3,"brown"
"Palsa.None.R2.T0.JGI.BFC.metaspades_bin.128_97.22_0.00",3,"brown"
"Palsa.None.R2.T0.JGI.BFC.metaspades_bin.14_80.71_5.34",3,"brown"
"Palsa.None.R2.T0.JGI.BFC.metaspades_bin.147_84.14_8.29",3,"brown"
"Palsa.None.R2.T0.JGI.BFC.metaspades_bin.15_76.90_1.72",3,"brown"
"Palsa.None.R2.T0.JGI.BFC.metaspades_bin.152_78.26_8.29",3,"brown"
"Palsa.None.R2.T0.JGI.BFC.metaspades_bin.21_97.13_1.25",3,"brown"
"Palsa.None.R2.T0.JGI.BFC.metaspades_bin.210_73.18_6.21",3,"brown"
"Palsa.None.R2.T0.JGI.BFC.metaspades_bin.298_98.43_2.66",3,"brown"
"Palsa.None.R2.T0.JGI.BFC.metaspades_bin.307_94.82_5.10",8,"pink"
"Palsa.None.R2.T0.JGI.BFC.metaspades_bin.311_71.88_3.42",3,"brown"
"Palsa.None.R2.T0.JGI.BFC.metaspades_bin.319_82.00_3.81",3,"brown"
"Palsa.None.R2.T0.JGI.BFC.metaspades_bin.320_77.36_1.34",3,"brown"
"Palsa.None.R2.T0.JGI.BFC.metaspades_bin.61_83.67_6.26",3,"brown"
"Palsa.None.R2.T0.JGI.BFC.metaspades_bin.70_95.73_0.85",3,"brown"
"Palsa.None.R2.T0.JGI.BFC.metaspades_bin.96_88.84_2.56",3,"brown"
"Palsa.None.R2.T0.JGI.BFC.metaspades_bin.97_73.23_1.91",3,"brown"
"Palsa.Unlabelled.R1.T1.F1.trimmomatic.megahit_bin.45_71.69_6.46",3,"brown"
"Palsa.Unlabelled.R1.T3.F1.trimmomatic.megahit_bin.10_70.35_4.99",4,"yellow"
"Palsa.Unlabelled.R1.T3.F2.trimmomatic.megahit_bin.36_77.59_1.72",3,"brown"
"Palsa.Unlabelled.R1.T3.F2.trimmomatic.metaspades_bin.96_80.51_1.15",3,"brown"
"Palsa.Unlabelled.R1.T3.F3.trimmomatic.metaspades_bin.235_87.61_3.54",4,"yellow"
"Palsa.Unlabelled.R1.T3.F3.trimmomatic.metaspades_bin.77_83.91_2.81",3,"brown"
"Palsa.Unlabelled.R1.T3.F3.trimmomatic.metaspades_bin.82_91.99_3.21",3,"brown"
"Palsa.Unlabelled.R1.T3.F3.trimmomatic.metaspades_bin.94_89.19_4.42",3,"brown"
"Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.203_90.06_2.84",3,"brown"
"Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.234_85.78_3.99",4,"yellow"
"Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.307_96.20_1.65",3,"brown"
"Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_87.01_6.92",3,"brown"
"Palsa.Unlabelled.R2.T3.F3.trimmomatic.megahit_bin.241_91.03_4.38",3,"brown"
"Palsa.Unlabelled.R2.T3.F3.trimmomatic.megahit_bin.30_89.06_2.80",3,"brown"
"Palsa.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.54_83.78_8.12",3,"brown"
"Palsa.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.23_95.38_0.50",3,"brown"
"Palsa.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.181_98.91_1.21",9,"magenta"
"Palsa.Unlabelled.R3.T3.F2.trimmomatic.metaspades_bin.58_71.79_7.57",3,"brown"
"Palsa.Unlabelled.R3.T3.F3.trimmomatic.megahit_bin.54_78.93_5.43",10,"purple"
"PLCS01",2,"blue"
"PLDW01",3,"brown"
"PLGF01",2,"blue"
"PLGY01",2,"blue"
"PLHP01",2,"blue"
"PLNE01",2,"blue"
"PLNV01",2,"blue"
"PLPO01",2,"blue"
"PLRX01",1,"turquoise"
"PLSG01",0,"grey"
"PLSJ01",0,"grey"
"PLSL01",1,"turquoise"
"PLSR01",1,"turquoise"
"PLSW01",1,"turquoise"
"PLTJ01",2,"blue"
"PLTK01",1,"turquoise"
"PLTN01",1,"turquoise"
"PLTT01",2,"blue"
"PLTW01",2,"blue"
"PLTZ01",1,"turquoise"
"PLXS01",2,"blue"
"PMCB01",5,"green"
"PMEE01",5,"green"
"PMGM01",1,"turquoise"
"PMLV01",3,"brown"
"PMOU01",0,"grey"
"PMST01",3,"brown"
"PMWT01",1,"turquoise"
"PMZK01",5,"green"
