"genome" "711_E-1-S" "711_E-1-M" "711_E-1-D" "711_E-2-S" "711_E-2-M" "711_E-2-D" "711_E-3-S" "711_E-3-M" "711_E-3-D" "712_E-1-M" "712_E-1-D" "712_E-2-S" "712_E-2-M" "712_E-2-D" "712_E-3-S" "712_E-3-M" "712_E-3-D" "713_E-1-S" "713_E-1-M" "713_E-1-D" "713_E-1-X0" "713_E-1-X1" "713_E-2-S" "713_E-2-M" "713_E-2-D" "713_E-2-X0" "713_E-2-X1" "713_E-3-S" "713_E-3-M" "713_E-3-D" "713_E-3-X0" "713_E-3-X1" "714_E1_1-5" "714_E1_5-9" "714_E1_20-24" "714_E1_30-34" "714_E2_1-5" "714_E2_5-9" "714_E2_20-24" "715_E1_1-5" "715_E2_1-5" "715_E2_20-24" "715_E2_30-34" "715_E3_1-5" "715_E3_10-14" "715_E3_20-24" "715_E3_30-34" "716_E1_1-5" "716_E1_10-14" "716_E1_20-24" "716_E1_30-34" "716_E3_1-5" "716_E3_10-14" "716_E3_30-34" "717_E2_1-5" "717_E2_10-14" "717_E2_20-24" "717_E3_1-5" "717_E3_10-14" "717_E3_30-34"
"20110800_E1S_2" 2.096296 2.8256733 1.1099696 2.7289617 2.1320007 1.866098 6.796279 2.8255157 2.7947986 1.040643 0.5519062 1.4308103 4.266344 2.6950328 0.3998967 0.8559139 2.3573418 0.72691834 0.7247363 0.21544963 0.82624644 0 1.0377084 1.523973 0.70288974 0.62756467 0.08258325 2.815355 1.0973545 0.50740474 0.0811027 0 0.2686794 0.10188045 0 0 0.3645236 0.114646226 0.8858148 3.2080991 2.9546824 3.4418352 1.8887728 0.7212496 4.6665277 1.666887 1.319479 1.319967 1.7258584 1.718747 2.326071 0.25135484 4.253736 2.2075949 1.7105677 2.206331 1.4743899 1.1895161 0.94009703 0.6799472
"20120600_E3D_2" 0.9772729 2.0455348 0.19781569 1.0622966 3.92418 0.110707715 1.4706008 1.9304672 0.515262 4.0568776 0.09516914 2.154219 0.9887064 0.18240078 0.23511215 0.25394762 0.080180876 1.7874321 3.1505706 0.307767 0.06988853 0 0.52428395 0.5414361 0.19981927 0.10277267 0 0.4633835 0 0 0 0 1.0841148 2.2130034 4.9653707 2.4073763 0.43730173 1.3605566 1.175405 1.7466435 0.4984752 0.4161227 0.18748106 0.21350928 2.441559 2.4444618 0.5492323 0.20428936 0.693532 0.31400287 0 0.15593112 0.7723216 0 0.53090274 2.0593917 1.7821679 0.26979375 1.1379027 0
"PMMQ01" 25.397408 17.705795 3.1600354 9.794026 27.75773 2.41036 6.5802503 5.1616006 6.988315 2.9708014 0.061747473 2.98983 4.808248 3.6872447 1.8938394 5.215635 3.728191 5.857276 9.224852 2.4664943 0.66921943 0 7.6698747 10.896676 9.808074 1.6601839 0.107434526 12.7860775 2.391631 0 0 0 0.28867912 0.39519367 5.1602654 2.83138 0.45117018 0.18657388 4.1350884 12.198474 5.2119436 7.599473 4.5104227 0.26189175 5.812061 6.213569 4.659494 6.2309337 13.70477 9.108466 3.5510786 3.5118618 7.1238623 5.143217 8.938621 10.718592 8.065373 5.6884785 8.926155 3.215483
"PMCI01" 0.67911464 0.82735837 0.23894261 0.75958276 0.7487036 0.26368338 1.9972725 0.85222095 0.6867602 0.33905348 0.14173926 0.25006214 0.45839116 0.5581212 0.2094869 0.99140006 0.4400222 0.2920274 0.36525768 0.10875033 0 0 0.38682038 0.3444094 0.38324133 0 0 0.5566316 0.2600089 0 0 0 0.23556255 0.078445695 0.17757049 0.08689547 0.11240169 0.107648365 0.2362613 0.7106867 1.352949 0.5177878 0.48674417 0.510052 0.89476687 0.47497135 0.3153953 0.81078374 0.85597146 0.5522543 0.5489932 0.32434407 0.4646307 0.60932666 1.6156802 0.9244238 0.71631616 0.6106034 0.45043892 0.2550074
"20160700_E13_6" 4.670879 13.345538 8.673855 12.153279 18.705542 6.919573 9.915529 13.539263 12.143161 3.4943564 3.92234 4.378155 7.904285 12.716264 2.0835807 5.2737722 10.427033 7.526511 8.896163 5.230696 3.8808799 2.7621217 3.8186512 8.115765 8.311988 2.7445302 2.967919 9.892477 4.339874 4.933899 3.4430602 0.7603158 1.3400495 2.7467642 14.959363 9.222703 1.7031437 4.061307 7.737158 10.54597 9.85941 7.8201137 7.2611613 1.205596 10.782986 12.442647 9.567574 5.652797 17.948643 11.3383465 10.977835 0.7244672 8.6774435 8.58726 7.0641694 9.304473 9.498008 4.095344 8.487984 6.150095
"20150700_E34_11" 9.018344 12.540014 11.52092 12.262631 10.89108 12.872347 16.134829 10.376337 15.907769 5.3765182 12.761438 4.435015 9.113249 17.996176 2.9286397 7.9702535 15.2495985 7.562551 8.20257 4.9628334 21.830254 15.220177 5.9748344 6.7453938 7.656105 3.9332352 22.665407 8.342895 6.4799004 12.420158 14.007604 14.995735 2.0958362 4.804814 26.159037 15.280506 2.1557074 3.6197896 9.963217 13.514159 13.2122345 13.1715 14.577517 2.7064168 13.406506 12.65019 11.104774 6.678425 11.479959 14.096063 11.824868 1.7438087 11.257331 13.855603 13.71142 10.651447 10.516824 8.882132 8.512809 10.292186
"PNBO01" 0.61730605 3.9701314 0.23156065 7.503174 4.820932 0 3.85493 3.6775525 0.5711245 0.42242667 0 2.6226306 4.6774483 0.65473914 0.5534723 4.2056975 0.9909313 0.3576858 0.27577925 0 0.1105785 0 1.6050701 0.37736565 0.3201871 0.07422754 0.15298982 1.9692605 0.57518256 0 0 0 0 0 0 0 0.68481666 0.98670524 0 2.6758795 5.6986213 0.7854835 1.4765455 1.0192474 7.0255723 5.5619936 2.7907836 2.669864 3.7337768 0.53371096 1.2745492 2.1842415 1.4773364 0.5613084 4.812965 10.915263 2.3988945 3.6311777 2.7250648 0.25480512
"20120600_E1D_16" 0.07824017 0.34247622 0 0 0.084753685 0 0 0 0 0 0 0.6609931 0.14467944 0 0 0.99049467 0 0 0.06592523 0 0 0 0.105280906 0.591055 0 0 0 0.49609962 0 0 0 0 0 0 0 0 0.07673797 0 0 0.14508341 0.09438228 0 0 0.27942914 0.13639016 0 0 0.9694834 0.35085422 0 0 0.20240916 0.29953387 0 0 0.57948786 0.06186753 1.470357 0.4521231 0
"PMCP01" 0 0 0 0.073122956 0 0 0.41061917 0 0 0 0 0.78321284 0.70514953 0 3.1718636 1.0476668 0 0.25642678 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.17513052 0 0 0 0.36671302 0 0 0 0.20646594 0 0 0.63639843 0 0 0 0.44760385 0.20751736 0 0 2.6235504 0 0 0.5795856 0 0 0.17075892 0 0
"PMDM01" 0 0 0 0 0 0 0 0 0 0 0 1.3344202 0.22307695 0 1.9048147 0.41039005 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.17031896 0.20755127 0 0 0 0.06037069 0.2642811 0 0 4.4808483 0 0 0.1206861 0 0 0 0 0
"PMCJ01" 0.6553852 0 0 1.1722244 0 0 0.35275102 0 0 0 0 0.4504492 1.1453809 0 0.105517104 1.0997239 0 0.13102837 0 0 0 0 0.64334404 0 0 0 0 0 0 0 0 0 0.2228436 0 0 0 0.59805065 0 0 0 0.5454076 0 0 0 0 0 0 0.41166916 0 0 0 0.8907535 0 0 0.30799088 0 0 0.67640316 0 0
"20100900_E3S_1" 0 0 0 0.16207504 0 0 0.94394535 0 0 0 0 0.2740575 0.75508064 0 0 0 0 0.7229888 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.1972382 0.124238394 0 0 1.6029621 0 0 0 0 0 0 0.06622508 0 0 0 0 0 0 0 0 0 0 0.06126695 0 0 0 0 0
"20120600_E2D_47" 0.6762636 1.8182945 0 0.26650378 0.70603144 0.08959377 0.5713417 0.44008583 0 0.28864852 0 0.06301713 0 0 0 0.15185729 0 0.1280492 0.3315463 0 0 0 0.22315098 0.51796514 0 0 0 0.2688897 0 0 0 0 0.487294 0.30254897 0 0 0 0 0 1.1460665 0.78705174 0.2337968 0 0 0.11788922 0 0 0.12497856 0.08796073 0 0 0 0.51797855 0 0.6031357 0.4107685 0 0.072718635 0.6977929 0
"Fen.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.22_97.12_0.14" 0 0 0.10731948 0.20445961 0 0 0.26987755 0.18717642 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.07298646 1.2005267 0.10938803 0 0 0 0 0 0.21995153 0.067782655 0 0 0 0 0 0 0 0 0.12055544 0 0
"20110800_E2S_4" 5.854785 7.1951184 0.43690568 2.0158565 0.4491609 0.70854133 6.7015734 3.7192523 1.4899755 1.1225787 0.2093177 1.6148871 2.8920968 2.3451035 0.88544774 5.430352 2.125755 0.46362543 0.2174788 0.34759274 0.4112007 1.3097174 2.7671182 2.6714234 1.3278265 0.10235233 0.8301656 4.482701 0.6886982 0.28430027 0.2617138 0 0.22781354 0.33486784 0.46976107 0.15221813 0.4270306 0.17938295 0.83864874 2.0368521 10.2566805 1.3029659 1.0459977 0.7340996 4.044289 0.4954269 0.36144188 2.0483754 1.3976278 1.0294937 0.6875142 0.92441714 1.8784947 1.016836 12.720262 6.456466 2.2631752 4.607558 6.5825377 1.4933401
"20120600_E3D_45" 0.6871182 13.453946 1.0271848 6.725535 10.429979 0.98325026 1.9662111 2.9997964 1.8424419 0.7047088 0.11253044 3.3234406 1.289114 4.1891165 0.35356918 0.60573363 3.021419 0.41256726 1.0369675 0.10961146 0.081246994 0 1.1643431 0.788745 1.8672241 0.06901388 0.19575717 5.0743513 1.5345588 0 0 0 0.072303504 0.0635886 0.07862314 0 1.0817201 2.6008835 0.30245575 8.819213 2.1528668 3.1701643 3.8308346 0.30829453 6.4594097 5.391906 2.868703 1.3598415 5.1717367 2.0191593 4.3397536 4.6214876 3.4837704 1.0345457 2.0485182 19.250418 4.0969343 3.066632 12.375851 1.2675672
"PMJT01" 2.4914474 2.3107426 0.41254726 4.6447883 5.6594777 1.0463029 1.6452051 1.3619648 1.2000673 1.284983 0.20212556 1.7305152 1.9485087 1.2853309 0.18418631 0.95617807 0.9878865 1.0996114 1.45813 0.7879729 0.2630729 0 1.3278213 0.7498821 1.276245 0.24821623 0.2272785 1.832545 1.1170717 0 0 0 0.2678456 0.7956303 0.5593898 0.33076403 0.35055745 0.7571976 0.6864322 1.8041906 1.3979523 0.73012453 0.4473269 0.11419158 6.5017276 3.1520286 0.47088712 1.2648796 1.8511436 0.58146095 1.0907995 0.42292416 2.2766943 0.91482043 2.2681143 4.667166 3.1759315 0.91852164 2.1541424 1.4595075
"PMBG01" 0.9751469 0.5958908 0 0.06782539 0 0 1.2378329 0.12123214 0 0.08245796 0 0.5830968 0.6160775 0 0.42340985 1.3183084 0 0 0 0 0 0 0.45704454 0.07796905 0 0 0 0.11843724 0 0 0 0 0.14583151 0 0 0 0 0 0 0.09292335 2.0732322 0 0 2.1701472 0.4093262 0 0 1.620849 0.05818983 0 0 0.24729498 0 0 1.0965345 0.08185769 0 1.783069 0.1279177 0
"PMBR01" 1.3596516 3.210126 0.9215326 2.696804 2.938167 2.3891954 11.939569 7.8102183 1.6406932 1.0079029 0.21810621 1.4306551 1.5021302 1.9359617 0.20967169 1.934713 1.1313225 0.76234984 0.6912621 0.84715503 0.461031 0 0.88337165 0.5076753 0.50417244 0 0 4.1453376 1.5174142 0 0 0 1.9600037 3.6544728 0.27939728 0.1785498 2.6641703 0.9562983 2.1460445 1.194408 6.8753834 1.2198133 0.46005955 0.20981707 4.8446417 0.3860598 0.10616909 0.7063352 0.6873287 0.53058076 0.60685855 0.17685731 2.8218422 1.023404 4.213944 1.7349918 0.19435048 0.43893287 1.6347159 0.64119214
"Fen.Labelled.R3.T2.F4.JGI.BFC.metaspades_bin.9_70.09_1.38" 2.354027 1.1220746 0 6.120201 0.19127688 0 2.1158776 0.28473878 0.62041885 0 0 5.015983 10.000675 0.20570903 0.8784846 2.64481 0.08501058 2.1670368 0.1286385 0 0 0 2.6293871 0.523896 0.16869965 0 0 0.38262677 0 0 0 0 0.6207362 0.057914607 0 0 1.6094486 0 0 0.20738162 6.7081156 0 0.1924437 1.1599586 1.2829741 0 0 5.609281 1.3247852 0.06453316 0 8.989348 0.317211 0 3.106421 0.2098589 0 11.571508 0.6081878 0
"20130700_C1M_6" 16.281643 12.927054 8.580785 13.872676 31.615128 20.234373 16.525265 14.266323 12.2871475 16.721537 7.4084682 10.575037 13.874894 16.290411 2.0613716 2.7667375 13.367383 19.21093 21.37907 12.153372 3.543343 3.264626 6.1259403 5.279001 5.8976574 1.0377463 5.1340485 10.64217 6.8329945 3.128791 2.912602 0.400711 18.437777 21.941196 33.819096 16.493753 7.7821555 9.86464 22.958158 13.95103 11.893049 16.194992 11.079512 1.6971147 12.103686 15.819773 12.129342 9.5630245 12.972688 10.318386 11.344681 1.2611191 11.11858 11.918712 23.330978 22.016462 12.40545 3.7383544 8.764937 8.027228
"20110800_E2S_1" 17.973652 10.469943 0.5414504 9.133819 6.921774 1.0503132 14.703966 6.5298104 1.8496574 4.8796954 0.092178 6.866642 12.018031 1.5366094 0.9145214 5.94673 0.7724371 3.6011107 3.1342058 1.0845475 0.23198637 0.5704314 4.648514 4.5570426 1.0054797 0 0 4.465456 0.4043464 0.06376307 0.10624509 0 5.3328114 4.35826 0.88683826 0.12410418 4.5013123 1.1067182 0.80467623 3.9917753 16.054916 1.0903163 0.8881219 1.9762262 9.506787 0.95980775 0.39570615 7.020837 2.5138276 0.6572001 0.2972287 2.3275187 3.262234 0.3683705 19.219236 6.1714964 1.4007555 5.038836 5.150448 0.26457393
"Fen.Unlabelled.R2.T1.F3.trimmomatic.megahit_bin.38_73.55_6.79" 4.089802 0.59004474 0 0.22071645 0 0 0.35361972 0 0.58762425 0 0 0.12688026 0.06733071 0 1.0357275 3.949638 0 0 0 0 0 0 1.170791 0.10661528 0 0.057219554 0 0.16131923 0 0 0 0 0 0 0 0 0 0 0 0 0.7994529 0 0 1.835365 0.08263807 0 0 1.6765132 0.49535736 0 0 3.1795232 0 0 2.133112 0 0 3.5141919 0.07867132 0
"20110800_P1D_16" 0.30632323 0.21209782 0 0.23820768 0 0 0.32082918 0.24740098 0 0 0 0 0.154389 0 0 0.11580911 0 0 0 0 0 0 0.097732864 0.13609673 0 0 0 0 0 0 0 0 0.0810749 0 0 0 0.07688848 0 0 0 0.22732785 0 0 0 0.12139355 0 0 0.06800856 0 0 0 0 0 0 0.18397893 0.15433322 0 0.09906445 0.11150252 0
"20111000_P3M_22" 0.1512411 0.09184357 0 0.21221268 0 0 0.3254637 0.18536347 0 0 0 0 0.114467375 0 0 0.055797946 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.08390925 0 0 0 0.07793536 0 0 0 0.16040143 0 0 0 0.08051679 0 0 0.05648923 0 0 0 0 0 0 0.18044528 0.08514084 0 0 0 0
