"genome" "711_E-1-S" "711_E-1-M" "711_E-1-D" "711_E-2-S" "711_E-2-M" "711_E-2-D" "711_E-3-S" "711_E-3-M" "711_E-3-D" "712_E-1-M" "712_E-1-D" "712_E-2-S" "712_E-2-M" "712_E-2-D" "712_E-3-S" "712_E-3-M" "712_E-3-D" "713_E-1-S" "713_E-1-M" "713_E-1-D" "713_E-1-X0" "713_E-1-X1" "713_E-2-S" "713_E-2-M" "713_E-2-D" "713_E-2-X0" "713_E-2-X1" "713_E-3-S" "713_E-3-M" "713_E-3-D" "713_E-3-X0" "713_E-3-X1" "714_E1_1-5" "714_E1_5-9" "714_E1_20-24" "714_E1_30-34" "714_E2_1-5" "714_E2_5-9" "714_E2_20-24" "715_E1_1-5" "715_E2_1-5" "715_E2_20-24" "715_E2_30-34" "715_E3_1-5" "715_E3_10-14" "715_E3_20-24" "715_E3_30-34" "716_E1_1-5" "716_E1_10-14" "716_E1_20-24" "716_E1_30-34" "716_E3_1-5" "716_E3_10-14" "716_E3_30-34" "717_E2_1-5" "717_E2_10-14" "717_E2_20-24" "717_E3_1-5" "717_E3_10-14" "717_E3_30-34"
"20170700_S25_8" 0 0 0.21345037 0.07701063 0.3163175 0.4081863 0 0.081892036 0.06570702 0.20569369 1.1928355 0.05613358 0 0.1108554 0 0 0 1.5453917 2.466849 1.7249179 1.4002483 6.284105 0 0 0 0 10.01772 0 0 0.54093504 0.7457014 1.706138 0 0.1488794 2.6312954 1.6739571 0 0.30151227 1.8997391 0.07924001 0 0 0 0 0.065537915 0.2215498 0.10115579 0 0.2555262 0.418912 0 0 0 0.07193126 0 0.08057854 0 0 0 0
"20120700_P3D_101" 0.12108255 0 0 0 0 0 0 0 0 0.09746726 0.6185086 0 0 0 0 0 0 0 0 0 0.3672138 0.28203657 0 0 0 0 0.08149723 0 0 0.73951715 0.85674864 0.0968822 0 0.103071034 1.0853028 0.8422828 0 0.08560032 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20170700_S25_9" 0 0 0 0 0.18129651 0.3621169 0 0 0 0.2024619 0 0 0 0.3400701 0 0 0.09786934 0.22716336 0.40044916 0.44441998 1.1187932 2.967188 0 0 0 0 0.39572498 0 0 0.75925374 1.695331 0.7532119 0 0 0.81235296 0.13387734 0 0 0 0 0 0 0 0 0 0 0.115719594 0 0 0 0 0 0 0 0 0.1318654 0.10160826 0 0 0
"20130700_E2Y_10" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2520589 4.370602 0 0 0 0.68687826 77.35103 0 0 2.2482598 14.445905 8.129483 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20170700_S34_23" 0 0 0 0 0 0 0 0 0 0 0.3391808 0 0 0 0 0 0 0 0 0 1.1050637 0 0 0 0 0 0.7323285 0 0 0.8735372 0.58931506 0.09118965 0 0 0.09549291 0.08376439 0 0 0.13003731 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PLCS01" 0 0.08075541 0.36536378 0 0.46950495 0.14766869 0 0 0 0.29925326 0.54448956 0.11699941 0.08952902 0.17357701 0 0 0.1089154 0.579981 0.86089414 0.311673 0.23094721 0.5230137 0 0.05607648 0 0 1.7078025 0.059936766 0 0.099467136 0.13309632 0.67957145 0 0.083375305 1.4437231 0.4289052 0 0.5884307 1.1497793 0.10811519 0 0 0 0 0.08806375 0.22969101 0.16112566 0 0.140603 0 0 0 0.22836399 0 0 0.1185499 0 0 0.29527953 0
"20120800_E3X_27" 0 0 0 0 0 0 0 0 0.06881067 0 2.8895364 0 0 0 0 0 0.059128348 0 0 0 18.729507 25.807749 0 0 0 2.2371583 33.473824 0 0 30.004816 39.971653 63.217934 0 0 0 1.9738227 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20110800_E3D_20" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.307899 17.681776 0 0 0 0.9657673 6.0785513 0 0 8.46558 4.9176655 2.9463904 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20170700_S24_10" 0 0 0 0.105325565 0.50386727 0.38449788 0 0 0.0685593 0 0 0.08328628 0 0.43843964 0 0 0.15421811 0.612089 0.32452482 0.07986795 0.22440422 0.056898322 0 0 0 0 0.85787416 0 0 0.13273561 0.24865676 0 0 0 0 0 0 0.11135249 0.3773187 0 0 0 0 0 0 0 0 0 0 0.11950937 0.24769403 0 0 0 0 0 0 0 0 0
"20140700_S16_1" 0 0 0 0 0.08745817 0.101777345 0 0 0 0 0 0 0 0.1930786 0 0 0.05854569 0 0 0 0.106164776 0 0 0 0 0 0.43059787 0 0 0.05609699 0.11867792 0 0 0 0 0 0 0 0.19118045 0 0 0 0 0 0 0 0 0 0 0.060250565 0.13833939 0 0 0 0 0 0 0 0 0
"20170700_S25_14" 0 0 0 0 0.0774405 0.09033311 0 0 0 0 0 0 0 0.16933393 0 0 0 0 0 0 0.093426265 0 0 0 0 0 0.37129834 0 0 0 0.097489245 0 0 0 0 0 0 0 0.1595061 0 0 0 0 0 0 0 0 0 0 0 0.11196382 0 0 0 0 0 0 0 0 0
"20110700_S3M_12" 0 0 0 0 0 0 0 0 0 0 0.15606123 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2069262 0 0 0.14756793 0.24788748 0.4256551 0 0 0.09333988 0.14696814 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20120700_S1D_41" 0 0 0 0 0 0 0 0 0 0 0.8137966 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.23837586 0 0 0.13390929 0.2308664 0.28438714 0 0 0.16552691 0.62350893 0 0 0.24886015 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20120500_P38_6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2843972 7.559777 0 0 0 0 9.117108 0 0 0.4476827 1.5942763 0.69959635 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20110800_E1D_22" 0.0640292 0.3234377 9.900109 0 0.1367563 5.019395 0 0 6.008608 0 76.51141 0.4827097 0.06625255 9.906611 1.4350426 0 12.692142 0.26204902 0.16619867 0.38857502 3.8317597 1.2117485 0 0.16646916 2.7354271 2.7191732 43.881813 0.1622834 2.5261166 17.556412 28.549324 5.8874907 0 0 0.22762333 7.6339884 0.13321377 0.194077 8.078889 1.4819009 0 15.274981 11.4672165 0 0 0 2.1926496 0 0.853463 5.9136868 11.291343 0 0.4010006 4.778665 0 0.061164256 0.21062781 0 0.11209739 10.761965
"20120700_P3D_12" 0 0.14606267 0.21059649 0 0.30817726 0.09899357 0.084906496 0.17465882 0.1463138 0.08908252 1.1297503 0 0 0.16652347 0 0 0.14683658 0.17335218 0.15473987 0.1285403 8.139752 6.339698 0 0.089134775 0 0.77237344 6.0637684 0.22050485 0 5.513528 6.369683 2.6114254 0 0.13321857 0.34122127 0.36632407 0 0.0829709 0.21363904 0.19681384 0 0.11622852 0.2617877 0 0.11638861 0.214882 0.21890852 0 0.17443444 0.13254794 0.39851126 0 0.08973096 0.15101674 0 0.10591787 0.063164145 0 0 0.08024917
"20110800_E3D_19" 0 0 0 0 0 0 0 0 0 0 0.40823564 0 0 0 0.14015171 0 0.06443679 0 0 0 0.74365306 0.8009679 0 0 0 0.7250337 1.9466219 0 0 4.055591 3.8252666 0.52889866 0 0 0.479579 0.18690217 0 0 0 0 0 0 0.153783 0 0 0 0 0 0 0 0.4568027 0 0 0.14425679 0 0 0 0 0 0
"20120700_P3D_142" 0.09922434 0.24954808 0.5227035 0 0.29145837 0.30348244 0 0.065916255 0.30932862 0.0565828 0.18364954 0 0 0.41494206 0 0 0.35491705 0.24793439 0.30245325 0.15966828 0.35605022 0.24798933 0 0 0.15231058 0 0.61926115 0.11685059 0.08536549 0.22182387 0.23499943 0.70776474 0 0 0.34129557 0.1711175 0 0 0.33074167 0.41733724 0 0.58291024 0.3970988 0 0 0.15091065 0.11346827 0 0.32036036 0.53094405 0.3898587 0 0.20136508 0.2525764 0 0.094924256 0.13952708 0 0.08639831 0.2018098
"20120700_P3D_90" 0 0 0 0 0.10256239 0 0 0 0 0 0.15229852 0 0 0 0 0 0 0 0 0 0.09345388 0.22307718 0 0 0 0 0.5345638 0 0 0.13652012 0.14072646 0.22079313 0 0 0.22436666 0.06363414 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20110800_E2D_22" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.822226 11.066378 0 0 0 0 14.907372 0 0 6.382331 4.030319 20.654024 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20120800_E3S_10" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5702895 0.44814858 0 0 0 0.05858593 10.900178 0 0 2.1070545 11.589296 0.22400402 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20110800_E2D_20" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.9357448 6.5544534 0 0 0 0 2.401299 0 0 1.7420388 1.9015839 1.0331898 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20120500_P19_8" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.76736283 0.43295422 0 0 0 0 0.9218357 0 0 0.068928696 0.08604866 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20120800_E2X_6" 1.4151974 2.306903 2.4251657 2.748966 1.9502221 4.0097365 3.0421126 2.0198448 5.227751 1.0633667 2.172698 0.745003 1.4577869 4.268134 1.099243 1.4794304 3.889216 1.477345 1.8233198 1.1401722 6.422823 7.9925456 0.9669883 1.2549598 1.3513769 1.5876421 5.950481 1.4860227 1.9397075 7.553913 4.845105 7.5677905 0.1878046 0.2325693 1.2157413 2.6855793 0.42690778 0.6547176 3.972436 2.351755 2.429029 2.8714416 4.1244555 0.28932932 1.9410198 1.9422334 3.2026057 1.1117437 1.9998102 2.9911757 3.1720707 0.31314057 3.0553646 5.7840595 2.659426 2.3572156 3.6629908 1.8382517 1.8978739 6.836721
"20110800_E3D_22" 0 0 0.1110224 0.23177558 0.15286198 0.27852768 0 0 0.23381136 0 0.092818536 0 0.13634276 0.38477802 0 0 0.43264183 0 0.13924444 0.17163879 1.6707993 1.4222392 0 0 0 0 4.299297 0 0.18167637 3.9253762 2.1965425 1.316486 0 0 0 0 0 0 0 0.108734325 0 0.21250899 0.94450957 0 0.25772616 0.15617396 0.24259587 0 0 0.62109554 0.7274328 0 0.124789655 0.7067754 0.08755486 0.114188366 0.12699917 0 0 0.26508388
"PLMQ01" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.2314389 33.933266 0 0 0 0 9.369438 0 0 6.4667907 3.497244 1.7170539 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.074189246 0 0 0 0 0 0 0 0 0
"20120700_E3X_7" 0.08944991 0.49754888 0 0.47088408 0.70399094 0.09837908 0.1091011 0.1269774 0.33713937 0 0.24140872 0.13201772 0.24070108 0.43688756 0.23678572 0.106247 0.3641163 0.16338548 0.19498542 0 7.2497616 4.92905 0 0 0.18125452 2.4086108 7.402252 0.24552932 0.25212005 6.139629 8.725408 0.9508415 0 0 0.11191458 1.8146783 0 0 0.1593132 0.22173274 0.32488918 0.23294562 0.73829275 0 0.4948654 0.5473077 0.9852519 0.069794446 0.31985313 0.38920504 1.4138815 0 0.24056938 0.50400364 0.27630615 0.38753575 0.19884776 0 0.15499763 0.20731728
"20170700_S34_25" 0 0 0 0 0 0 0 0 0 0 2.1678855 0 0 0 0.13775703 0 0 0 0 0 0.574172 0.38276565 0 0 0 1.5054936 0.34549052 0 0 1.3718361 1.3499082 0.43498144 0 0 0 1.5192331 0 0 0 0 0 0 0.058220007 0 0 0 0.46675053 0 0 0 0.33830526 0 0 0 0 0 0 0 0 0
"3300037132_9" 0.17321244 0.6090067 0.31688312 0.55943656 0.8107126 0.19459601 0.6618897 0.46016732 0.40910414 0.20531024 0.2089043 0.25338084 0.44241655 0.8330481 0.22333536 0.3571408 0.543711 0.36669192 0.51564443 0.1288607 3.8386064 1.5342007 0.16640496 0.22796635 0.25279 1.8712964 3.6669476 0.34688985 0.31618598 5.8534627 6.284776 0.8748266 0.13054748 0.1608944 0.75080955 1.1077864 0.08148416 0.28624266 0.27631643 0.3552171 0.4780419 0.24788055 0.39875305 0.1615257 0.6318507 0.47727206 0.5890112 0.34030905 0.52235484 0.38894752 1.0069577 0 0.27690178 0.39764613 0.47028524 0.5682775 0.4208286 0.38509148 0.36190352 0.16675748
"20130700_E2Y_4" 0.6129884 1.7933476 1.1117628 1.8710065 2.0087717 0.51700824 2.2304301 1.459879 1.239167 0.63353556 0.68952435 0.74020725 1.6408676 1.452741 0.69488204 1.3859881 1.1040404 0.7228921 0.99898106 0.3879432 7.347992 53.42316 0.65807575 0.8379254 0.85576177 2.7312617 50.690674 1.0160087 0.3919956 9.955533 6.7222724 5.8228726 0.42898268 0.5208866 2.312834 1.9081502 0.2974251 0.8323079 0.73929876 1.1545541 1.6361132 0.83423686 1.4386288 0.6076167 2.171799 1.4100442 2.3391662 1.0887253 1.5977013 1.2018852 2.1464455 0.15449592 0.9233476 1.3702238 1.6571926 1.5797901 1.5396512 1.4373314 1.1361531 0.5903103
"20130700_E2Y_17" 0 0 0.14200106 0 0 0.05765845 0 0 0.07459101 0 0 0 0 0.18580616 0 0 0.124176085 0 0 0 3.1857991 10.783172 0 0 0 0.2675076 18.42637 0 0 9.453466 9.235823 9.20423 0 0 0.2476883 0.831325 0 0 0.31462932 0 0 0.12502968 0.33635473 0 0 0.33636293 0.18801099 0 0 0 0.19413091 0 0 0.12791984 0 0.08097627 0.11425757 0 0 0
"20120800_E3S_17" 0 0 0 0 0 0 0 0 0.1546004 0 0 0 0 0.2832409 0.65186644 0.07279179 0.4167381 0 0 0 4.6196322 2.5578873 0 0 0 2.0054505 1.6326929 0 0.14592212 5.2938733 1.1429875 3.0627322 0 0 0 0 0 0 0 0 0 0 0.96290016 0 0 0 0.17563012 0 0 0 1.9330496 0 0 1.4354764 0 0.19976187 0.7438066 0 0 1.3184952
"20110800_E3D_38" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.17715573 0 0.11223915 0 0 0 1.4726896 1.8382764 0 0 0 0.6756062 2.8870609 0 0.14392495 6.8421626 4.8055496 0.1683977 0 0 0 0 0 0 0 0 0 0 0.11193686 0 0 0 0.49907425 0 0 0 0.52042747 0 0 0.15545072 0 0.0575758 0.22794503 0 0 0.4449171
"20111000_P2D_3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.82238406 0.6146321 0 0 0 0 1.6061642 0 0 0.057629194 0.120004304 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20120800_E3D_5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.096908085 0 0 0 0 0.8218931 7.20809 0 0 8.599042 4.38144 4.0899324 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20160700_E25_5" 0 0 0 0 0 0 0 0 0 0.09420597 0 0 0 0 0 0 0 0 0.07405144 0 0 0.11099007 0 0 0 0 0.12542818 0 0 0.09633272 0.08068304 0 0 0.3225381 0.29328683 0.06402192 0 0 0 0 0 0 0 0 0 0 0 0 0 0.07799175 0 0 0 0 0 0 0 0 0 0
"20120800_E1X_14" 0.14505553 0.19378163 0.2020945 0 0.11748154 0 0.15229559 0 0 0.10645894 0 0 0.05659272 0.069228485 0 0.5550033 0 0 0.07987307 0 0.16791767 1.7736163 0.1579755 0.08308721 0.068498656 0.11624333 1.8320299 0.22783998 0 0.631039 0.6757885 0.8791228 0 0 0.20130497 0.14732237 0 0 0 0.42944378 0.20405369 0.2373015 0.19530556 0 0 0 0.12623425 0.313894 0.13637684 0.107217394 0 0 0.23708919 0 0.45344448 0.36354914 0.32171708 0.6208251 0.49556074 0
"20120700_P3D_87" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.083263285 0 0 0 0 0 0.72953826 0 0 0.4104603 0.46690893 0.16473468 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20110800_E2D_15" 0 0 0 0 0 0.08663624 0 0 0 0 0.09702864 0 0 0.20734347 0 0 0 0 0 0 10.637087 3.9368606 0 0 0 0.44620076 6.6955175 0 0 7.9430814 6.5114346 0.36730215 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PLNE01" 0 0 0 0 0.07151666 0 0 0 0.27958915 0 0.74465877 0 0 0 0 0 0 0 0 0 1.4540006 0.20230445 0 0 0 3.8718834 1.1400763 0 0 0.5995334 1.3897442 0 0 0 0 0.98546433 0 0 0 0 0 0 0 0 0 0 0.061465476 0 0 0 0 0 0 0 0 0 0 0 0 0
"20120800_E3D_7" 0 0 0.19771299 0 0 0.21935885 0 0 0.39516172 0 0.3226722 0 0 1.0183332 1.881881 0.069180526 1.2632061 0 0 0 6.0885234 0.064051606 0 0 0.08728392 1.0666075 7.034607 0 0.39509693 5.9828277 5.933427 0.21896084 0 0 0 0.20678285 0 0 0.11844006 0.07204349 0 1.065866 1.1048048 0 0 0 0.14456423 0 0 0.5767185 6.1159124 0 0 2.3016732 0 0 0.055952996 0 0 0.6292614
"20120500_P19_7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.222358 2.8472903 0 0 0 0 0 0 0 0.10825224 0.071670845 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20130700_C2X_12" 0 0 0 0 0 0 0 0 0 0 0.14433049 0 0 0 0 0 0 0 0 0 0.16708648 0.1294967 0 0 0 0 0.576451 0 0 0.25560763 1.0347041 0.72957546 0 0 0 0.13856754 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20140700_E15_14" 0.5508708 0.16366495 0 0 0.6200422 0.20209432 0 0 0.54658157 0 3.3335412 0.16320902 0.06754706 0.2104085 0 0 0.12500376 0 0 0.11318024 7.315453 1.4161011 0 0 0 1.230739 1.39752 0.16719986 0.07774501 2.0988371 6.2231956 0.6997725 0 0 0.11162288 22.020596 0 0.08560042 0.17981343 0 0 0.06585654 0.4105967 0 0 0.21553366 1.441608 0 0.13454807 0.0983776 0.7470897 0 0 0.39464593 0 0 0 0 0 0
"20110800_E1D_5" 1.3582504 0.40353927 0 0.06822754 0.23433004 0.077504456 0 0.27316973 0.72154886 0 12.583992 0.1589712 0.071459204 0.30651912 0 0 0.10765799 0 0 0 3.8191252 1.5853935 0 0 0 3.0366583 0.5272262 0.87613857 0.10898945 0.25522122 0.51554894 0.16027768 0 0 0 6.0091906 0 0 0.18226421 0 0 0 0.07576051 0 0 0 3.0169759 0 0 0 0.27844036 0 0 0.073894985 0 0 0 0.08408229 0 0
"20120700_P3D_108" 0.09759078 0 0 0 0 0 0.11796212 0 0 0 0 0 0 0 0 0.10434481 0 0 0 0 4.566554 4.1186094 0.060059257 0 0 0 7.493685 0 0 6.123751 5.9463067 4.092965 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.14493215 0 0 0.1972601 0 0
"20110800_E3D_28" 0.18768635 0.24151058 2.157616 0.1279656 0.5928803 1.6397065 0.3287417 0.29647338 0.9028209 0.71574605 6.062222 0.30264434 0.1726751 1.6304924 0.15997706 0 1.4158133 0.60596484 0.67442423 1.3674587 23.957283 8.3639 0 0.15191638 0.21010117 1.4033517 9.199378 0.40793163 0.4732873 22.615183 34.452583 7.9783406 0 0.8181295 3.3336697 10.915233 0 0.49951285 2.321377 1.1642332 0.17658032 1.7613088 0.8233675 0 0.42855975 1.270735 1.5006324 0 0.8018054 1.0479476 0.96650434 0 0.9939748 1.2246733 0.13254693 0.40441716 0.7590326 0 0.30510667 0.68507165
"20110800_E3D_40" 0.09712294 0.10223293 2.3465788 0 0.26293412 1.5528547 0.17332837 0.14299478 0.6770464 0.5413001 14.085373 0.3322874 0.075056694 1.3062426 0.13774148 0 1.2043747 0.8860182 1.0636398 2.980883 8.874389 6.1298504 0 0.087711886 0.16300035 2.0254555 20.599829 0.2475991 0.35244918 12.824362 16.747755 6.642286 0 0.41913158 2.6046672 23.696928 0.056665078 0.74091184 5.3278856 0.79433334 0.07929114 1.3756675 0.74711347 0 0.131752 1.1227161 1.8477694 0 0.5496839 0.8322457 0.8169683 0 0.58675206 0.88626677 0.059494946 0.189778 0.38742587 0 0.19277748 0.52375996
"PMXQ01" 0.10709788 0.23466797 0 0 0.059576005 0 0 0 0.39916617 0 2.1579847 0 0 0.17684816 0 0 0.12274251 0 0 0 6.9754834 0 0 0 0 8.884023 2.9870806 0.13629141 0.10415276 2.8167858 2.5737212 0.43971512 0 0 0.113189556 14.265668 0 0 0.08269638 0 0 0 0 0 0 0.057937562 1.736401 0 0 0 0.29537478 0 0 0 0 0 0 0 0 0
"20120800_E2D_18" 4.235276 4.8025317 3.094875 4.153362 7.4640303 11.822326 2.500007 3.3127575 7.016574 3.5658197 2.1121778 2.9954538 4.155566 11.340934 1.3040621 0.65221524 9.612723 6.9173417 7.7225733 4.847498 26.325666 27.296497 1.004527 1.6747999 3.8278673 3.0720139 29.510315 4.506283 4.8492436 18.30417 21.568504 2.333126 1.1505917 2.0651906 4.4799504 3.3663917 1.0633444 1.5348432 9.593198 6.2820745 3.8588998 10.236218 9.09774 0.25531512 2.568663 3.5766106 2.9674313 2.1710978 5.049365 7.2334566 10.563688 0.31716034 6.070097 13.797245 6.7731857 5.8264275 4.6547184 1.1801813 4.849017 7.057765
"20110800_E2D_35" 0.52268076 0.26701203 0 0.31252027 0.16038984 0 0.53631276 0.1359469 0.06013415 0.09711263 0 0.20980889 0.45625168 0 0 0.2979456 0 0.08220753 0 0 1.5466497 5.3838186 0.22523437 0.14655466 0 0 0.20835155 0.1038586 0 1.1592991 2.9528532 0.2955588 0.10696543 0.08898133 0 0 0.08329998 0 0 0.08943987 0.49313653 0 0 0 0.2475759 0 0 0.30653632 0.0717809 0 0 0.13409288 0.10226256 0 0.49283525 0.13769226 0 0.3218615 0.16063191 0
"20130700_E3X_9" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.1036236 0.09350511 0 0 0 0.34820795 1.28769 0 0 7.1469603 11.738167 0.3057313 0 0 0 0.6119163 0 0 0 0 0 0 0.07151977 0 0 0 0.43030792 0 0 0 0 0 0 0 0 0 0 0 0 0
"20110800_E3D_30" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.09519097 1.652827 0 0 0 0.088958904 0.22133861 0 0 0 0 0 0 0 0 0 0.07049516 0.29193312 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20110800_E3D_17" 0.31240818 1.165349 2.5165186 1.3335115 2.864799 2.2672591 1.4869417 2.315791 3.2487936 1.4076837 1.9739654 0.8664991 0.75323725 4.2278514 0.5377265 0.18103844 4.1356845 1.0896808 1.5423002 1.5501769 10.594644 4.7863345 0.11451288 0.35341546 2.2285404 1.149712 13.056617 1.1930497 1.7806624 7.6316094 8.507824 1.3443455 0.7321128 1.0479114 3.2416444 2.1314204 0.3959045 0.86413634 4.384558 2.96884 1.0409498 4.2868276 2.7916353 0.15949012 4.003486 5.158028 1.6333933 0.52698606 1.9307781 1.8161178 3.8004375 0 2.7963023 4.0612197 0.7890918 3.328063 3.2160072 0.056138624 0.6002512 3.4186652
"3300037076_10" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.78703153 1.7471204 0 0 0 0 2.344538 0 0 1.3400736 1.2538631 2.74952 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PLND01" 0 0 0 0 0 0 0 0.07136843 0.32345563 0 0 0 0 0 0 0 0 0 0 0 3.053359 0 0 0 0 2.760293 0.3956525 0 0 0.17631736 0.68279934 0.095336296 0 0 0 0 0 0 0 0 0 0 0.4559169 0 0 0 0.3085336 0 0 0.0728543 0.4087625 0 0 0 0 0 0 0 0 0
"20110800_E3D_3" 0 0 0 0 0.13338132 0.09066418 0 0 0.12366072 0 0.15215723 0 0 0.19904195 0 0 0.12780748 0 0 0.07794259 5.5185347 3.0855906 0 0 0 0.36458683 4.4660907 0 0 2.1088808 2.6734724 0.74836314 0 0 0.26961365 0.30546704 0 0 0.10844449 0 0 0 0.105785675 0 0 0 0 0 0 0 0.180104 0 0 0 0 0 0 0 0 0
