tax_id,parent_id,rank,tax_name,root,rank_0,rank_1,rank_2,rank_3
Enterobacter_ludwigii_CEB04,Bacteria,rank_2,Enterobacter_ludwigii_CEB04,Root,GH23,Bacteria,Enterobacter_ludwigii_CEB04,
Enterobacter_ludwigii_EN-119,Bacteria,rank_2,Enterobacter_ludwigii_EN-119,Root,GH23,Bacteria,Enterobacter_ludwigii_EN-119,
Enterobacter_ludwigii_I140,Bacteria,rank_2,Enterobacter_ludwigii_I140,Root,GH23,Bacteria,Enterobacter_ludwigii_I140,
Enterobacter_ludwigii_JP6,Bacteria,rank_2,Enterobacter_ludwigii_JP6,Root,GH23,Bacteria,Enterobacter_ludwigii_JP6,
Enterobacter_mori_08-091,Bacteria,rank_2,Enterobacter_mori_08-091,Root,GH23,Bacteria,Enterobacter_mori_08-091,
Enterobacter_mori_CX01,Bacteria,rank_2,Enterobacter_mori_CX01,Root,GH23,Bacteria,Enterobacter_mori_CX01,
Enterobacter_mori_HSW1412,Bacteria,rank_2,Enterobacter_mori_HSW1412,Root,GH23,Bacteria,Enterobacter_mori_HSW1412,
Enterobacter_phage_E-2,Viruses,rank_2,Enterobacter_phage_E-2,Root,GH23,Viruses,Enterobacter_phage_E-2,
Enterobacter_phage_E-3,Viruses,rank_2,Enterobacter_phage_E-3,Root,GH23,Viruses,Enterobacter_phage_E-3,
Enterobacter_phage_phiEap-1,Viruses,rank_2,Enterobacter_phage_phiEap-1,Root,GH23,Viruses,Enterobacter_phage_phiEap-1,
Enterobacter_phage_PZJ0206,Viruses,rank_2,Enterobacter_phage_PZJ0206,Root,GH23,Viruses,Enterobacter_phage_PZJ0206,
Enterobacter_phage_vB_SEqdws-315,Viruses,rank_2,Enterobacter_phage_vB_SEqdws-315,Root,GH23,Viruses,Enterobacter_phage_vB_SEqdws-315,
Enterobacter_roggenkampii_13840-yvys,Bacteria,rank_2,Enterobacter_roggenkampii_13840-yvys,Root,GH23,Bacteria,Enterobacter_roggenkampii_13840-yvys,
Enterobacter_roggenkampii_BP10374,Bacteria,rank_2,Enterobacter_roggenkampii_BP10374,Root,GH23,Bacteria,Enterobacter_roggenkampii_BP10374,
Enterobacter_roggenkampii_Ecl_20_981,Bacteria,rank_2,Enterobacter_roggenkampii_Ecl_20_981,Root,GH23,Bacteria,Enterobacter_roggenkampii_Ecl_20_981,
Enterobacter_roggenkampii_ECY546,Bacteria,rank_2,Enterobacter_roggenkampii_ECY546,Root,GH23,Bacteria,Enterobacter_roggenkampii_ECY546,
Enterobacter_roggenkampii_Ek140,Bacteria,rank_2,Enterobacter_roggenkampii_Ek140,Root,GH23,Bacteria,Enterobacter_roggenkampii_Ek140,
Enterobacter_roggenkampii_FDAARGOS_523,Bacteria,rank_2,Enterobacter_roggenkampii_FDAARGOS_523,Root,GH23,Bacteria,Enterobacter_roggenkampii_FDAARGOS_523,
Enterobacter_roggenkampii_OIPH-N260,Bacteria,rank_2,Enterobacter_roggenkampii_OIPH-N260,Root,GH23,Bacteria,Enterobacter_roggenkampii_OIPH-N260,
Enterobacter_roggenkampii_RHBSTW-00002,Bacteria,rank_2,Enterobacter_roggenkampii_RHBSTW-00002,Root,GH23,Bacteria,Enterobacter_roggenkampii_RHBSTW-00002,
Enterobacter_roggenkampii_RHBSTW-00695,Bacteria,rank_2,Enterobacter_roggenkampii_RHBSTW-00695,Root,GH23,Bacteria,Enterobacter_roggenkampii_RHBSTW-00695,
Enterobacter_roggenkampii_RHBSTW-00925,Bacteria,rank_2,Enterobacter_roggenkampii_RHBSTW-00925,Root,GH23,Bacteria,Enterobacter_roggenkampii_RHBSTW-00925,
Enterobacter_roggenkampii_STW0522-66,Bacteria,rank_2,Enterobacter_roggenkampii_STW0522-66,Root,GH23,Bacteria,Enterobacter_roggenkampii_STW0522-66,
Enterobacter_roggenkampii_WCHER090065,Bacteria,rank_2,Enterobacter_roggenkampii_WCHER090065,Root,GH23,Bacteria,Enterobacter_roggenkampii_WCHER090065,
Enterobacter_sp._638,Bacteria,rank_2,Enterobacter_sp._638,Root,GH23,Bacteria,Enterobacter_sp._638,
Enterobacter_sp._AN-K1,Bacteria,rank_2,Enterobacter_sp._AN-K1,Root,GH23,Bacteria,Enterobacter_sp._AN-K1,
Enterobacter_sp._DSM_30060,Bacteria,rank_2,Enterobacter_sp._DSM_30060,Root,GH23,Bacteria,Enterobacter_sp._DSM_30060,
Enterobacter_sp._E20,Bacteria,rank_2,Enterobacter_sp._E20,Root,GH23,Bacteria,Enterobacter_sp._E20,
Enterobacter_sp._E76,Bacteria,rank_2,Enterobacter_sp._E76,Root,GH23,Bacteria,Enterobacter_sp._E76,
Enterobacter_sp._FY-07,Bacteria,rank_2,Enterobacter_sp._FY-07,Root,GH23,Bacteria,Enterobacter_sp._FY-07,
Enterobacter_sp._HK169,Bacteria,rank_2,Enterobacter_sp._HK169,Root,GH23,Bacteria,Enterobacter_sp._HK169,
Enterobacter_sp._JBIWA003,Bacteria,rank_2,Enterobacter_sp._JBIWA003,Root,GH23,Bacteria,Enterobacter_sp._JBIWA003,
Enterobacter_sp._JBIWA005,Bacteria,rank_2,Enterobacter_sp._JBIWA005,Root,GH23,Bacteria,Enterobacter_sp._JBIWA005,
Enterobacter_sp._JUb54_RIT712,Bacteria,rank_2,Enterobacter_sp._JUb54_RIT712,Root,GH23,Bacteria,Enterobacter_sp._JUb54_RIT712,
Enterobacter_sp._N18-03635,Bacteria,rank_2,Enterobacter_sp._N18-03635,Root,GH23,Bacteria,Enterobacter_sp._N18-03635,
Enterobacter_sp._R4-368,Bacteria,rank_2,Enterobacter_sp._R4-368,Root,GH23,Bacteria,Enterobacter_sp._R4-368,
Enterobacter_sp._RHB15-C17,Bacteria,rank_2,Enterobacter_sp._RHB15-C17,Root,GH23,Bacteria,Enterobacter_sp._RHB15-C17,
Enterobacter_sp._RHBSTW-00175,Bacteria,rank_2,Enterobacter_sp._RHBSTW-00175,Root,GH23,Bacteria,Enterobacter_sp._RHBSTW-00175,
Enterobacter_sp._RHBSTW-00422,Bacteria,rank_2,Enterobacter_sp._RHBSTW-00422,Root,GH23,Bacteria,Enterobacter_sp._RHBSTW-00422,
Enterobacter_sp._RHBSTW-00994,Bacteria,rank_2,Enterobacter_sp._RHBSTW-00994,Root,GH23,Bacteria,Enterobacter_sp._RHBSTW-00994,
Enterobacter_sp._SES19,Bacteria,rank_2,Enterobacter_sp._SES19,Root,GH23,Bacteria,Enterobacter_sp._SES19,
Enterobacter_sp._Z1,Bacteria,rank_2,Enterobacter_sp._Z1,Root,GH23,Bacteria,Enterobacter_sp._Z1,
Enterobacteria_phage_AH67C600_Q5,Viruses,rank_2,Enterobacteria_phage_AH67C600_Q5,Root,GH23,Viruses,Enterobacteria_phage_AH67C600_Q5,
Enterobacteria_phage_IME_EC2,Viruses,rank_2,Enterobacteria_phage_IME_EC2,Root,GH23,Viruses,Enterobacteria_phage_IME_EC2,
Enterobacteria_phage_P7,Viruses,rank_2,Enterobacteria_phage_P7,Root,GH23,Viruses,Enterobacteria_phage_P7,
Enterobacteria_phage_SEGD1,Viruses,rank_2,Enterobacteria_phage_SEGD1,Root,GH23,Viruses,Enterobacteria_phage_SEGD1,
Enterobacteria_phage_Sf101,Viruses,rank_2,Enterobacteria_phage_Sf101,Root,GH23,Viruses,Enterobacteria_phage_Sf101,
Enterobacteria_phage_T3,Viruses,rank_2,Enterobacteria_phage_T3,Root,GH23,Viruses,Enterobacteria_phage_T3,
Enterobacteria_phage_T3_LURIA,Viruses,rank_2,Enterobacteria_phage_T3_LURIA,Root,GH23,Viruses,Enterobacteria_phage_T3_LURIA,
Enterobacteria_phage_vB_EcoP_IME390,Viruses,rank_2,Enterobacteria_phage_vB_EcoP_IME390,Root,GH23,Viruses,Enterobacteria_phage_vB_EcoP_IME390,
Enterobacteriaceae_bacterium_A-F18,Bacteria,rank_2,Enterobacteriaceae_bacterium_A-F18,Root,GH23,Bacteria,Enterobacteriaceae_bacterium_A-F18,
Enterobacteriaceae_bacterium_bta3-1,Bacteria,rank_2,Enterobacteriaceae_bacterium_bta3-1,Root,GH23,Bacteria,Enterobacteriaceae_bacterium_bta3-1,
Enterobacteriaceae_bacterium_ENNIH1,Bacteria,rank_2,Enterobacteriaceae_bacterium_ENNIH1,Root,GH23,Bacteria,Enterobacteriaceae_bacterium_ENNIH1,
Enterobacteriaceae_bacterium_ENNIH2,Bacteria,rank_2,Enterobacteriaceae_bacterium_ENNIH2,Root,GH23,Bacteria,Enterobacteriaceae_bacterium_ENNIH2,
Enterobacteriaceae_bacterium_Kacie_13,Bacteria,rank_2,Enterobacteriaceae_bacterium_Kacie_13,Root,GH23,Bacteria,Enterobacteriaceae_bacterium_Kacie_13,
Enterobacteriaceae_bacterium_S05,Bacteria,rank_2,Enterobacteriaceae_bacterium_S05,Root,GH23,Bacteria,Enterobacteriaceae_bacterium_S05,
Enterobacteriaceae_bacterium_strain_FGI_57,Bacteria,rank_2,Enterobacteriaceae_bacterium_strain_FGI_57,Root,GH23,Bacteria,Enterobacteriaceae_bacterium_strain_FGI_57,
Enterocloster_bolteae_ATCC_BAA-613,Bacteria,rank_2,Enterocloster_bolteae_ATCC_BAA-613,Root,GH23,Bacteria,Enterocloster_bolteae_ATCC_BAA-613,
Enterocloster_bolteae_CBBP-2,Bacteria,rank_2,Enterocloster_bolteae_CBBP-2,Root,GH23,Bacteria,Enterocloster_bolteae_CBBP-2,
Enterocloster_bolteae_VE303-01,Bacteria,rank_2,Enterocloster_bolteae_VE303-01,Root,GH23,Bacteria,Enterocloster_bolteae_VE303-01,
Enterocloster_clostridioformis_FDAARGOS_739,Bacteria,rank_2,Enterocloster_clostridioformis_FDAARGOS_739,Root,GH23,Bacteria,Enterocloster_clostridioformis_FDAARGOS_739,
Enterocloster_clostridioformis_YL32,Bacteria,rank_2,Enterocloster_clostridioformis_YL32,Root,GH23,Bacteria,Enterocloster_clostridioformis_YL32,
Enterococcus_avium_19081,Bacteria,rank_2,Enterococcus_avium_19081,Root,GH23,Bacteria,Enterococcus_avium_19081,
Enterococcus_avium_352,Bacteria,rank_2,Enterococcus_avium_352,Root,GH23,Bacteria,Enterococcus_avium_352,
Enterococcus_avium_FDAARGOS_184,Bacteria,rank_2,Enterococcus_avium_FDAARGOS_184,Root,GH23,Bacteria,Enterococcus_avium_FDAARGOS_184,
Enterococcus_avium_G-15,Bacteria,rank_2,Enterococcus_avium_G-15,Root,GH23,Bacteria,Enterococcus_avium_G-15,
Enterococcus_casseliflavus_DY31,Bacteria,rank_2,Enterococcus_casseliflavus_DY31,Root,GH23,Bacteria,Enterococcus_casseliflavus_DY31,
Enterococcus_casseliflavus_EC-369,Bacteria,rank_2,Enterococcus_casseliflavus_EC-369,Root,GH23,Bacteria,Enterococcus_casseliflavus_EC-369,
Enterococcus_casseliflavus_EC291,Bacteria,rank_2,Enterococcus_casseliflavus_EC291,Root,GH23,Bacteria,Enterococcus_casseliflavus_EC291,
Enterococcus_casseliflavus_EGM182,Bacteria,rank_2,Enterococcus_casseliflavus_EGM182,Root,GH23,Bacteria,Enterococcus_casseliflavus_EGM182,
Enterococcus_durans_BDGP3,Bacteria,rank_2,Enterococcus_durans_BDGP3,Root,GH23,Bacteria,Enterococcus_durans_BDGP3,
Enterococcus_durans_KCTC_13289,Bacteria,rank_2,Enterococcus_durans_KCTC_13289,Root,GH23,Bacteria,Enterococcus_durans_KCTC_13289,
Enterococcus_durans_S8-3,Bacteria,rank_2,Enterococcus_durans_S8-3,Root,GH23,Bacteria,Enterococcus_durans_S8-3,
Enterococcus_durans_VREdu,Bacteria,rank_2,Enterococcus_durans_VREdu,Root,GH23,Bacteria,Enterococcus_durans_VREdu,
Enterococcus_faecalis,Bacteria,rank_2,Enterococcus_faecalis,Root,GH23,Bacteria,Enterococcus_faecalis,
Enterococcus_faecalis_110,Bacteria,rank_2,Enterococcus_faecalis_110,Root,GH23,Bacteria,Enterococcus_faecalis_110,
Enterococcus_faecalis_111540027-2,Bacteria,rank_2,Enterococcus_faecalis_111540027-2,Root,GH23,Bacteria,Enterococcus_faecalis_111540027-2,
Enterococcus_faecalis_1207/14,Bacteria,rank_2,Enterococcus_faecalis_1207/14,Root,GH23,Bacteria,Enterococcus_faecalis_1207/14,
Enterococcus_faecalis_3,Bacteria,rank_2,Enterococcus_faecalis_3,Root,GH23,Bacteria,Enterococcus_faecalis_3,
Enterococcus_faecalis_BM4518,Bacteria,rank_2,Enterococcus_faecalis_BM4518,Root,GH23,Bacteria,Enterococcus_faecalis_BM4518,
Enterococcus_faecalis_C25,Bacteria,rank_2,Enterococcus_faecalis_C25,Root,GH23,Bacteria,Enterococcus_faecalis_C25,
Enterococcus_faecalis_C54,Bacteria,rank_2,Enterococcus_faecalis_C54,Root,GH23,Bacteria,Enterococcus_faecalis_C54,
Enterococcus_faecalis_CK135,Bacteria,rank_2,Enterococcus_faecalis_CK135,Root,GH23,Bacteria,Enterococcus_faecalis_CK135,
Enterococcus_faecalis_D32,Bacteria,rank_2,Enterococcus_faecalis_D32,Root,GH23,Bacteria,Enterococcus_faecalis_D32,
Enterococcus_faecalis_DENG1,Bacteria,rank_2,Enterococcus_faecalis_DENG1,Root,GH23,Bacteria,Enterococcus_faecalis_DENG1,
Enterococcus_faecalis_E006,Bacteria,rank_2,Enterococcus_faecalis_E006,Root,GH23,Bacteria,Enterococcus_faecalis_E006,
Enterococcus_faecalis_E006-TC,Bacteria,rank_2,Enterococcus_faecalis_E006-TC,Root,GH23,Bacteria,Enterococcus_faecalis_E006-TC,
Enterococcus_faecalis_E508,Bacteria,rank_2,Enterococcus_faecalis_E508,Root,GH23,Bacteria,Enterococcus_faecalis_E508,
Enterococcus_faecalis_E509,Bacteria,rank_2,Enterococcus_faecalis_E509,Root,GH23,Bacteria,Enterococcus_faecalis_E509,
Enterococcus_faecalis_E512-TC1,Bacteria,rank_2,Enterococcus_faecalis_E512-TC1,Root,GH23,Bacteria,Enterococcus_faecalis_E512-TC1,
Enterococcus_faecalis_KUB3006,Bacteria,rank_2,Enterococcus_faecalis_KUB3006,Root,GH23,Bacteria,Enterococcus_faecalis_KUB3006,
Enterococcus_faecalis_M17/0149,Bacteria,rank_2,Enterococcus_faecalis_M17/0149,Root,GH23,Bacteria,Enterococcus_faecalis_M17/0149,
Enterococcus_faecalis_R5,Bacteria,rank_2,Enterococcus_faecalis_R5,Root,GH23,Bacteria,Enterococcus_faecalis_R5,
Enterococcus_faecalis_R712,Bacteria,rank_2,Enterococcus_faecalis_R712,Root,GH23,Bacteria,Enterococcus_faecalis_R712,
Enterococcus_faecalis_sorialis,Bacteria,rank_2,Enterococcus_faecalis_sorialis,Root,GH23,Bacteria,Enterococcus_faecalis_sorialis,
Enterococcus_faecalis_Transconjugant_T4,Bacteria,rank_2,Enterococcus_faecalis_Transconjugant_T4,Root,GH23,Bacteria,Enterococcus_faecalis_Transconjugant_T4,
Enterococcus_faecalis_V583,Bacteria,rank_2,Enterococcus_faecalis_V583,Root,GH23,Bacteria,Enterococcus_faecalis_V583,
Enterococcus_faecium,Bacteria,rank_2,Enterococcus_faecium,Root,GH23,Bacteria,Enterococcus_faecium,
Enterococcus_faecium_13-009,Bacteria,rank_2,Enterococcus_faecium_13-009,Root,GH23,Bacteria,Enterococcus_faecium_13-009,
Enterococcus_faecium_16-346,Bacteria,rank_2,Enterococcus_faecium_16-346,Root,GH23,Bacteria,Enterococcus_faecium_16-346,
Enterococcus_faecium_6E6,Bacteria,rank_2,Enterococcus_faecium_6E6,Root,GH23,Bacteria,Enterococcus_faecium_6E6,
Enterococcus_faecium_A15023,Bacteria,rank_2,Enterococcus_faecium_A15023,Root,GH23,Bacteria,Enterococcus_faecium_A15023,
Enterococcus_faecium_AUSMDU00011555,Bacteria,rank_2,Enterococcus_faecium_AUSMDU00011555,Root,GH23,Bacteria,Enterococcus_faecium_AUSMDU00011555,
Enterococcus_faecium_BM4105-RF,Bacteria,rank_2,Enterococcus_faecium_BM4105-RF,Root,GH23,Bacteria,Enterococcus_faecium_BM4105-RF,
Enterococcus_faecium_C68,Bacteria,rank_2,Enterococcus_faecium_C68,Root,GH23,Bacteria,Enterococcus_faecium_C68,
Enterococcus_faecium_CBA7134,Bacteria,rank_2,Enterococcus_faecium_CBA7134,Root,GH23,Bacteria,Enterococcus_faecium_CBA7134,
Enterococcus_faecium_DMEA02,Bacteria,rank_2,Enterococcus_faecium_DMEA02,Root,GH23,Bacteria,Enterococcus_faecium_DMEA02,
Enterococcus_faecium_F17E0263,Bacteria,rank_2,Enterococcus_faecium_F17E0263,Root,GH23,Bacteria,Enterococcus_faecium_F17E0263,
Enterococcus_faecium_fac90,Bacteria,rank_2,Enterococcus_faecium_fac90,Root,GH23,Bacteria,Enterococcus_faecium_fac90,
Enterococcus_faecium_HY07,Bacteria,rank_2,Enterococcus_faecium_HY07,Root,GH23,Bacteria,Enterococcus_faecium_HY07,
Enterococcus_faecium_isolate_EFE11651,Bacteria,rank_2,Enterococcus_faecium_isolate_EFE11651,Root,GH23,Bacteria,Enterococcus_faecium_isolate_EFE11651,
Enterococcus_faecium_JH5687,Bacteria,rank_2,Enterococcus_faecium_JH5687,Root,GH23,Bacteria,Enterococcus_faecium_JH5687,
Enterococcus_faecium_LS170308,Bacteria,rank_2,Enterococcus_faecium_LS170308,Root,GH23,Bacteria,Enterococcus_faecium_LS170308,
Enterococcus_faecium_NRRL_B-2354,Bacteria,rank_2,Enterococcus_faecium_NRRL_B-2354,Root,GH23,Bacteria,Enterococcus_faecium_NRRL_B-2354,
Enterococcus_faecium_PR05720-3,Bacteria,rank_2,Enterococcus_faecium_PR05720-3,Root,GH23,Bacteria,Enterococcus_faecium_PR05720-3,
Enterococcus_gallinarum_EGM181,Bacteria,rank_2,Enterococcus_gallinarum_EGM181,Root,GH23,Bacteria,Enterococcus_gallinarum_EGM181,
Enterococcus_gallinarum_FDAARGOS_375,Bacteria,rank_2,Enterococcus_gallinarum_FDAARGOS_375,Root,GH23,Bacteria,Enterococcus_gallinarum_FDAARGOS_375,
Enterococcus_gilvus_CR1,Bacteria,rank_2,Enterococcus_gilvus_CR1,Root,GH23,Bacteria,Enterococcus_gilvus_CR1,
Enterococcus_hirae_13152,Bacteria,rank_2,Enterococcus_hirae_13152,Root,GH23,Bacteria,Enterococcus_hirae_13152,
Enterococcus_hirae_708,Bacteria,rank_2,Enterococcus_hirae_708,Root,GH23,Bacteria,Enterococcus_hirae_708,
Enterococcus_hirae_ATCC_9790,Bacteria,rank_2,Enterococcus_hirae_ATCC_9790,Root,GH23,Bacteria,Enterococcus_hirae_ATCC_9790,
Enterococcus_hirae_fas4,Bacteria,rank_2,Enterococcus_hirae_fas4,Root,GH23,Bacteria,Enterococcus_hirae_fas4,
Enterococcus_hirae_FDAARGOS_1123,Bacteria,rank_2,Enterococcus_hirae_FDAARGOS_1123,Root,GH23,Bacteria,Enterococcus_hirae_FDAARGOS_1123,
Enterococcus_hirae_FDAARGOS_234,Bacteria,rank_2,Enterococcus_hirae_FDAARGOS_234,Root,GH23,Bacteria,Enterococcus_hirae_FDAARGOS_234,
Enterococcus_hirae_GDIAS-5,Bacteria,rank_2,Enterococcus_hirae_GDIAS-5,Root,GH23,Bacteria,Enterococcus_hirae_GDIAS-5,
Enterococcus_hirae_HDC14-2,Bacteria,rank_2,Enterococcus_hirae_HDC14-2,Root,GH23,Bacteria,Enterococcus_hirae_HDC14-2,
Enterococcus_hirae_R17,Bacteria,rank_2,Enterococcus_hirae_R17,Root,GH23,Bacteria,Enterococcus_hirae_R17,
Enterococcus_innesii_DB-1,Bacteria,rank_2,Enterococcus_innesii_DB-1,Root,GH23,Bacteria,Enterococcus_innesii_DB-1,
Enterococcus_lactis_DH9003,Bacteria,rank_2,Enterococcus_lactis_DH9003,Root,GH23,Bacteria,Enterococcus_lactis_DH9003,
Enterococcus_mundtii_15-1A,Bacteria,rank_2,Enterococcus_mundtii_15-1A,Root,GH23,Bacteria,Enterococcus_mundtii_15-1A,
Enterococcus_mundtii_DSM_4838,Bacteria,rank_2,Enterococcus_mundtii_DSM_4838,Root,GH23,Bacteria,Enterococcus_mundtii_DSM_4838,
Enterococcus_mundtii_P6,Bacteria,rank_2,Enterococcus_mundtii_P6,Root,GH23,Bacteria,Enterococcus_mundtii_P6,
Enterococcus_mundtii_Pe103,Bacteria,rank_2,Enterococcus_mundtii_Pe103,Root,GH23,Bacteria,Enterococcus_mundtii_Pe103,
Enterococcus_mundtii_Pe161,Bacteria,rank_2,Enterococcus_mundtii_Pe161,Root,GH23,Bacteria,Enterococcus_mundtii_Pe161,
Enterococcus_mundtii_QU_25_QU25,Bacteria,rank_2,Enterococcus_mundtii_QU_25_QU25,Root,GH23,Bacteria,Enterococcus_mundtii_QU_25_QU25,
Enterococcus_phage_113,Viruses,rank_2,Enterococcus_phage_113,Root,GH23,Viruses,Enterococcus_phage_113,
Enterococcus_phage_163,Viruses,rank_2,Enterococcus_phage_163,Root,GH23,Viruses,Enterococcus_phage_163,
Enterococcus_phage_Aramis,Viruses,rank_2,Enterococcus_phage_Aramis,Root,GH23,Viruses,Enterococcus_phage_Aramis,
Enterococcus_phage_Bp29,Viruses,rank_2,Enterococcus_phage_Bp29,Root,GH23,Viruses,Enterococcus_phage_Bp29,
Enterococcus_phage_Ec-ZZ2,Viruses,rank_2,Enterococcus_phage_Ec-ZZ2,Root,GH23,Viruses,Enterococcus_phage_Ec-ZZ2,
Enterococcus_phage_EFA-2,Viruses,rank_2,Enterococcus_phage_EFA-2,Root,GH23,Viruses,Enterococcus_phage_EFA-2,
Enterococcus_phage_EFA1,Viruses,rank_2,Enterococcus_phage_EFA1,Root,GH23,Viruses,Enterococcus_phage_EFA1,
Enterococcus_phage_EfaCPT1,Viruses,rank_2,Enterococcus_phage_EfaCPT1,Root,GH23,Viruses,Enterococcus_phage_EfaCPT1,
Enterococcus_phage_EFap02,Viruses,rank_2,Enterococcus_phage_EFap02,Root,GH23,Viruses,Enterococcus_phage_EFap02,
Enterococcus_phage_EFGrKN,Viruses,rank_2,Enterococcus_phage_EFGrKN,Root,GH23,Viruses,Enterococcus_phage_EFGrKN,
Enterococcus_phage_iF6,Viruses,rank_2,Enterococcus_phage_iF6,Root,GH23,Viruses,Enterococcus_phage_iF6,
Enterococcus_phage_IME-EF4,Viruses,rank_2,Enterococcus_phage_IME-EF4,Root,GH23,Viruses,Enterococcus_phage_IME-EF4,
Enterococcus_phage_IME-EFm1,Viruses,rank_2,Enterococcus_phage_IME-EFm1,Root,GH23,Viruses,Enterococcus_phage_IME-EFm1,
Enterococcus_phage_IME-EFm5,Viruses,rank_2,Enterococcus_phage_IME-EFm5,Root,GH23,Viruses,Enterococcus_phage_IME-EFm5,
Enterococcus_phage_IME_EF3,Viruses,rank_2,Enterococcus_phage_IME_EF3,Root,GH23,Viruses,Enterococcus_phage_IME_EF3,
Enterococcus_phage_LY0322,Viruses,rank_2,Enterococcus_phage_LY0322,Root,GH23,Viruses,Enterococcus_phage_LY0322,
Enterococcus_phage_LY0323,Viruses,rank_2,Enterococcus_phage_LY0323,Root,GH23,Viruses,Enterococcus_phage_LY0323,
Enterococcus_phage_MDA2,Viruses,rank_2,Enterococcus_phage_MDA2,Root,GH23,Viruses,Enterococcus_phage_MDA2,
Enterococcus_phage_PBEF129,Viruses,rank_2,Enterococcus_phage_PBEF129,Root,GH23,Viruses,Enterococcus_phage_PBEF129,
Enterococcus_phage_PEf771,Viruses,rank_2,Enterococcus_phage_PEf771,Root,GH23,Viruses,Enterococcus_phage_PEf771,
Enterococcus_phage_phiNASRA1,Viruses,rank_2,Enterococcus_phage_phiNASRA1,Root,GH23,Viruses,Enterococcus_phage_phiNASRA1,
Enterococcus_phage_phiSHEF10,Viruses,rank_2,Enterococcus_phage_phiSHEF10,Root,GH23,Viruses,Enterococcus_phage_phiSHEF10,
Enterococcus_phage_phiSHEF11,Viruses,rank_2,Enterococcus_phage_phiSHEF11,Root,GH23,Viruses,Enterococcus_phage_phiSHEF11,
Enterococcus_phage_phiSHEF13,Viruses,rank_2,Enterococcus_phage_phiSHEF13,Root,GH23,Viruses,Enterococcus_phage_phiSHEF13,
Enterococcus_phage_phiSHEF16,Viruses,rank_2,Enterococcus_phage_phiSHEF16,Root,GH23,Viruses,Enterococcus_phage_phiSHEF16,
Enterococcus_phage_phiSHEF5,Viruses,rank_2,Enterococcus_phage_phiSHEF5,Root,GH23,Viruses,Enterococcus_phage_phiSHEF5,
Enterococcus_phage_PMBT2,Viruses,rank_2,Enterococcus_phage_PMBT2,Root,GH23,Viruses,Enterococcus_phage_PMBT2,
Enterococcus_phage_Porthos,Viruses,rank_2,Enterococcus_phage_Porthos,Root,GH23,Viruses,Enterococcus_phage_Porthos,
Enterococcus_phage_SANTOR1,Viruses,rank_2,Enterococcus_phage_SANTOR1,Root,GH23,Viruses,Enterococcus_phage_SANTOR1,
Enterococcus_phage_Sigurd,Viruses,rank_2,Enterococcus_phage_Sigurd,Root,GH23,Viruses,Enterococcus_phage_Sigurd,
Enterococcus_phage_TJE1,Viruses,rank_2,Enterococcus_phage_TJE1,Root,GH23,Viruses,Enterococcus_phage_TJE1,
Enterococcus_phage_TJE2,Viruses,rank_2,Enterococcus_phage_TJE2,Root,GH23,Viruses,Enterococcus_phage_TJE2,
Enterococcus_phage_vB_EfaS-271,Viruses,rank_2,Enterococcus_phage_vB_EfaS-271,Root,GH23,Viruses,Enterococcus_phage_vB_EfaS-271,
Enterococcus_phage_vB_EfaS-SRH2,Viruses,rank_2,Enterococcus_phage_vB_EfaS-SRH2,Root,GH23,Viruses,Enterococcus_phage_vB_EfaS-SRH2,
Enterococcus_phage_vB_EfaS_AL2,Viruses,rank_2,Enterococcus_phage_vB_EfaS_AL2,Root,GH23,Viruses,Enterococcus_phage_vB_EfaS_AL2,
Enterococcus_phage_vB_EfaS_Ef5.2,Viruses,rank_2,Enterococcus_phage_vB_EfaS_Ef5.2,Root,GH23,Viruses,Enterococcus_phage_vB_EfaS_Ef5.2,
Enterococcus_phage_vB_EfaS_Ef5.3,Viruses,rank_2,Enterococcus_phage_vB_EfaS_Ef5.3,Root,GH23,Viruses,Enterococcus_phage_vB_EfaS_Ef5.3,
Enterococcus_phage_vB_EfaS_Ef5.4,Viruses,rank_2,Enterococcus_phage_vB_EfaS_Ef5.4,Root,GH23,Viruses,Enterococcus_phage_vB_EfaS_Ef5.4,
Enterococcus_phage_vB_EfaS_IME196,Viruses,rank_2,Enterococcus_phage_vB_EfaS_IME196,Root,GH23,Viruses,Enterococcus_phage_vB_EfaS_IME196,
Enterococcus_phage_vB_EfaS_LM99,Viruses,rank_2,Enterococcus_phage_vB_EfaS_LM99,Root,GH23,Viruses,Enterococcus_phage_vB_EfaS_LM99,
Enterococcus_phage_vB_EfaS_Max,Viruses,rank_2,Enterococcus_phage_vB_EfaS_Max,Root,GH23,Viruses,Enterococcus_phage_vB_EfaS_Max,
Enterococcus_phage_vB_EFaS_TV54,Viruses,rank_2,Enterococcus_phage_vB_EFaS_TV54,Root,GH23,Viruses,Enterococcus_phage_vB_EFaS_TV54,
Enterococcus_phage_vB_Efm_LG62,Viruses,rank_2,Enterococcus_phage_vB_Efm_LG62,Root,GH23,Viruses,Enterococcus_phage_vB_Efm_LG62,
Enterococcus_phage_vb_GEC_Ef_S_9,Viruses,rank_2,Enterococcus_phage_vb_GEC_Ef_S_9,Root,GH23,Viruses,Enterococcus_phage_vb_GEC_Ef_S_9,
Enterococcus_phage_vB_OCPT_Bill,Viruses,rank_2,Enterococcus_phage_vB_OCPT_Bill,Root,GH23,Viruses,Enterococcus_phage_vB_OCPT_Bill,
