"Module","Habitat","Metadata_Parameter","Correlation","P_value","Q_value"
"MEturquoise","Palsa","median_AirTemperature_growing",-0.169136179666393,0.200330021521768,0.310996202765647
"MEblue","Palsa","median_AirTemperature_growing",-0.116479282909793,0.379646876985879,0.505741736235008
"MEblack","Palsa","median_AirTemperature_growing",0.155960175199254,0.238176982336302,0.351333862833243
"MEred","Palsa","median_AirTemperature_growing",0.200085992323408,0.128657609784926,0.229320276699984
"MEgreen","Palsa","median_AirTemperature_growing",0.402477816391965,0.0015768695499096,0.00510163677911929
"MEpink","Palsa","median_AirTemperature_growing",0.38146153968111,0.00287330677265025,0.00837492902996697
"MEgrey","Palsa","median_AirTemperature_growing",-0.43989559145762,0.000489991390146352,0.00187151061432862
"MEyellow","Palsa","median_AirTemperature_all_growing",-0.213989981598346,0.103645264600372,0.195605033682074
"MEbrown","Palsa","median_AirTemperature_all_growing",-0.182374359963303,0.166819155753182,0.270993143312132
"MEturquoise","Palsa","median_AirTemperature_all_growing",-0.117826769595503,0.374120449060711,0.50362368142788
"MEblue","Palsa","median_AirTemperature_all_growing",-0.145217887317214,0.272465139538268,0.385658377655268
"MEblack","Palsa","median_AirTemperature_all_growing",0.015331882129567,0.908244270807864,0.942517639517594
"MEred","Palsa","median_AirTemperature_all_growing",0.17353989788965,0.188690243759024,0.300189024162084
"MEgreen","Palsa","median_AirTemperature_all_growing",0.189868560355162,0.14977045778184,0.264481866400875
"MEpink","Palsa","median_AirTemperature_all_growing",0.201190143022543,0.12651826445029,0.226555961922613
"MEgrey","Palsa","median_AirTemperature_all_growing",-0.0546988297392462,0.680729103705626,0.766317850662766
"MEyellow","Palsa","mean_AirTemperature_7d",-0.38422513564658,0.00266115308370128,0.00794220106375964
"MEbrown","Palsa","mean_AirTemperature_7d",-0.330193626748903,0.0106470960689921,0.0264019289705806
"MEturquoise","Palsa","mean_AirTemperature_7d",-0.190548905243186,0.148289309715818,0.263093936592581
"MEblue","Palsa","mean_AirTemperature_7d",-0.1554478007619,0.23974174129148,0.352292253424503
"MEblack","Palsa","mean_AirTemperature_7d",0.0922836350360111,0.486953077879922,0.610674055321726
"MEred","Palsa","mean_AirTemperature_7d",0.0911527979492344,0.492329322905728,0.61541165363216
"MEgreen","Palsa","mean_AirTemperature_7d",0.381212327749025,0.00289315730126132,0.00837492902996697
"MEpink","Palsa","mean_AirTemperature_7d",0.383320858880827,0.00272898518896752,0.00802029998284348
"MEgrey","Palsa","mean_AirTemperature_7d",-0.237576868860766,0.0700085134243097,0.140381654522704
"MEyellow","Palsa","mean_AirTemperature_14d",-0.449431432846378,0.000355847422848171,0.00144211850312154
"MEbrown","Palsa","mean_AirTemperature_14d",-0.385872130371054,0.00254145135882783,0.00770439978857255
"MEturquoise","Palsa","mean_AirTemperature_14d",-0.23441348705947,0.0739327114115063,0.146722133471288
"MEblue","Palsa","mean_AirTemperature_14d",-0.168386225132837,0.202362036107689,0.312889091973735
"MEblack","Palsa","mean_AirTemperature_14d",0.106513770914248,0.42201489812685,0.550765206029957
"MEred","Palsa","mean_AirTemperature_14d",0.0927017522728535,0.484973105066735,0.610178579904225
"MEgreen","Palsa","mean_AirTemperature_14d",0.452903782383973,0.000315980631672939,0.0012941759914264
"MEpink","Palsa","mean_AirTemperature_14d",0.446714255626381,0.000390178598847152,0.00156477875579326
"MEgrey","Palsa","mean_AirTemperature_14d",-0.313986465642624,0.0154453555605608,0.0369345459056889
"MEyellow","Palsa","mean_AirTemperature_21d",-0.482964109154187,0.00010694689642532,0.000534734482126602
"MEbrown","Palsa","mean_AirTemperature_21d",-0.414298534789666,0.00110578741366811,0.00380114423448413
"MEturquoise","Palsa","mean_AirTemperature_21d",-0.24429809541168,0.0622230525744845,0.12905046322988
"MEblue","Palsa","mean_AirTemperature_21d",-0.170066650541809,0.197829103669776,0.308357104910379
"MEblack","Palsa","mean_AirTemperature_21d",0.131432934580083,0.321066872322829,0.44464297066291
"MEred","Palsa","mean_AirTemperature_21d",0.130682992987637,0.323859937626477,0.445307414236406
"MEgreen","Palsa","mean_AirTemperature_21d",0.471620260288432,0.000162871715852966,0.000755489284378215
"MEpink","Palsa","mean_AirTemperature_21d",0.475207283492527,0.000142813874052817,0.000687291768879184
"MEgrey","Palsa","mean_AirTemperature_21d",-0.383899779273213,0.00268538418429564,0.00795286854579863
"MEyellow","Palsa","mean_AirTemperature_28d",-0.409389854804665,0.00128336907426013,0.00429649646600131
"MEbrown","Palsa","mean_AirTemperature_28d",-0.371389150851583,0.00377934573701274,0.0107781341388882
"MEturquoise","Palsa","mean_AirTemperature_28d",-0.1860656557442,0.158252458101795,0.267224545478909
"MEblue","Palsa","mean_AirTemperature_28d",-0.0872215111342164,0.511257953202027,0.630879205073015
"MEblack","Palsa","mean_AirTemperature_28d",0.187892979756126,0.15413364567009,0.266105173017869
"MEred","Palsa","mean_AirTemperature_28d",0.183235212938119,0.164791604627866,0.270846401850809
"MEgreen","Palsa","mean_AirTemperature_28d",0.36917330283657,0.00400967778343636,0.0113509260781103
"MEpink","Palsa","mean_AirTemperature_28d",0.3638433562284,0.00461521985699784,0.0129626095688588
"MEgrey","Palsa","mean_AirTemperature_28d",-0.421753003124378,0.000878151486652516,0.00313044742927054
"MEyellow","Palsa","mean_AirTemperature_growing",-0.418599421175024,0.000968715088296484,0.00342160833939584
"MEbrown","Palsa","mean_AirTemperature_growing",-0.372122297759693,0.0037057564176579,0.0106471359761067
"MEturquoise","Palsa","mean_AirTemperature_growing",-0.188334176531629,0.153151175586816,0.266105173017869
"MEblue","Palsa","mean_AirTemperature_growing",-0.0960291822771057,0.469368666628586,0.596392530204639
"MEblack","Palsa","mean_AirTemperature_growing",0.164213596017165,0.213934986706151,0.321738163601048
"MEred","Palsa","mean_AirTemperature_growing",0.203379697126003,0.122355778369118,0.221707461768014
"MEgreen","Palsa","mean_AirTemperature_growing",0.399368605854238,0.00172749226749076,0.00545151248347494
"MEpink","Palsa","mean_AirTemperature_growing",0.353704098792999,0.00599286612262473,0.0158031058713049
"MEgrey","Palsa","mean_AirTemperature_growing",-0.427808431821583,0.000725365736008189,0.0026701498504894
"MEyellow","Palsa","mean_AirTemperature_all_growing",-0.273299749963996,0.0362249017153907,0.0801527997725599
"MEbrown","Palsa","mean_AirTemperature_all_growing",-0.254645042163363,0.0516148236460595,0.109788437037198
"MEturquoise","Palsa","mean_AirTemperature_all_growing",-0.172257400734487,0.192028800111337,0.3017595430321
"MEblue","Palsa","mean_AirTemperature_all_growing",-0.117481419375382,0.375532191329603,0.503762695686053
"MEblack","Palsa","mean_AirTemperature_all_growing",0.0575101021893468,0.665268856311506,0.758870864944417
"MEred","Palsa","mean_AirTemperature_all_growing",0.151056003777557,0.253443512067278,0.36682613588685
"MEgreen","Palsa","mean_AirTemperature_all_growing",0.269743314292213,0.0388214328793053,0.0849218844234804
"MEpink","Palsa","mean_AirTemperature_all_growing",0.23325824474174,0.0754086796249045,0.148883803361991
"MEgrey","Palsa","mean_AirTemperature_all_growing",-0.129756021396026,0.327333553908612,0.448481915497565
"MEyellow","Palsa","pct_time_below_WTD_21d",NA,NA,NA
"MEbrown","Palsa","pct_time_below_WTD_21d",NA,NA,NA
"MEturquoise","Palsa","pct_time_below_WTD_21d",NA,NA,NA
"MEblue","Palsa","pct_time_below_WTD_21d",NA,NA,NA
"MEblack","Palsa","pct_time_below_WTD_21d",NA,NA,NA
"MEred","Palsa","pct_time_below_WTD_21d",NA,NA,NA
"MEgreen","Palsa","pct_time_below_WTD_21d",NA,NA,NA
"MEpink","Palsa","pct_time_below_WTD_21d",NA,NA,NA
"MEgrey","Palsa","pct_time_below_WTD_21d",NA,NA,NA
"MEyellow","Palsa","pct_time_below_WTD_28d",NA,NA,NA
"MEbrown","Palsa","pct_time_below_WTD_28d",NA,NA,NA
"MEturquoise","Palsa","pct_time_below_WTD_28d",NA,NA,NA
"MEblue","Palsa","pct_time_below_WTD_28d",NA,NA,NA
"MEblack","Palsa","pct_time_below_WTD_28d",NA,NA,NA
"MEred","Palsa","pct_time_below_WTD_28d",NA,NA,NA
"MEgreen","Palsa","pct_time_below_WTD_28d",NA,NA,NA
"MEpink","Palsa","pct_time_below_WTD_28d",NA,NA,NA
"MEgrey","Palsa","pct_time_below_WTD_28d",NA,NA,NA
"MEyellow","Palsa","pct_time_below_WTD_growing",NA,NA,NA
"MEbrown","Palsa","pct_time_below_WTD_growing",NA,NA,NA
"MEturquoise","Palsa","pct_time_below_WTD_growing",NA,NA,NA
"MEblue","Palsa","pct_time_below_WTD_growing",NA,NA,NA
"MEblack","Palsa","pct_time_below_WTD_growing",NA,NA,NA
"MEred","Palsa","pct_time_below_WTD_growing",NA,NA,NA
"MEgreen","Palsa","pct_time_below_WTD_growing",NA,NA,NA
"MEpink","Palsa","pct_time_below_WTD_growing",NA,NA,NA
"MEgrey","Palsa","pct_time_below_WTD_growing",NA,NA,NA
"MEyellow","Palsa","pct_time_below_WTD_all_growing",NA,NA,NA
"MEbrown","Palsa","pct_time_below_WTD_all_growing",NA,NA,NA
"MEturquoise","Palsa","pct_time_below_WTD_all_growing",NA,NA,NA
"MEblue","Palsa","pct_time_below_WTD_all_growing",NA,NA,NA
"MEblack","Palsa","pct_time_below_WTD_all_growing",NA,NA,NA
"MEred","Palsa","pct_time_below_WTD_all_growing",NA,NA,NA
"MEgreen","Palsa","pct_time_below_WTD_all_growing",NA,NA,NA
"MEpink","Palsa","pct_time_below_WTD_all_growing",NA,NA,NA
"MEgrey","Palsa","pct_time_below_WTD_all_growing",NA,NA,NA
"MEyellow","Palsa","d13CH4_AVE_1wk_before_coring",NA,NA,NA
"MEbrown","Palsa","d13CH4_AVE_1wk_before_coring",NA,NA,NA
"MEturquoise","Palsa","d13CH4_AVE_1wk_before_coring",NA,NA,NA
"MEblue","Palsa","d13CH4_AVE_1wk_before_coring",NA,NA,NA
"MEblack","Palsa","d13CH4_AVE_1wk_before_coring",NA,NA,NA
"MEred","Palsa","d13CH4_AVE_1wk_before_coring",NA,NA,NA
"MEgreen","Palsa","d13CH4_AVE_1wk_before_coring",NA,NA,NA
"MEpink","Palsa","d13CH4_AVE_1wk_before_coring",NA,NA,NA
"MEgrey","Palsa","d13CH4_AVE_1wk_before_coring",NA,NA,NA
"MEyellow","Palsa","d13CH4_SE_1wk_before_coring",NA,NA,NA
"MEbrown","Palsa","d13CH4_SE_1wk_before_coring",NA,NA,NA
"MEturquoise","Palsa","d13CH4_SE_1wk_before_coring",NA,NA,NA
"MEblue","Palsa","d13CH4_SE_1wk_before_coring",NA,NA,NA
"MEblack","Palsa","d13CH4_SE_1wk_before_coring",NA,NA,NA
"MEred","Palsa","d13CH4_SE_1wk_before_coring",NA,NA,NA
"MEgreen","Palsa","d13CH4_SE_1wk_before_coring",NA,NA,NA
"MEpink","Palsa","d13CH4_SE_1wk_before_coring",NA,NA,NA
"MEgrey","Palsa","d13CH4_SE_1wk_before_coring",NA,NA,NA
"MEyellow","Palsa","CH4_Flux_AVE_1wk_before_coring",0.0559430025884155,0.673870345934209,0.760821358312816
"MEbrown","Palsa","CH4_Flux_AVE_1wk_before_coring",-0.0205238382691479,0.877381266750536,0.920413590460372
"MEturquoise","Palsa","CH4_Flux_AVE_1wk_before_coring",0.019209180096558,0.885180812980512,0.923562636849586
"MEblue","Palsa","CH4_Flux_AVE_1wk_before_coring",0.185542042848632,0.15944750690279,0.268066769247049
"MEblack","Palsa","CH4_Flux_AVE_1wk_before_coring",0.170287286395913,0.197239354632427,0.308357104910379
"MEred","Palsa","CH4_Flux_AVE_1wk_before_coring",0.069716969918756,0.599800381213077,0.70402919415108
"MEgreen","Palsa","CH4_Flux_AVE_1wk_before_coring",-0.10363945144523,0.43471789485149,0.5597538110964
"MEpink","Palsa","CH4_Flux_AVE_1wk_before_coring",-0.137258343459036,0.299894413226853,0.416820754845986
"MEgrey","Palsa","CH4_Flux_AVE_1wk_before_coring",-0.186586930621389,0.157069316050571,0.266395095504272
"MEyellow","Palsa","CH4_Flux_SE_1wk_before_coring",-0.0340367050850246,0.798011683495345,0.853429161515855
"MEbrown","Palsa","CH4_Flux_SE_1wk_before_coring",-0.0996462599333717,0.452717235235046,0.578551812816808
"MEturquoise","Palsa","CH4_Flux_SE_1wk_before_coring",0.00362250249172545,0.978276527894114,0.980824123018839
"MEblue","Palsa","CH4_Flux_SE_1wk_before_coring",0.184353316208126,0.162185197049462,0.270846401850809
"MEblack","Palsa","CH4_Flux_SE_1wk_before_coring",0.225799296839916,0.0855100433894465,0.166808428668954
"MEred","Palsa","CH4_Flux_SE_1wk_before_coring",0.151380925276262,0.252411993179953,0.366711763676535
"MEgreen","Palsa","CH4_Flux_SE_1wk_before_coring",-0.0227029675051139,0.864478858776133,0.91435263909014
"MEpink","Palsa","CH4_Flux_SE_1wk_before_coring",-0.0881631128147368,0.506690829128451,0.627604353827492
"MEgrey","Palsa","CH4_Flux_SE_1wk_before_coring",-0.321214856941277,0.013115030876676,0.0318981477815547
"MEyellow","Palsa","d13CH4_AVE_2wk_before_coring",NA,NA,NA
"MEbrown","Palsa","d13CH4_AVE_2wk_before_coring",NA,NA,NA
"MEturquoise","Palsa","d13CH4_AVE_2wk_before_coring",NA,NA,NA
"MEblue","Palsa","d13CH4_AVE_2wk_before_coring",NA,NA,NA
"MEblack","Palsa","d13CH4_AVE_2wk_before_coring",NA,NA,NA
"MEred","Palsa","d13CH4_AVE_2wk_before_coring",NA,NA,NA
"MEgreen","Palsa","d13CH4_AVE_2wk_before_coring",NA,NA,NA
"MEpink","Palsa","d13CH4_AVE_2wk_before_coring",NA,NA,NA
"MEgrey","Palsa","d13CH4_AVE_2wk_before_coring",NA,NA,NA
"MEyellow","Palsa","d13CH4_SE_2wk_before_coring",NA,NA,NA
"MEbrown","Palsa","d13CH4_SE_2wk_before_coring",NA,NA,NA
"MEturquoise","Palsa","d13CH4_SE_2wk_before_coring",NA,NA,NA
"MEblue","Palsa","d13CH4_SE_2wk_before_coring",NA,NA,NA
"MEblack","Palsa","d13CH4_SE_2wk_before_coring",NA,NA,NA
"MEred","Palsa","d13CH4_SE_2wk_before_coring",NA,NA,NA
"MEgreen","Palsa","d13CH4_SE_2wk_before_coring",NA,NA,NA
"MEpink","Palsa","d13CH4_SE_2wk_before_coring",NA,NA,NA
"MEgrey","Palsa","d13CH4_SE_2wk_before_coring",NA,NA,NA
"MEyellow","Palsa","CH4_Flux_AVE_2wk_before_coring",-0.0354232681343288,0.789967231009231,0.852052346069313
"MEbrown","Palsa","CH4_Flux_AVE_2wk_before_coring",-0.0843056126917141,0.525532726219189,0.64436337450442
"MEturquoise","Palsa","CH4_Flux_AVE_2wk_before_coring",-0.0881046252350365,0.506973906598312,0.627604353827492
"MEblue","Palsa","CH4_Flux_AVE_2wk_before_coring",0.0538117344801935,0.685635181240523,0.769590509555689
"MEblack","Palsa","CH4_Flux_AVE_2wk_before_coring",0.110285565230737,0.405671316940205,0.533049341371942
"MEred","Palsa","CH4_Flux_AVE_2wk_before_coring",0.101905632588927,0.442483207460897,0.567853449574818
"MEgreen","Palsa","CH4_Flux_AVE_2wk_before_coring",-0.034639615077028,0.794511148672425,0.852052346069313
"MEpink","Palsa","CH4_Flux_AVE_2wk_before_coring",0.0082118414176839,0.950779622163955,0.96076156045439
"MEgrey","Palsa","CH4_Flux_AVE_2wk_before_coring",-0.130766464231415,0.323548299492668,0.445307414236406
"MEyellow","Palsa","CH4_Flux_SE_2wk_before_coring",-0.2895426673155,0.026127178416789,0.0605961668100226
"MEbrown","Palsa","CH4_Flux_SE_2wk_before_coring",-0.307483951651447,0.017836195203089,0.0421284365226336
"MEturquoise","Palsa","CH4_Flux_SE_2wk_before_coring",-0.189560132559219,0.150445529199459,0.264481866400875
"MEblue","Palsa","CH4_Flux_SE_2wk_before_coring",0.0178953497734805,0.892986282270947,0.929188428849499
"MEblack","Palsa","CH4_Flux_SE_2wk_before_coring",0.215320234502315,0.101464903133447,0.192433436977227
"MEred","Palsa","CH4_Flux_SE_2wk_before_coring",0.186793904990773,0.156601359185662,0.266395095504272
"MEgreen","Palsa","CH4_Flux_SE_2wk_before_coring",0.225604679642017,0.0857871918868907,0.166808428668954
"MEpink","Palsa","CH4_Flux_SE_2wk_before_coring",0.2023404974887,0.124318185249809,0.223656548229797
"MEgrey","Palsa","CH4_Flux_SE_2wk_before_coring",-0.403984091256023,0.00150822172187973,0.00496295181986064
"MEyellow","Palsa","d13CH4_AVE_3wk_before_coring",NA,NA,NA
"MEbrown","Palsa","d13CH4_AVE_3wk_before_coring",NA,NA,NA
"MEturquoise","Palsa","d13CH4_AVE_3wk_before_coring",NA,NA,NA
"MEblue","Palsa","d13CH4_AVE_3wk_before_coring",NA,NA,NA
"MEblack","Palsa","d13CH4_AVE_3wk_before_coring",NA,NA,NA
"MEred","Palsa","d13CH4_AVE_3wk_before_coring",NA,NA,NA
"MEgreen","Palsa","d13CH4_AVE_3wk_before_coring",NA,NA,NA
"MEpink","Palsa","d13CH4_AVE_3wk_before_coring",NA,NA,NA
"MEgrey","Palsa","d13CH4_AVE_3wk_before_coring",NA,NA,NA
"MEyellow","Palsa","d13CH4_SE_3wk_before_coring",NA,NA,NA
"MEbrown","Palsa","d13CH4_SE_3wk_before_coring",NA,NA,NA
"MEturquoise","Palsa","d13CH4_SE_3wk_before_coring",NA,NA,NA
"MEblue","Palsa","d13CH4_SE_3wk_before_coring",NA,NA,NA
"MEblack","Palsa","d13CH4_SE_3wk_before_coring",NA,NA,NA
"MEred","Palsa","d13CH4_SE_3wk_before_coring",NA,NA,NA
"MEgreen","Palsa","d13CH4_SE_3wk_before_coring",NA,NA,NA
"MEpink","Palsa","d13CH4_SE_3wk_before_coring",NA,NA,NA
"MEgrey","Palsa","d13CH4_SE_3wk_before_coring",NA,NA,NA
"MEyellow","Palsa","CH4_Flux_AVE_3wk_before_coring",-0.126233419294382,0.340747448547046,0.463561016574603
"MEbrown","Palsa","CH4_Flux_AVE_3wk_before_coring",-0.179133719688382,0.174615486153429,0.28063873992636
"MEturquoise","Palsa","CH4_Flux_AVE_3wk_before_coring",-0.0419447855912918,0.752435660133384,0.822976503270889
"MEblue","Palsa","CH4_Flux_AVE_3wk_before_coring",0.183708478011758,0.163684655804143,0.270846401850809
"MEblack","Palsa","CH4_Flux_AVE_3wk_before_coring",0.241101434165693,0.0658341392216243,0.134106579895901
"MEred","Palsa","CH4_Flux_AVE_3wk_before_coring",0.0457650176943052,0.73070575846617,0.810725409249208
"MEgreen","Palsa","CH4_Flux_AVE_3wk_before_coring",0.141511533361043,0.285022308466616,0.401954537581125
"MEpink","Palsa","CH4_Flux_AVE_3wk_before_coring",0.00174847548204983,0.98951375107486,0.98951375107486
"MEgrey","Palsa","CH4_Flux_AVE_3wk_before_coring",-0.338984180658475,0.00863099003851077,0.0220061666544811
"MEyellow","Palsa","CH4_Flux_SE_3wk_before_coring",-0.280475978985581,0.0314229912085441,0.0711638330311146
"MEbrown","Palsa","CH4_Flux_SE_3wk_before_coring",-0.315724157924712,0.0148549928255226,0.0357448264864138
"MEturquoise","Palsa","CH4_Flux_SE_3wk_before_coring",-0.151589411616913,0.251751619842667,0.366711763676535
"MEblue","Palsa","CH4_Flux_SE_3wk_before_coring",0.0941831501521709,0.477992318897518,0.605352114393239
"MEblack","Palsa","CH4_Flux_SE_3wk_before_coring",0.276389709371095,0.0340874906059879,0.0763004876936358
"MEred","Palsa","CH4_Flux_SE_3wk_before_coring",0.172430825624981,0.191574890469589,0.3017595430321
"MEgreen","Palsa","CH4_Flux_SE_3wk_before_coring",0.268395700796015,0.0398446910023467,0.0866678307113191
"MEpink","Palsa","CH4_Flux_SE_3wk_before_coring",0.149461057722191,0.258548350015207,0.368670795392054
"MEgrey","Palsa","CH4_Flux_SE_3wk_before_coring",-0.453651753852313,0.000307944644420715,0.00127482460324705
"MEyellow","Palsa","d13CH4_AVE_4wk_before_coring",NA,NA,NA
"MEbrown","Palsa","d13CH4_AVE_4wk_before_coring",NA,NA,NA
"MEturquoise","Palsa","d13CH4_AVE_4wk_before_coring",NA,NA,NA
"MEblue","Palsa","d13CH4_AVE_4wk_before_coring",NA,NA,NA
"MEblack","Palsa","d13CH4_AVE_4wk_before_coring",NA,NA,NA
"MEred","Palsa","d13CH4_AVE_4wk_before_coring",NA,NA,NA
"MEgreen","Palsa","d13CH4_AVE_4wk_before_coring",NA,NA,NA
"MEpink","Palsa","d13CH4_AVE_4wk_before_coring",NA,NA,NA
"MEgrey","Palsa","d13CH4_AVE_4wk_before_coring",NA,NA,NA
"MEyellow","Palsa","d13CH4_SE_4wk_before_coring",NA,NA,NA
"MEbrown","Palsa","d13CH4_SE_4wk_before_coring",NA,NA,NA
"MEturquoise","Palsa","d13CH4_SE_4wk_before_coring",NA,NA,NA
"MEblue","Palsa","d13CH4_SE_4wk_before_coring",NA,NA,NA
"MEblack","Palsa","d13CH4_SE_4wk_before_coring",NA,NA,NA
"MEred","Palsa","d13CH4_SE_4wk_before_coring",NA,NA,NA
"MEgreen","Palsa","d13CH4_SE_4wk_before_coring",NA,NA,NA
"MEpink","Palsa","d13CH4_SE_4wk_before_coring",NA,NA,NA
"MEgrey","Palsa","d13CH4_SE_4wk_before_coring",NA,NA,NA
"MEyellow","Palsa","CH4_Flux_AVE_4wk_before_coring",-0.581142977524067,1.39296359423448e-06,9.40861375053116e-06
"MEbrown","Palsa","CH4_Flux_AVE_4wk_before_coring",-0.531379097468816,1.48899337395355e-05,8.9572257651893e-05
"MEturquoise","Palsa","CH4_Flux_AVE_4wk_before_coring",-0.432715373795372,0.000619658145239373,0.00232891372223014
"MEblue","Palsa","CH4_Flux_AVE_4wk_before_coring",-0.217587554807293,0.0978307766313784,0.186711898036096
"MEblack","Palsa","CH4_Flux_AVE_4wk_before_coring",0.167028090492056,0.206079052078157,0.316097350797174
"MEred","Palsa","CH4_Flux_AVE_4wk_before_coring",0.17380996582217,0.187992555093176,0.300189024162084
"MEgreen","Palsa","CH4_Flux_AVE_4wk_before_coring",0.594036172180638,7.05928250721976e-07,5.54657911281553e-06
"MEpink","Palsa","CH4_Flux_AVE_4wk_before_coring",0.458621935440108,0.000259105117485821,0.00112084798013529
"MEgrey","Palsa","CH4_Flux_AVE_4wk_before_coring",-0.35421827273034,0.0059151756899449,0.0157058113146813
"MEyellow","Palsa","CH4_Flux_SE_4wk_before_coring",-0.63694142448109,5.84891517107829e-08,5.77392907914139e-07
"MEbrown","Palsa","CH4_Flux_SE_4wk_before_coring",-0.589479243977022,9.00635571758153e-07,6.54235273824319e-06
"MEturquoise","Palsa","CH4_Flux_SE_4wk_before_coring",-0.470959298786585,0.000166837643241858,0.000764672531525183
"MEblue","Palsa","CH4_Flux_SE_4wk_before_coring",-0.240116746694649,0.0669797397920536,0.135722104315477
"MEblack","Palsa","CH4_Flux_SE_4wk_before_coring",0.238152642458673,0.0693124969892849,0.139713671941752
"MEred","Palsa","CH4_Flux_SE_4wk_before_coring",0.361706485829779,0.00487976821078711,0.0134193625796645
"MEgreen","Palsa","CH4_Flux_SE_4wk_before_coring",0.565344615550307,3.0818195667843e-06,2.01101785290162e-05
"MEpink","Palsa","CH4_Flux_SE_4wk_before_coring",0.491494491818001,7.7182798369734e-05,0.000401722471096729
"MEgrey","Palsa","CH4_Flux_SE_4wk_before_coring",-0.470528567609623,0.000169469501388183,0.000767597153346474
"MEyellow","Palsa","alphaC",NA,NA,NA
"MEbrown","Palsa","alphaC",NA,NA,NA
"MEturquoise","Palsa","alphaC",NA,NA,NA
"MEblue","Palsa","alphaC",NA,NA,NA
"MEblack","Palsa","alphaC",NA,NA,NA
"MEred","Palsa","alphaC",NA,NA,NA
"MEgreen","Palsa","alphaC",NA,NA,NA
"MEpink","Palsa","alphaC",NA,NA,NA
"MEgrey","Palsa","alphaC",NA,NA,NA
"MEyellow","Palsa","CH4_CO2_porewater_percent",NA,NA,NA
"MEbrown","Palsa","CH4_CO2_porewater_percent",NA,NA,NA
"MEturquoise","Palsa","CH4_CO2_porewater_percent",NA,NA,NA
"MEblue","Palsa","CH4_CO2_porewater_percent",NA,NA,NA
"MEblack","Palsa","CH4_CO2_porewater_percent",NA,NA,NA
"MEred","Palsa","CH4_CO2_porewater_percent",NA,NA,NA
"MEgreen","Palsa","CH4_CO2_porewater_percent",NA,NA,NA
"MEpink","Palsa","CH4_CO2_porewater_percent",NA,NA,NA
"MEgrey","Palsa","CH4_CO2_porewater_percent",NA,NA,NA
"MEyellow","Palsa","CH4_CO2_porewater_ratio",NA,NA,NA
"MEbrown","Palsa","CH4_CO2_porewater_ratio",NA,NA,NA
"MEturquoise","Palsa","CH4_CO2_porewater_ratio",NA,NA,NA
"MEblue","Palsa","CH4_CO2_porewater_ratio",NA,NA,NA
"MEblack","Palsa","CH4_CO2_porewater_ratio",NA,NA,NA
"MEred","Palsa","CH4_CO2_porewater_ratio",NA,NA,NA
"MEgreen","Palsa","CH4_CO2_porewater_ratio",NA,NA,NA
"MEpink","Palsa","CH4_CO2_porewater_ratio",NA,NA,NA
"MEgrey","Palsa","CH4_CO2_porewater_ratio",NA,NA,NA
"MEyellow","Palsa","WTD",NA,NA,NA
"MEbrown","Palsa","WTD",NA,NA,NA
"MEturquoise","Palsa","WTD",NA,NA,NA
"MEblue","Palsa","WTD",NA,NA,NA
"MEblack","Palsa","WTD",NA,NA,NA
"MEred","Palsa","WTD",NA,NA,NA
"MEgreen","Palsa","WTD",NA,NA,NA
"MEpink","Palsa","WTD",NA,NA,NA
"MEgrey","Palsa","WTD",NA,NA,NA
"MEyellow","Palsa","ALD",-0.0802436160051907,0.545743491371729,0.656800934664867
"MEbrown","Palsa","ALD",0.0666468052902886,0.615998970393717,0.710058693417907
"MEturquoise","Palsa","ALD",0.182710484567296,0.166025326848808,0.270846401850809
"MEblue","Palsa","ALD",-0.115845759141628,0.382261935699708,0.505741736235008
"MEblack","Palsa","ALD",0.0349229391264996,0.79286753632447,0.852052346069313
"MEred","Palsa","ALD",0.00835891352201703,0.949899215786387,0.96076156045439
"MEgreen","Palsa","ALD",-0.0137701505057355,0.91755637412323,0.944543326303325
"MEpink","Palsa","ALD",-0.0566159201536686,0.670171672937927,0.758870864944417
"MEgrey","Palsa","ALD",-0.0420100074479697,0.752063009021042,0.822976503270889
"MEyellow","Palsa","Min_ALD",-0.0802436160051907,0.545743491371729,0.656800934664867
"MEbrown","Palsa","Min_ALD",0.0666468052902886,0.615998970393717,0.710058693417907
"MEturquoise","Palsa","Min_ALD",0.182710484567296,0.166025326848808,0.270846401850809
"MEblue","Palsa","Min_ALD",-0.115845759141628,0.382261935699708,0.505741736235008
"MEblack","Palsa","Min_ALD",0.0349229391264996,0.79286753632447,0.852052346069313
"MEred","Palsa","Min_ALD",0.00835891352201703,0.949899215786387,0.96076156045439
"MEgreen","Palsa","Min_ALD",-0.0137701505057355,0.91755637412323,0.944543326303325
"MEpink","Palsa","Min_ALD",-0.0566159201536686,0.670171672937927,0.758870864944417
"MEgrey","Palsa","Min_ALD",-0.0420100074479697,0.752063009021042,0.822976503270889
"MEyellow","Palsa","Min_PF_dist_from_sample",0.472824698980771,0.000155865991406685,0.000740844527056466
"MEbrown","Palsa","Min_PF_dist_from_sample",0.691179564164015,1.36401653889474e-09,1.94498654620176e-08
"MEturquoise","Palsa","Min_PF_dist_from_sample",0.671022563003396,6.03967027002261e-09,7.26647829362095e-08
"MEblue","Palsa","Min_PF_dist_from_sample",-0.0122519669837254,0.92661939115392,0.94879911062303
"MEblack","Palsa","Min_PF_dist_from_sample",-0.358471687974559,0.00530565232560016,0.0142844485689235
"MEred","Palsa","Min_PF_dist_from_sample",-0.44582191596851,0.000402093621385872,0.00159593860034599
