"Module","Habitat","Metadata_Parameter","Correlation","P_value","Q_value"
"MEmagenta","Fen","Ammonia.uM__",0.675407084164655,4.9517642270046e-10,1.59980075026303e-08
"MEbrown","Fen","Ammonia.uM__",-0.104859360738606,0.40207656407104,0.550145662976382
"MEred","Fen","Ammonia.uM__",-0.309034781407039,0.0115773198211572,0.0454740111907975
"MEgreen","Fen","Ammonia.uM__",-0.157096503326755,0.207773383528302,0.339810804471923
"MEpink","Fen","Ammonia.uM__",-0.302162266317169,0.0136703761489212,0.0510360709559725
"MEyellow","Fen","Ammonia.uM__",0.0180002413124805,0.885933075975716,0.918745412122965
"MEgrey","Fen","Ammonia.uM__",-0.342485138337521,0.004879680918415,0.0242540353341337
"MEgreenyellow","Fen","C.percent__",-0.605247734340718,7.31504329872159e-08,1.46300865974432e-06
"MEpurple","Fen","C.percent__",-0.743892570814606,8.29128780963711e-13,3.48234088004759e-11
"MEturquoise","Fen","C.percent__",-0.665755951360956,1.06542840195671e-09,3.19628520587012e-08
"MEblack","Fen","C.percent__",0.119744496692918,0.338227496012912,0.490692740329613
"MEblue","Fen","C.percent__",0.216725986305959,0.0804832365249982,0.174242058456182
"MEmagenta","Fen","C.percent__",-0.168550218002141,0.176104545818427,0.302510876252513
"MEbrown","Fen","C.percent__",0.304178037380869,0.0130250722709874,0.0497320941255883
"MEred","Fen","C.percent__",0.0998994860068427,0.424824135116625,0.563821244510241
"MEgreen","Fen","C.percent__",0.480426951749499,4.45519826246168e-05,0.000406778971789979
"MEpink","Fen","C.percent__",0.52614084243673,5.70250922856704e-06,7.36939654153278e-05
"MEyellow","Fen","C.percent__",0.722934874272004,7.16896239294619e-12,2.61822974351078e-10
"MEgrey","Fen","C.percent__",0.117666730391747,0.346736350737324,0.497028216073979
"MEgreenyellow","Fen","N.percent__",-0.253289858467276,0.0401683711332012,0.107800101443735
"MEpurple","Fen","N.percent__",-0.355238613932793,0.00342308722124488,0.0176688821124165
"MEturquoise","Fen","N.percent__",-0.35788662354967,0.00317440020886085,0.0166114533873188
"MEblack","Fen","N.percent__",-0.179992042431896,0.148131260699678,0.271089888862156
"MEblue","Fen","N.percent__",0.525074018456872,6.00343954241914e-06,7.64074123580618e-05
"MEmagenta","Fen","N.percent__",-0.0378761750734714,0.762700391043647,0.833571724744662
"MEbrown","Fen","N.percent__",0.0265391456288749,0.832479366378744,0.884048884649994
"MEred","Fen","N.percent__",-0.134766380440739,0.280650501632602,0.434643870802165
"MEgreen","Fen","N.percent__",0.162978486633926,0.191040524148825,0.321763078352823
"MEpink","Fen","N.percent__",-0.13253255857668,0.288773721170545,0.440121023996522
"MEyellow","Fen","N.percent__",0.326441972014243,0.0074713925383645,0.0333828177246073
"MEgrey","Fen","N.percent__",0.242230334348218,0.0500449958788995,0.126619869091192
"MEgreenyellow","Fen","d13C_peat__",-0.2876804038925,0.0191693471753007,0.0649284339808573
"MEpurple","Fen","d13C_peat__",-0.337334471915211,0.00560825109720646,0.0267666529639399
"MEturquoise","Fen","d13C_peat__",-0.265919751882322,0.0309212234380146,0.0907466198121475
"MEblack","Fen","d13C_peat__",0.321616745657453,0.00845680145206843,0.0371467531844954
"MEblue","Fen","d13C_peat__",-0.516389171786554,9.06638895008617e-06,0.000110785997721135
"MEmagenta","Fen","d13C_peat__",-0.329265700567979,0.00694263946837427,0.0315233359645102
"MEbrown","Fen","d13C_peat__",0.0734307040991118,0.55791069931188,0.680181404095761
"MEred","Fen","d13C_peat__",0.286689351091384,0.0196064549841068,0.0658776887465989
"MEgreen","Fen","d13C_peat__",0.365477620457705,0.00254818375256049,0.0141753268354358
"MEpink","Fen","d13C_peat__",0.872663254863588,1.35362852224126e-21,1.89507993113777e-19
"MEyellow","Fen","d13C_peat__",0.419949678605896,0.00044761365020112,0.00324134022559432
"MEgrey","Fen","d13C_peat__",0.158046999634448,0.20500139953151,0.337047454220826
"MEgreenyellow","Fen","d15N_peat__",-0.132403457033967,0.289247875555433,0.440121023996522
"MEpurple","Fen","d15N_peat__",-0.239371684940724,0.0528980586257559,0.131462630904246
"MEturquoise","Fen","d15N_peat__",-0.240795263860197,0.051461105086702,0.129132174693727
"MEblack","Fen","d15N_peat__",-0.304280943804494,0.0129928469515469,0.0497320941255883
"MEblue","Fen","d15N_peat__",0.584422326835746,2.57794785077738e-07,4.70755694489783e-06
"MEmagenta","Fen","d15N_peat__",0.0131156349591867,0.916756274394008,0.942564590564219
"MEbrown","Fen","d15N_peat__",0.217552366305465,0.079307570707127,0.172586423300484
"MEred","Fen","d15N_peat__",-0.109171151496271,0.382893768253233,0.535135447042655
"MEgreen","Fen","d15N_peat__",-0.169277255036613,0.174220132286199,0.301524420494159
"MEpink","Fen","d15N_peat__",-0.334633491254185,0.0060273247576266,0.0282846524938902
"MEyellow","Fen","d15N_peat__",0.249552709242642,0.0433074082899858,0.113681946761213
"MEgrey","Fen","d15N_peat__",0.0301966102998417,0.809798435904606,0.869518361319616
"MEgreenyellow","Fen","samplingdate_min_AirTemperature",0.0174684808107019,0.889281299913577,0.921080507925284
"MEpurple","Fen","samplingdate_min_AirTemperature",0.157042438560458,0.207931849403058,0.339810804471923
"MEturquoise","Fen","samplingdate_min_AirTemperature",0.14119850187236,0.258113427015954,0.403426739914383
"MEblack","Fen","samplingdate_min_AirTemperature",-0.178021087790685,0.152697386400602,0.276434923656262
"MEblue","Fen","samplingdate_min_AirTemperature",-0.227129966268608,0.0666529890227301,0.152888711460134
"MEmagenta","Fen","samplingdate_min_AirTemperature",-0.162292302398482,0.192941064400846,0.324140988193422
"MEbrown","Fen","samplingdate_min_AirTemperature",0.113901615018863,0.362490751180914,0.514591033817167
"MEred","Fen","samplingdate_min_AirTemperature",0.0797606890354772,0.524376521043575,0.652557448409783
"MEgreen","Fen","samplingdate_min_AirTemperature",0.096360460360813,0.441494309042735,0.577656105289559
"MEpink","Fen","samplingdate_min_AirTemperature",-0.0979329831984394,0.434042392576155,0.57057215925504
"MEyellow","Fen","samplingdate_min_AirTemperature",-0.227012422625721,0.0667978060784155,0.152888711460134
"MEgrey","Fen","samplingdate_min_AirTemperature",-0.199020540150769,0.109149116096823,0.220928331376703
"MEgreenyellow","Fen","samplingdate_max_AirTemperature",0.0203583082918008,0.871110269505256,0.906731879038928
"MEpurple","Fen","samplingdate_max_AirTemperature",0.308611256783362,0.011697764996925,0.0454913083213749
"MEturquoise","Fen","samplingdate_max_AirTemperature",0.236873617148261,0.0554986246141446,0.133962197344487
"MEblack","Fen","samplingdate_max_AirTemperature",0.0707125393052708,0.57261653396237,0.692922782835538
"MEblue","Fen","samplingdate_max_AirTemperature",-0.192051392746533,0.122384586834992,0.2409073124524
"MEmagenta","Fen","samplingdate_max_AirTemperature",0.00892866635059993,0.943276555754507,0.959264293987634
"MEbrown","Fen","samplingdate_max_AirTemperature",-0.284101958708619,0.0207878854283483,0.0685152038540859
"MEred","Fen","samplingdate_max_AirTemperature",-0.276503172124428,0.0246135497804123,0.0778650908548387
"MEgreen","Fen","samplingdate_max_AirTemperature",-0.0958779293627931,0.443795200373875,0.579763558808794
"MEpink","Fen","samplingdate_max_AirTemperature",-0.106173266774369,0.396172347150255,0.548245093255707
"MEyellow","Fen","samplingdate_max_AirTemperature",-0.253736014070612,0.0398065407392863,0.10717145583654
"MEgrey","Fen","samplingdate_max_AirTemperature",-0.0819768271306065,0.512879313270722,0.64270098868193
"MEgreenyellow","Fen","samplingdate_mean_AirTemperature",0.00703099383053328,0.955318415652817,0.96799453455774
"MEpurple","Fen","samplingdate_mean_AirTemperature",0.286458049580877,0.0197096858880332,0.0659607017766848
"MEturquoise","Fen","samplingdate_mean_AirTemperature",0.219728392448844,0.0762769515693122,0.167676442595364
"MEblack","Fen","samplingdate_mean_AirTemperature",-0.00253906401421256,0.983857218287842,0.986205326207383
"MEblue","Fen","samplingdate_mean_AirTemperature",-0.211755316121775,0.0878491648039821,0.184483246088362
"MEmagenta","Fen","samplingdate_mean_AirTemperature",-0.0467900093456024,0.709099780358529,0.803837807693879
"MEbrown","Fen","samplingdate_mean_AirTemperature",-0.172272902615042,0.166610687580865,0.294637847511424
"MEred","Fen","samplingdate_mean_AirTemperature",-0.189660135587459,0.127197485556211,0.245622730729234
"MEgreen","Fen","samplingdate_mean_AirTemperature",-0.0383667303847022,0.759718842169382,0.833571724744662
"MEpink","Fen","samplingdate_mean_AirTemperature",-0.113860738416422,0.362664157166384,0.514591033817167
"MEyellow","Fen","samplingdate_mean_AirTemperature",-0.242549621990336,0.0497343044577486,0.126213944847459
"MEgrey","Fen","samplingdate_mean_AirTemperature",-0.124682405250379,0.318536380235729,0.471905748497376
"MEgreenyellow","Fen","median_AirTemperature_7d",-0.188087273678639,0.130440717647091,0.249590439233614
"MEpurple","Fen","median_AirTemperature_7d",-0.321295167888002,0.00852633161247116,0.0371467531844954
"MEturquoise","Fen","median_AirTemperature_7d",-0.29511955742555,0.0161460073010555,0.0574688395461298
"MEblack","Fen","median_AirTemperature_7d",-0.320092702282489,0.00879076414644886,0.0380631024897786
"MEblue","Fen","median_AirTemperature_7d",0.103605904550524,0.407756879544922,0.554304328165971
"MEmagenta","Fen","median_AirTemperature_7d",-0.267044064286551,0.0301925539941951,0.0903755115595432
"MEbrown","Fen","median_AirTemperature_7d",0.616553973470015,3.55182335944847e-08,7.65008108188901e-07
"MEred","Fen","median_AirTemperature_7d",0.483763120404561,3.87206100456537e-05,0.000357421015806034
"MEgreen","Fen","median_AirTemperature_7d",0.321391363278864,0.00850548054161684,0.0371467531844954
"MEpink","Fen","median_AirTemperature_7d",0.0719180038682207,0.56607257512645,0.68697622615392
"MEyellow","Fen","median_AirTemperature_7d",0.291914579502315,0.0173942711151095,0.0608713061897593
"MEgrey","Fen","median_AirTemperature_7d",-0.118066687686576,0.345088193909828,0.495511252793599
"MEgreenyellow","Fen","median_AirTemperature_14d",-0.146615046419556,0.24011114866514,0.38055351863909
"MEpurple","Fen","median_AirTemperature_14d",-0.265619798624675,0.0311180954541613,0.0907466198121475
"MEturquoise","Fen","median_AirTemperature_14d",-0.238202690647425,0.0541023648905405,0.132608226721811
"MEblack","Fen","median_AirTemperature_14d",-0.339454227075005,0.00529755189435376,0.0261761387721009
"MEblue","Fen","median_AirTemperature_14d",0.0294176864160231,0.814616373604768,0.871691406150325
"MEmagenta","Fen","median_AirTemperature_14d",-0.249080777384689,0.0437178218756884,0.11440177687096
"MEbrown","Fen","median_AirTemperature_14d",0.65862021065259,1.84424276123044e-09,4.99730296591475e-08
"MEred","Fen","median_AirTemperature_14d",0.504347430535359,1.57646586864063e-05,0.000174240964428701
"MEgreen","Fen","median_AirTemperature_14d",0.312023393893432,0.0107575268394959,0.043443858390272
"MEpink","Fen","median_AirTemperature_14d",0.0268428319608225,0.830590661375244,0.883739471124587
"MEyellow","Fen","median_AirTemperature_14d",0.212325829280326,0.0869776967999879,0.184033413884105
"MEgrey","Fen","median_AirTemperature_14d",-0.181532130933793,0.144634806231398,0.268952858583049
"MEgreenyellow","Fen","median_AirTemperature_21d",-0.0800089235551732,0.523082312061906,0.65231000768194
"MEpurple","Fen","median_AirTemperature_21d",-0.20953736836278,0.0913026038990068,0.189368363642384
"MEturquoise","Fen","median_AirTemperature_21d",-0.167504913852117,0.178839815663049,0.30533627064423
"MEblack","Fen","median_AirTemperature_21d",-0.357782552993761,0.0031838618992361,0.0166114533873188
"MEblue","Fen","median_AirTemperature_21d",-0.0302728337532988,0.809327339838199,0.869518361319616
"MEmagenta","Fen","median_AirTemperature_21d",-0.250339062295196,0.0426306220359872,0.11296442432249
"MEbrown","Fen","median_AirTemperature_21d",0.63560433990458,9.8351605937522e-09,2.36043854250053e-07
"MEred","Fen","median_AirTemperature_21d",0.50279448060712,1.69048449331221e-05,0.000182052176202853
"MEgreen","Fen","median_AirTemperature_21d",0.295889449425781,0.0158578706444229,0.0566834525162351
"MEpink","Fen","median_AirTemperature_21d",-0.00368826202493734,0.976552617007023,0.980052805598446
"MEyellow","Fen","median_AirTemperature_21d",0.132376578612475,0.289346656951612,0.440121023996522
"MEgrey","Fen","median_AirTemperature_21d",-0.191724196921105,0.123034806002476,0.2409073124524
"MEgreenyellow","Fen","median_AirTemperature_28d",-0.0985171782944987,0.431292180341213,0.568265143124329
"MEpurple","Fen","median_AirTemperature_28d",-0.194730705087141,0.117158358907494,0.234316717814988
"MEturquoise","Fen","median_AirTemperature_28d",-0.17071692715263,0.170532094022782,0.298228071887119
"MEblack","Fen","median_AirTemperature_28d",-0.239558730301402,0.052707408566671,0.131377516902088
"MEblue","Fen","median_AirTemperature_28d",0.0238928443251369,0.848976260193896,0.891276724324191
"MEmagenta","Fen","median_AirTemperature_28d",-0.147338366154105,0.237774226145381,0.378994971465123
"MEbrown","Fen","median_AirTemperature_28d",0.414949068836466,0.000531720402396964,0.00372204281677875
"MEred","Fen","median_AirTemperature_28d",0.30929948542264,0.0115025880490536,0.0454740111907975
"MEgreen","Fen","median_AirTemperature_28d",0.276439946165764,0.0246477239798415,0.0778650908548387
"MEpink","Fen","median_AirTemperature_28d",0.0453123589661613,0.717896514601156,0.810528322936789
"MEyellow","Fen","median_AirTemperature_28d",0.172951382692719,0.164921644860498,0.292884105037671
"MEgrey","Fen","median_AirTemperature_28d",-0.123031876543638,0.325035037314066,0.477324180671006
"MEgreenyellow","Fen","median_AirTemperature_growing",0.0382905621600216,0.760181558105586,0.833571724744662
"MEpurple","Fen","median_AirTemperature_growing",0.141723825175746,0.256328526403492,0.401708884662189
"MEturquoise","Fen","median_AirTemperature_growing",0.133448031663664,0.285426118388804,0.440121023996522
"MEblack","Fen","median_AirTemperature_growing",-0.235602131392741,0.0568616850184769,0.136395469281765
"MEblue","Fen","median_AirTemperature_growing",-0.161390814109359,0.195458499357853,0.327714849222748
"MEmagenta","Fen","median_AirTemperature_growing",-0.171985300717365,0.167330477069477,0.294677529869679
"MEbrown","Fen","median_AirTemperature_growing",0.182364320776744,0.142771374549309,0.267100121651268
"MEred","Fen","median_AirTemperature_growing",0.0995804426508273,0.426312058810439,0.564829857099004
"MEgreen","Fen","median_AirTemperature_growing",0.16998064704273,0.172411038455081,0.299845284269707
"MEpink","Fen","median_AirTemperature_growing",-0.102870960412737,0.411109043389762,0.554304328165971
"MEyellow","Fen","median_AirTemperature_growing",0.0101163616086483,0.935746187160563,0.953916016037467
"MEgrey","Fen","median_AirTemperature_growing",-0.0932795435135779,0.456299586960203,0.592413683224993
"MEgreenyellow","Fen","median_AirTemperature_all_growing",0.0653400181533488,0.602199526086976,0.720580629505783
"MEpurple","Fen","median_AirTemperature_all_growing",0.337897682757476,0.00552417229662777,0.0267666529639399
"MEturquoise","Fen","median_AirTemperature_all_growing",0.299114021201672,0.0146985147826412,0.0543909798124166
"MEblack","Fen","median_AirTemperature_all_growing",-0.257969686397349,0.0365055467629418,0.100754116150922
"MEblue","Fen","median_AirTemperature_all_growing",-0.236952271737605,0.0554151859016174,0.133962197344487
"MEmagenta","Fen","median_AirTemperature_all_growing",-0.30152189704121,0.0138810632129702,0.0515933322959956
"MEbrown","Fen","median_AirTemperature_all_growing",-0.0251652339220995,0.841035736184867,0.88864153257269
"MEred","Fen","median_AirTemperature_all_growing",-0.0495602206199335,0.692710608235914,0.790593628964902
"MEgreen","Fen","median_AirTemperature_all_growing",0.119017512985487,0.341189623149966,0.492438631350466
"MEpink","Fen","median_AirTemperature_all_growing",-0.164718330186,0.186282017170971,0.315477609725032
"MEyellow","Fen","median_AirTemperature_all_growing",-0.0616107154750489,0.623121143639149,0.740050039072784
"MEgrey","Fen","median_AirTemperature_all_growing",-0.0180937631627325,0.885344420542305,0.918745412122965
"MEgreenyellow","Fen","mean_AirTemperature_7d",-0.183508842737127,0.140238034315326,0.264221922337401
"MEpurple","Fen","mean_AirTemperature_7d",-0.281399752774898,0.0220858789407566,0.0721873086001382
"MEturquoise","Fen","mean_AirTemperature_7d",-0.263811844873734,0.0323271007680403,0.0923631450515438
"MEblack","Fen","mean_AirTemperature_7d",-0.321255657200544,0.00853490876739001,0.0371467531844954
"MEblue","Fen","mean_AirTemperature_7d",0.0553348967842694,0.659001652353529,0.766050494177754
"MEmagenta","Fen","mean_AirTemperature_7d",-0.249804058474636,0.0430901238434528,0.113466156829155
"MEbrown","Fen","mean_AirTemperature_7d",0.606735559809701,6.66232105261268e-08,1.39908742104866e-06
"MEred","Fen","mean_AirTemperature_7d",0.459399018736599,0.000104399779845402,0.0008514156802926
"MEgreen","Fen","mean_AirTemperature_7d",0.332247852279004,0.00642012600755499,0.0298509686002044
"MEpink","Fen","mean_AirTemperature_7d",0.0552745473654174,0.659350603917281,0.766050494177754
"MEyellow","Fen","mean_AirTemperature_7d",0.236636015811553,0.0557512987975632,0.134186507134536
"MEgrey","Fen","mean_AirTemperature_7d",-0.169344956823049,0.174045406650842,0.301524420494159
"MEgreenyellow","Fen","mean_AirTemperature_14d",-0.171954195430309,0.167408461631194,0.294677529869679
"MEpurple","Fen","mean_AirTemperature_14d",-0.292808089192614,0.0170382315398583,0.0598833242405063
"MEturquoise","Fen","mean_AirTemperature_14d",-0.269162635318072,0.0288586236388911,0.0884716929075493
"MEblack","Fen","mean_AirTemperature_14d",-0.313386482463111,0.0104006724334592,0.0422056272662112
"MEblue","Fen","mean_AirTemperature_14d",0.0516843785081236,0.680237605184201,0.777414405924801
"MEmagenta","Fen","mean_AirTemperature_14d",-0.226777905299508,0.0670874936856789,0.153012695290173
"MEbrown","Fen","mean_AirTemperature_14d",0.627450128649494,1.72228382502102e-08,3.91004976491259e-07
"MEred","Fen","mean_AirTemperature_14d",0.4774668429952,5.03962213732672e-05,0.00045034921227175
"MEgreen","Fen","mean_AirTemperature_14d",0.322056276541525,0.00836256887381311,0.0371467531844954
"MEpink","Fen","mean_AirTemperature_14d",0.0538667550647783,0.667511126835471,0.771264575710861
"MEyellow","Fen","mean_AirTemperature_14d",0.21987790735178,0.0760721513450505,0.167676442595364
"MEgrey","Fen","mean_AirTemperature_14d",-0.183485547276029,0.140289258764858,0.264221922337401
"MEgreenyellow","Fen","mean_AirTemperature_21d",-0.105582229254129,0.398821904259485,0.548288455542688
"MEpurple","Fen","mean_AirTemperature_21d",-0.210155556504445,0.0903295222187821,0.187896210023412
"MEturquoise","Fen","mean_AirTemperature_21d",-0.176047486295718,0.157373595188245,0.282237910063652
"MEblack","Fen","mean_AirTemperature_21d",-0.355049461782191,0.00344149658653963,0.0176688821124165
"MEblue","Fen","mean_AirTemperature_21d",-0.0254958411901949,0.838975083823702,0.887580693213992
"MEmagenta","Fen","mean_AirTemperature_21d",-0.263871738287795,0.0322864290288766,0.0923631450515438
"MEbrown","Fen","mean_AirTemperature_21d",0.598078000870106,1.14010301258426e-07,2.22717797807157e-06
"MEred","Fen","mean_AirTemperature_21d",0.472025233030714,6.30275888267347e-05,0.000551491402233929
"MEgreen","Fen","mean_AirTemperature_21d",0.315453712074326,0.00987910267066883,0.0410814170463456
"MEpink","Fen","mean_AirTemperature_21d",0.0120330950886664,0.923605592967695,0.943830532959688
"MEyellow","Fen","mean_AirTemperature_21d",0.13276087617464,0.287936426249089,0.440121023996522
"MEgrey","Fen","mean_AirTemperature_21d",-0.192769735695414,0.120966260896569,0.239086256830866
"MEgreenyellow","Fen","mean_AirTemperature_28d",-0.0746474104215189,0.551386708533482,0.673204702279251
"MEpurple","Fen","mean_AirTemperature_28d",-0.0306001517909405,0.807305132301037,0.869405527093424
"MEturquoise","Fen","mean_AirTemperature_28d",-0.0347620402590016,0.781706376766345,0.850561342595505
"MEblack","Fen","mean_AirTemperature_28d",-0.262990594618934,0.0328891222289574,0.0936148540231897
"MEblue","Fen","mean_AirTemperature_28d",-0.102952125382339,0.410738058046948,0.554304328165971
"MEmagenta","Fen","mean_AirTemperature_28d",-0.194320477978277,0.117947258325101,0.235334197133219
"MEbrown","Fen","mean_AirTemperature_28d",0.330700064688652,0.00668683984318102,0.0306561354080166
"MEred","Fen","mean_AirTemperature_28d",0.225101663901162,0.0691875844790909,0.155243265466997
"MEgreen","Fen","mean_AirTemperature_28d",0.258289763068956,0.0362655290557853,0.100754116150922
"MEpink","Fen","mean_AirTemperature_28d",-0.0245879863340007,0.844636223146448,0.890206307958615
"MEyellow","Fen","mean_AirTemperature_28d",0.0313076561496773,0.802938401270223,0.866925780291757
"MEgrey","Fen","mean_AirTemperature_28d",-0.183757964921993,0.139691116901535,0.264221922337401
"MEgreenyellow","Fen","mean_AirTemperature_growing",0.00404955019358136,0.974256543833159,0.978918058396954
"MEpurple","Fen","mean_AirTemperature_growing",0.178847879083616,0.150769385164529,0.274126154844598
"MEturquoise","Fen","mean_AirTemperature_growing",0.147646356889529,0.236783937286839,0.378134044336396
"MEblack","Fen","mean_AirTemperature_growing",-0.249845470041918,0.0430544111465238,0.113466156829155
"MEblue","Fen","mean_AirTemperature_growing",-0.1883133273953,0.129970779992717,0.249259030123019
"MEmagenta","Fen","mean_AirTemperature_growing",-0.19849778656214,0.110101860998228,0.222321065477192
"MEbrown","Fen","mean_AirTemperature_growing",0.197951955846607,0.11110349796613,0.223270187300357
"MEred","Fen","mean_AirTemperature_growing",0.0868437921861724,0.488087566765847,0.618391487305146
"MEgreen","Fen","mean_AirTemperature_growing",0.180614592055669,0.146710375308721,0.270255954516064
"MEpink","Fen","mean_AirTemperature_growing",-0.123372483346416,0.323687110437075,0.476177185231424
"MEyellow","Fen","mean_AirTemperature_growing",0.00149369864846129,0.990502995799382,0.990502995799382
"MEgrey","Fen","mean_AirTemperature_growing",-0.130379021267077,0.29675002017286,0.445045418131293
"MEgreenyellow","Fen","mean_AirTemperature_all_growing",-0.0333936505408421,0.790098999277791,0.857471782161944
"MEpurple","Fen","mean_AirTemperature_all_growing",0.233466004705627,0.0592127870816887,0.139715565024209
"MEturquoise","Fen","mean_AirTemperature_all_growing",0.179461512342395,0.149350202924913,0.272134859993333
"MEblack","Fen","mean_AirTemperature_all_growing",-0.269179732242117,0.0288480636494225,0.0884716929075493
"MEblue","Fen","mean_AirTemperature_all_growing",-0.192996299357338,0.120521538947153,0.238769086593417
"MEmagenta","Fen","mean_AirTemperature_all_growing",-0.29103177677672,0.0177522801341787,0.061619484763265
"MEbrown","Fen","mean_AirTemperature_all_growing",0.120982658290687,0.333219793492672,0.487333295972762
"MEred","Fen","mean_AirTemperature_all_growing",0.0315956102838943,0.801162852947972,0.866925780291757
"MEgreen","Fen","mean_AirTemperature_all_growing",0.180261270892325,0.147515528743162,0.271089888862156
"MEpink","Fen","mean_AirTemperature_all_growing",-0.130437253778553,0.296532463611577,0.445045418131293
"MEyellow","Fen","mean_AirTemperature_all_growing",0.00514326913160137,0.967307043051914,0.975435673665796
"MEgrey","Fen","mean_AirTemperature_all_growing",-0.095273712838352,0.446685738947999,0.581730264676464
"MEgreenyellow","Fen","pct_time_below_WTD_21d",0.0907579536629388,0.468617037930166,0.60100277146749
"MEpurple","Fen","pct_time_below_WTD_21d",0.105439753177971,0.399462163512303,0.548288455542688
"MEturquoise","Fen","pct_time_below_WTD_21d",0.131818549865198,0.291402490315202,0.440121023996522
"MEblack","Fen","pct_time_below_WTD_21d",-0.0403669638755854,0.747598088580632,0.830664542867369
"MEblue","Fen","pct_time_below_WTD_21d",-0.219938058315972,0.0759898823158871,0.167676442595364
"MEmagenta","Fen","pct_time_below_WTD_21d",-0.123705999029253,0.322370697069254,0.475072606207322
"MEbrown","Fen","pct_time_below_WTD_21d",-0.0998875858484351,0.424879580684503,0.563821244510241
"MEred","Fen","pct_time_below_WTD_21d",0.0600383538693846,0.632033305018631,0.743568594139566
"MEgreen","Fen","pct_time_below_WTD_21d",0.0488270031793912,0.69703520393133,0.792299825848873
"MEpink","Fen","pct_time_below_WTD_21d",-0.037839707687117,0.762922174309807,0.833571724744662
"MEyellow","Fen","pct_time_below_WTD_21d",-0.102910955201659,0.410926212665903,0.554304328165971
"MEgrey","Fen","pct_time_below_WTD_21d",-0.0235758190703006,0.850957062985716,0.891276724324191
"MEgreenyellow","Fen","pct_time_below_WTD_28d",0.0907579536629388,0.468617037930166,0.60100277146749
"MEpurple","Fen","pct_time_below_WTD_28d",0.105439753177971,0.399462163512303,0.548288455542688
"MEturquoise","Fen","pct_time_below_WTD_28d",0.131818549865198,0.291402490315202,0.440121023996522
"MEblack","Fen","pct_time_below_WTD_28d",-0.0403669638755854,0.747598088580632,0.830664542867369
"MEblue","Fen","pct_time_below_WTD_28d",-0.219938058315972,0.0759898823158871,0.167676442595364
"MEmagenta","Fen","pct_time_below_WTD_28d",-0.123705999029253,0.322370697069254,0.475072606207322
"MEbrown","Fen","pct_time_below_WTD_28d",-0.0998875858484351,0.424879580684503,0.563821244510241
"MEred","Fen","pct_time_below_WTD_28d",0.0600383538693846,0.632033305018631,0.743568594139566
"MEgreen","Fen","pct_time_below_WTD_28d",0.0488270031793912,0.69703520393133,0.792299825848873
"MEpink","Fen","pct_time_below_WTD_28d",-0.037839707687117,0.762922174309807,0.833571724744662
"MEyellow","Fen","pct_time_below_WTD_28d",-0.102910955201659,0.410926212665903,0.554304328165971
"MEgrey","Fen","pct_time_below_WTD_28d",-0.0235758190703006,0.850957062985716,0.891276724324191
"MEgreenyellow","Fen","pct_time_below_WTD_growing",0.0907579536629388,0.468617037930166,0.60100277146749
"MEpurple","Fen","pct_time_below_WTD_growing",0.105439753177971,0.399462163512303,0.548288455542688
"MEturquoise","Fen","pct_time_below_WTD_growing",0.131818549865198,0.291402490315202,0.440121023996522
"MEblack","Fen","pct_time_below_WTD_growing",-0.0403669638755854,0.747598088580632,0.830664542867369
"MEblue","Fen","pct_time_below_WTD_growing",-0.219938058315972,0.0759898823158872,0.167676442595364
"MEmagenta","Fen","pct_time_below_WTD_growing",-0.123705999029253,0.322370697069254,0.475072606207322
"MEbrown","Fen","pct_time_below_WTD_growing",-0.0998875858484351,0.424879580684503,0.563821244510241
"MEred","Fen","pct_time_below_WTD_growing",0.0600383538693846,0.632033305018631,0.743568594139566
"MEgreen","Fen","pct_time_below_WTD_growing",0.0488270031793912,0.69703520393133,0.792299825848873
"MEpink","Fen","pct_time_below_WTD_growing",-0.037839707687117,0.762922174309807,0.833571724744662
"MEyellow","Fen","pct_time_below_WTD_growing",-0.102910955201659,0.410926212665903,0.554304328165971
"MEgrey","Fen","pct_time_below_WTD_growing",-0.0235758190703006,0.850957062985715,0.891276724324191
"MEgreenyellow","Fen","pct_time_below_WTD_all_growing",0.115445053108338,0.355980343343258,0.5076799463639
"MEpurple","Fen","pct_time_below_WTD_all_growing",0.13305232474346,0.286869940152882,0.440121023996522
"MEturquoise","Fen","pct_time_below_WTD_all_growing",0.168779973435537,0.175507444224973,0.302102977764298
"MEblack","Fen","pct_time_below_WTD_all_growing",-0.0314402097606413,0.802120941109616,0.866925780291757
"MEblue","Fen","pct_time_below_WTD_all_growing",-0.313555320560535,0.0103571948028151,0.0422056272662112
"MEmagenta","Fen","pct_time_below_WTD_all_growing",-0.126672916703831,0.310810420101035,0.462903063406942
"MEbrown","Fen","pct_time_below_WTD_all_growing",-0.0750187512527243,0.549402894413569,0.671758997536241
"MEred","Fen","pct_time_below_WTD_all_growing",0.0954751119819701,0.445721096215352,0.58137534288959
"MEgreen","Fen","pct_time_below_WTD_all_growing",0.07643396693022,0.541874046368665,0.668390894199235
"MEpink","Fen","pct_time_below_WTD_all_growing",-0.014932341364935,0.905275619610526,0.933044810396125
"MEyellow","Fen","pct_time_below_WTD_all_growing",-0.102284626386317,0.41379479756628,0.5570314582623
"MEgrey","Fen","pct_time_below_WTD_all_growing",-0.00164557384695224,0.989537417898805,0.990502995799382
"MEgreenyellow","Fen","d13CH4_AVE_1wk_before_coring",0.0476450977999753,0.704026434561769,0.799165141934981
