,711_E-1-S,711_E-1-M,711_E-1-D,711_E-2-S,711_E-2-M,711_E-2-D,711_E-3-S,711_E-3-M,711_E-3-D,711_P-1-S,711_P-1-M,711_P-1-D,711_P-2-S,711_P-2-M,711_P-2-D,711_P-3-S,711_P-3-M,711_P-3-D,711_S-1-S,711_S-1-M,711_S-1-D,711_S-2-M,711_S-2-D,711_S-3-M,712_E-1-M,712_E-1-D,712_E-2-S,712_E-2-M,712_E-2-D,712_E-3-S,712_E-3-M,712_E-3-D,712_P-1-S,712_P-1-M,712_P-1-D,712_P-2-S,712_P-2-M,712_P-2-D,712_P-3-S,712_P-3-M,712_P-3-D,712_S-1-S,712_S-1-M,712_S-1-D,712_S-1-X,712_S-2-D,712_S-2-X,712_S-3-S,712_S-3-D,712_S-3-X,713_E-1-S,713_E-1-M,713_E-1-D,713_E-1-X0,713_E-1-X1,713_E-2-S,713_E-2-M,713_E-2-D,713_E-2-X0,713_E-2-X1,713_E-3-S,713_E-3-M,713_E-3-D,713_E-3-X0,713_E-3-X1,713_P-1-X1,713_P-3-M,713_P-3-X1,713_S-1-S,713_S-1-M,713_S-1-D,713_S-1-X0,713_S-1-X1,713_S-2-S,713_S-2-M,713_S-2-D,713_S-2-X0,713_S-3-S,713_S-3-M,713_S-3-D,713_S-3-X0,713_S-3-X1,714_E1_1-5,714_E1_5-9,714_E1_20-24,714_E1_30-34,714_E2_1-5,714_E2_5-9,714_E2_20-24,714_P1_20-24,714_P1_30-34,714_P3_30-34,714_S1_1-5,714_S1_5-9,714_S1_10-14,714_S1_20-24,714_S1_30-34,714_S2_1-5,714_S2_5-9,714_S2_20-24,714_S3_1-5,714_S3_5-9,714_S3_10-14,714_S3_20-24,714_S3_30-34,715_E1_1-5,715_E2_1-5,715_E2_20-24,715_E2_30-34,715_E3_1-5,715_E3_10-14,715_E3_20-24,715_E3_30-34,715_P1_1-5,715_P1_10-14,715_P1_20-24,715_P1_30-34,715_P2_1-5,715_P2_10-14,715_P2_20-24,715_P3_1-5,715_P3_10-14,715_P3_20-24,715_P3_30-34,715_S1_1-5,715_S1_10-14,715_S1_20-24,715_S1_30-34,715_S2_10-14,715_S2_20-24,715_S2_30-34,715_S3_20-24,715_S3_30-34,716_E1_1-5,716_E1_10-14,716_E1_20-24,716_E1_30-34,716_E3_1-5,716_E3_10-14,716_E3_30-34,716_P1_1-5,716_P1_10-14,716_P1_30-34,716_P2_1-5,716_P2_10-14,716_P2_20-24,716_P2_30-34,716_P3_1-5,716_P3_10-14,716_P3_20-24,716_P3_30-34,716_S1_1-5,716_S1_10-14,716_S1_20-24,716_S1_30-34,716_S2_1-5,716_S2_10-14,716_S2_20-24,716_S2_30-34,716_S3_10-14,716_S3_20-24,716_S3_30-34,717_E2_1-5,717_E2_10-14,717_E2_20-24,717_E3_1-5,717_E3_10-14,717_E3_30-34,717_P1_10-14,717_P1_20-24,717_P2_1-5,717_P2_10-14,717_P2_20-24,717_P3_1-5,717_P3_10-14,717_P3_20-24,717_S2_1-5,717_S2_10-14,717_S2_20-24,717_S2_30-34,717_S3_1-5,717_S3_10-14,717_S3_20-24
715_E3_10-14,2.20163677542418,2.3909196787243,-0.417095611365588,1.37393928717287,1.20940632807517,-0.633599964986428,2.04650054950573,-1.42355282251877,-0.860626442392571,12.6317834213228,12.6398010403913,6.87646465866877,12.5234202076715,11.7572916636359,8.22295551335594,14.0321848040833,14.3336393624806,11.5648450969604,13.7262383456401,6.39856129826391,5.28372862025626,3.89063238956371,6.03375666568471,6.53516671725612,-0.608741822293396,0.0645758416915444,1.05175706296747,1.74502665497666,-1.04163347798976,-0.078509793577782,1.86614411011777,-1.21600360203788,16.2642077631166,12.3628357334696,9.99817238918662,13.3817080779346,11.6325677473853,11.8231197380047,12.372901332567,12.7819274998967,6.47372484424886,12.5112530059986,10.7775433391523,6.61046226036033,3.96937319418138,7.63234945132388,3.63138899363756,12.966307278331,4.79680823884739,5.1709799380788,1.97886324235522,1.28331664572773,-0.172444586628952,1.93444730577941,0.810145947400663,1.28066870625187,-0.726594042523487,0.830783902128618,1.38377035978299,0.890660931879467,0.511731426238656,-1.91720665850419,1.73135830838732,3.35819632164402,1.54041572729847,9.71977627207964,9.19430723457974,9.70092460685744,8.95295237097059,7.00442954735924,5.3769617983776,7.05777484150532,5.35559731361331,7.73136859580802,4.23077090888897,4.33691615558394,3.89600193841357,9.70193469498911,5.66207275247071,5.28941901436873,4.88796017972601,5.84990152857583,1.6427845599344,0.892198104972849,0.075706171784377,-0.634202354596484,1.38052715367794,3.31231255790066,-0.0436205574511182,12.8544205377871,6.80243670538281,7.91569636044821,9.99771277107314,6.80733127647475,6.76289393075148,5.48549336219278,3.14501895578172,9.75004207989641,6.17882911093543,6.25089624908238,12.7509391885056,9.35399983764797,7.1999053382349,4.32041036119152,3.55293889869423,0.849543978353358,1.29948208886147,0.114641575834706,-1.06937940053873,-0.300559087267811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_E3_20-24,0.589418089498198,-0.592740671428578,1.01959229550894,-0.214203562922014,0.35886661262927,-0.93341675204135,2.38418841295839,-0.996480255377564,0.29307472385959,10.9740699240789,10.1613684646873,4.24198619935172,9.51699389965141,9.15732456711343,7.79645094371634,11.344997974643,11.7041355264689,9.4262031092805,11.4325824917604,6.77316192254509,5.83878502599805,3.78532248766986,5.79509742715743,8.81222071181098,-0.955337565609519,1.12675234640997,0.0372849553244659,-0.861530413224125,-1.03274411066923,0.866272219548749,1.816106463477,-0.398900000292183,12.9999969989065,10.3397688641601,9.55751367988687,11.4067684694211,10.4104366535525,9.80782865523416,9.82165480791956,10.7953073239827,4.39327617097892,9.73232520922705,9.38746352985407,8.77598831709249,3.35509759626466,9.10254041702678,3.59267462409177,10.9736277589567,6.6017277994686,6.91357940720786,-0.225506131302286,-0.461593823745407,-0.909164495507573,0.531341833894064,-0.628734377702286,0.524667126880612,-0.731463827142701,0.63817869197646,1.37128404507058,0.593996675776546,-1.21042882909383,-1.27582532042834,1.12425621705417,3.43922652454583,1.94485415663786,8.5372601099873,7.80734107164492,9.49855838221831,7.65030067512948,6.9803337640615,7.47070940845059,7.99614270751634,5.8215961687429,6.68806628000202,5.09955115862096,4.357595553506,3.3304076143313,8.38381014311684,5.17760288405547,7.63450890679632,5.57695355439056,8.29005490370017,1.16809270561481,-0.287601672444625,0.419300432562979,-1.4189710158774,-0.171951279769103,2.17386141803536,-0.401520367440944,7.86893400296911,5.20077705033192,6.83967203290459,8.41309488355578,6.94417237834635,8.29842075205117,5.70019078886761,2.91992184946004,8.32821112884428,5.37042888195719,8.45737963422583,10.9293786432806,9.70256462504162,7.43214578988577,5.66358010190291,6.58420474053883,-0.00689229459898104,0.120346700105234,0.737825511884123,0.459468847186071,-1.63567835163508,-2.02538132254941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_E3_30-34,1.37577353553713,0.654124958953818,0.486824475813961,-0.351469943223658,1.1635378226837,1.11720397888876,1.39766531616258,-1.14364471073926,0.895518957728514,12.6645664629109,11.8133487016488,6.55211687306731,12.1176074912791,11.1735051869513,9.15602324401409,13.2240015899984,12.4455845261595,11.8155693798701,15.7247743808325,9.92105177511136,7.34233514400996,6.61120547336144,8.06001313429504,11.9176994348524,0.71651293394235,0.662330274133876,1.27197917722764,-0.360648613874994,-0.706895237643825,0.459705808237136,1.17550144364133,-0.922634830996295,15.2770457320226,11.2472385928335,11.7255683000828,12.8564135182977,11.3813574558487,12.2287749346345,11.6203372593151,11.5758187614994,6.09825086334751,15.9207965108348,13.5003117644399,12.5823186544193,4.91565276086646,12.280511144271,4.79219239883559,14.9521084362204,8.93300174353318,9.23539792194823,1.26801120656396,1.02310106812995,-0.0837489224360746,-0.60368606697794,-0.365825758301047,0.577794237079407,-1.18473794158225,-0.585350854964451,-0.0506423684986783,0.0516205954656264,-1.23265161177599,-1.08515709842402,0.492683503462286,2.99519103111569,1.77582750195754,10.1187985786023,8.59655538208701,10.9558771839644,12.4213209283533,11.0038704738397,10.5578882944509,10.2904310479406,8.06353417428226,11.8290277430224,7.78336083154327,7.06435276160812,4.87616660827128,11.2435693701949,7.12127260521222,10.0613631376688,8.48878630516126,11.5356717510185,1.33059864715622,-0.573927536786149,2.02010749479378,-0.0956540917771958,-0.0413590292407337,0.720018821595176,0.806381581013417,12.6028608348893,5.59871853353358,7.08178502988023,13.2093175313812,9.15230730850745,11.6042639538316,8.38983475785261,4.11932237775935,12.0444323575264,8.19394920002313,10.8550799069324,13.9725357816734,12.7438663681596,10.8460824073505,8.53835072379494,8.29052774983367,-0.279396033505516,-0.420988050711177,-0.525626214890126,-0.731505850968711,-1.0201399046949,-1.60716713000375,0.424882791080996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_P1_1-5,7.52318488196634,9.91257196554876,10.4552290221314,9.95934036173621,8.39776964944133,9.50433755663156,11.4745983297852,12.2041111600486,11.8543517127828,-1.66285620493095,-3.91584001607376,-0.0233961742012353,-2.4866359852606,-3.25820788068927,-2.9179092730649,-2.01386214479873,-3.73690552398637,-3.5729551921205,-2.67191251573126,-1.42329736834204,-1.33646087963401,-1.13412206451074,-0.367926321463422,-1.47763956077205,11.4209356324095,8.51804895682692,9.44157132962222,9.29742737905874,10.8214318786738,10.9030750091753,11.0296335021582,10.5777278408121,-2.18787770241814,-3.429268866499,-3.78434870719237,-1.93907287055516,-2.44212401152973,-3.43262745990834,-2.30760196318903,-3.22288203924594,-1.17480460716389,-3.28510136452288,-0.95653556084594,-0.885311100541573,-0.258643351705864,-1.64845884222915,0.74638337433684,-2.6126762274645,-1.30785166533609,-1.37110762723243,7.88669265659592,6.80207914724722,8.50749453981321,10.7978393514482,8.12684625435921,9.62445171325614,10.6767480110941,10.8705518233544,12.0793502920739,8.8157150606191,11.2516582626459,11.0719511555325,9.27617894348359,8.32752302940817,6.36227963989856,-3.8527949467755,-3.84320924113225,-3.56714415235564,-2.48003674103603,-1.24648247117011,-1.71152410932448,-1.07916662859786,0.0286314717279134,-2.34287602357819,-0.579657164948254,-0.53992987721711,-0.682948919616298,-3.41498791426552,-2.862904225708,-2.64842825857273,-1.70602880934367,-1.8877416000043,8.72980611216066,9.93674029733921,8.22780773878615,7.42834183109546,6.80133144021531,6.68320893189572,8.14691402233293,-2.99998639672896,3.47497746564932,-3.30344434168995,-2.78597021879091,-1.98463570751292,-1.24747806459901,-0.612958776032097,-0.221661505508691,-3.19815411700712,-1.89916824242995,-0.967647333954619,-3.13804571603013,-3.34544054467291,-2.90302418832691,-1.19900134168317,-0.556256537153595,9.18528315157537,12.1541330752405,10.3956130185291,11.3428127388606,9.50529178075514,12.3026791016437,9.94347983406127,12.1355706964247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_P1_10-14,5.37400934931696,5.64163836806719,6.08885000900592,5.8470105985323,4.32480470750979,5.94231950146421,7.37561665457428,7.14499808798598,7.65998102695206,-1.73052935924499,-2.80029805719816,-0.298683485102577,-2.27033344808465,-2.59206793223885,-2.06153157708471,-1.73760153683252,-1.5981960342775,-2.72428103574516,-2.95547027047362,-1.91560070639696,-1.48267767679426,-1.49620767979887,-1.25000455164908,-1.66965616696979,6.18849452727904,4.96503987509495,5.55661047096089,5.89070516338556,6.78254315818942,7.26860564499792,7.27242105835172,6.7193338347707,-1.72333468611862,-2.03225677039275,-2.88636994024489,-1.75366491791875,-2.41645789610252,-3.05049145974565,-2.26587058641977,-2.33933925361511,-0.493928119614912,-2.76386808310345,-1.6016065753588,-1.22967309009754,-1.49306016435461,-2.06069790216593,-0.775599757797063,-3.19448450129385,-1.34035534882846,-1.35966321577304,4.40992666352002,4.57878959409669,5.28231784751494,6.60878003951554,6.06070136943896,6.86832088963645,6.66453957918517,6.9650900292838,7.96708534569293,5.72891016756253,6.84210289592927,7.34766716711442,6.41492628494658,5.83631279300438,5.04281116864295,-3.22723703035136,-1.89088023372248,-2.74078088164123,-2.70458393851854,-1.56269021024783,-1.8871795276267,-1.60703266917215,-1.42696675899671,-2.2266003380461,-0.655572819144913,-0.673669488801249,-1.67445191126831,-3.35226848825687,-2.68232758520784,-2.50413314102352,-1.81953166685947,-1.96763603521359,5.61833116511057,5.95814281417811,4.8779789391349,4.40467335982429,4.35975907965193,3.33443718454856,5.04848974164683,-1.46497344829666,3.08592632410206,-3.66555053502807,-3.02421880323454,-2.25242284264231,-1.59199080674808,-1.19680242835453,-1.42224955808566,-2.9883818514197,-2.29013367945227,-1.45404024830572,-3.29108568278383,-3.08102692351412,-2.74764798102011,-1.52378158896628,-1.10149385077691,5.84952396418375,7.93491539395769,5.93037839501109,7.31029040800527,5.56486531300496,7.22268350553715,6.36371841323881,7.8888477991742,-2.16827192683686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_P1_20-24,5.86969950583883,6.15448184631436,6.52215231786292,6.45004892792499,5.12207413434828,5.60797021651296,8.31891635572033,7.78685488034206,8.01703060720335,-1.32470195890951,-3.20434211046348,-0.323321573565107,-2.07173903901632,-2.29647400182396,-2.54374721040543,-1.80356498815515,-1.63248059335315,-2.82308214804526,-3.09954042913571,-2.04481464949668,-1.79147207797303,-1.56049243435541,-1.2056894950737,-1.87777734211067,7.02866459611031,4.5137226855336,5.71639137266663,6.0945969360312,6.69604941950479,7.70274185049453,7.91473447339839,6.57174455442702,-1.70059341701166,-1.91255895670816,-3.27331834342934,-1.83439701014104,-2.13059473792637,-3.72874278199694,-2.24206459621613,-2.1953472986153,-1.4116365443594,-3.01803096555117,-1.68246571138336,-1.58754144590938,-1.35717473999684,-2.52284709646703,-1.20067289020379,-3.29645349415061,-1.79500866632049,-1.85250677459972,4.61817363903936,4.69197008255651,4.68134046261495,6.07598988382768,6.00950874563165,7.57237550164586,6.86454324503752,7.31752300193462,8.2352119366938,5.53641079029526,7.22357224999855,7.29272104354305,6.6162354784391,6.00107178684118,5.05437101972415,-3.46764136189278,-1.60577053423711,-3.00196892729078,-2.87235801723596,-1.75470508286379,-2.20403485233551,-1.73177685288349,-1.32015776119621,-2.33918817000997,-0.932712862473734,-1.14114611499965,-1.86577261623939,-3.56640492297306,-2.91555711188889,-2.62876297165527,-2.05742747276175,-2.14111817299585,5.6937187100167,6.36382127869618,5.46396970771725,4.24867318144131,4.37987928207027,3.45658165237744,4.28150774728936,-2.16256882408263,2.8017140990353,-3.12030012102006,-3.19694403525894,-2.42324736259163,-1.94031170661304,-1.59801974378597,-1.34358214085853,-3.28730980848511,-2.34422108993739,-1.86499482789215,-3.61667759770099,-3.39370830833284,-3.07702690154894,-1.68239006027049,-1.56058521752135,6.30107994364243,8.37787712336636,6.49772143774365,7.55577970677678,6.99161623729893,7.7818084423571,7.00723855722918,8.30213269139413,-2.02883514519267,-2.00889691615904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_P1_30-34,7.21969407255961,7.60949363654652,8.3020076155143,7.53237817713988,6.29127699362028,6.27932545491055,9.67238612168587,9.93115754861835,9.90009388245544,-1.83830786523368,-2.15093390259863,-0.355940147330041,-2.26409235745094,-1.60162402615527,-2.74457140509782,-2.06480401313402,-0.0221242279671869,-2.95316832340793,-3.59757071109355,-1.8821280627142,-2.22995069537772,-1.53076230369584,-1.66358908914475,-2.35892885342742,9.01366659797744,5.36953982145771,6.81963870448054,7.48194951537813,7.55383203315757,9.5091564554373,9.54635283631541,7.43416151344946,-2.72763359551777,-0.0819783089752791,-3.768905546834,-2.56886411766482,-2.02569036647289,-3.48732953478497,-2.33410685138031,-1.36643819979394,-1.50874398303851,-3.75808880026156,-1.94020859252409,-1.77640880877842,-1.79350869863009,-2.86485241391764,-1.82327125952396,-3.9065485415614,-2.33413124005283,-2.40085063075675,5.13933714227379,5.29675286481142,6.12796446616669,7.0964246694445,6.51204715808915,9.5448190632377,9.04149822173414,8.98553410830772,10.0840269310066,5.8461693387705,9.51232307509515,8.95496184663827,7.21630177302075,6.35278994196272,5.15299460324774,-4.26536097218098,-2.30954611753119,-3.4938320131883,-3.09858339081388,-1.56822330057028,-2.63376512635143,-2.48073725015669,-1.90648503204559,-2.57151146555501,-0.896997630510466,-1.78840115720259,-2.32897821772937,-4.06654527696247,-3.06726300802277,-3.01316284615509,-2.42951065409808,-2.6625389790213,6.88580152673521,8.23245645936063,7.31031235220393,5.66403677513486,4.90022833353716,4.23609595635677,4.71274699605937,-2.281725877249,2.99660515263083,-2.98016031548683,-3.54662248987509,-2.0808829496932,-1.89449580479187,-2.13527944001235,-1.71880288407906,-3.66096118267938,-2.24817210393205,-2.40200818054866,-4.72586179226628,-4.17139604973629,-3.5201712362178,-1.86657863239726,-2.11861719646312,8.41284386102428,10.3442910626958,8.28465351731626,9.22461368469872,8.71434539284747,10.1396255322141,9.17202686994969,10.2172484507242,-2.98805963538877,-1.87783273658365,-1.86346406540878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_P2_1-5,9.2589437941008,12.2037774660116,12.0115809961647,12.2168025893441,9.95119204616556,11.2895365402089,13.9682221871382,14.9484740927769,14.2013779950017,-0.65570133847584,-3.746604116271,-0.331317649618589,-0.985473511123891,-3.76095700249534,-3.55917869970131,-1.42381129975183,-3.75305890835241,-4.04545906276457,-3.3792519220067,-1.86794949939083,-1.39132921625512,-1.31306852735063,-0.273784576562406,-1.7612001140877,13.9074938806947,9.46774159069297,11.6120432030644,11.0392940261399,13.143235115564,13.0228169034839,13.7468130967317,12.8712477265181,-1.59479225187235,-3.33844387350502,-4.21881735206456,-1.22453389409278,-2.33196962482575,-4.3025278466533,-1.34665598466637,-3.54227355443058,-1.63969644424514,-3.86042072759336,-1.44961497488989,-1.16983045226661,-0.525159887178837,-2.10478245467746,0.367410628054948,-3.58082082896094,-1.31115160074879,-1.39077455400988,9.03878534271463,8.71137947967,9.3501397019394,13.1527265469328,10.0371557619012,11.8401400314924,12.4795694954349,12.7978539687682,14.6553284843299,10.1250400932001,13.3863355080748,12.8388048782199,11.6025089156163,10.226627068548,7.71927165515927,-4.33932282962353,-3.48758354069915,-3.88571708715596,-2.993084570414,-1.41994037017098,-1.92215721665544,-1.51410389009205,-0.384916957059891,-2.53308223483117,-0.85626601605842,-0.579054152836392,-0.976966877385594,-4.07398547296528,-3.18228911536583,-2.90129988850521,-1.7564270843386,-1.90248482670812,10.0546390164439,11.5383051347058,9.87013745847118,7.90145158759451,8.14511979135958,7.74597729041362,9.34109364159145,-3.06825939089453,3.76592336927797,-4.71474306796247,-3.51449924975291,-2.32166389132967,-1.54422584535653,-0.791338163865586,-0.455874652331491,-3.81389634455321,-2.18859129167621,-1.33192432624267,-4.1864491305764,-3.99123051879392,-3.38477525385437,-1.2955252383911,-0.720172808482465,10.904050403109,14.4513075339247,11.8458446103219,13.1366448375598,11.4665427072131,15.193903477294,12.1225999951429,14.431025683635,-3.08121562885554,-2.59851779144208,-2.58707652208855,-2.47123822716668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_P2_10-14,8.62843483777173,9.72926921338104,9.62453151122221,10.1780862559167,7.64152311509286,8.07294373305894,12.2473891058449,12.4939993037024,11.4341867064118,-1.88132994803914,-3.10553449985246,-0.043484409491583,-2.35805074586215,-2.49307867861432,-3.39720764456216,-2.93598235090754,-2.01303650896852,-3.89188586352159,-3.81169868616391,-1.96891858917902,-1.85137709212227,-1.32109342668997,-1.23883088659816,-2.38297913098844,11.2846022894111,6.50446563579795,8.8399256536439,9.23726402401353,9.77146080044386,10.9807817496383,11.7557012304827,9.79976508311839,-2.6657450050143,-0.938566950496068,-4.28398129833533,-2.79704344276992,-1.50043529017613,-4.0113631859693,-2.64786655396157,-2.57224885841282,-1.71205064178262,-3.86985848213519,-1.10804693554042,-1.24109634839358,-1.37438997298971,-2.40688776365584,-1.26640489204104,-4.10749585561367,-2.06593518200016,-2.14827316071236,6.56676600598643,6.95861268381952,6.82194031357128,9.53166188135877,8.17082006642222,11.2914257686424,10.5627803029732,10.3694544294393,12.1441063306155,7.05196913238166,11.3838479203722,10.4087588608837,9.16629288464189,7.81498326509444,6.18426110407076,-4.74099671891849,-0.736634863413914,-4.10381578616115,-2.70631096021407,-1.519824525795,-2.53861144637329,-2.16968710578294,-1.36371944440485,-2.41880060258197,-1.15488362686214,-1.2519221729889,-1.96911240870731,-4.37133434650267,-3.21580218604541,-3.17353060441079,-2.24537510708665,-2.66421061340719,8.91865885395279,10.0134849470622,8.04232301763562,5.87931418384535,6.33508706623109,5.49907737834654,6.1300295679423,-2.51133668746325,3.34038434055268,-3.76867445061237,-3.39463681887115,-2.2539584706182,-1.96771937364036,-1.77236550993619,-1.16886123402359,-3.79780647328219,-1.98901389307546,-2.19499184672969,-4.76503663815321,-4.26961686297655,-3.59262002056494,-2.07127807778579,-1.61033968362999,9.89528172112123,12.7448804961379,9.60837524962443,10.6704281672586,10.8306688362497,12.8362650253209,11.2133085985292,11.7213381263075,-3.52523525629014,-2.54596155144784,-2.11382086624416,-1.95887031824577,-2.4383433923993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_P2_20-24,9.26909875146626,11.0299002176596,9.65702638773438,11.5794038338875,8.93741060272226,8.9796311383117,13.3858406934909,12.7025265918008,11.6058572210546,-2.05214209579403,-2.56773128683006,0.0239323552643251,-3.17188526870312,-1.86854151616214,-3.28813975000609,-3.73029764557636,-2.70092104373359,-1.08944088490908,-3.58957324334948,-1.75562285298439,-1.60055374338194,-1.60061908335821,-1.21533484296811,-1.95320240729205,11.0364152054109,6.74131567019052,10.1486449134489,10.0718589386565,10.8200047797903,10.8994443021529,12.9447923108414,10.5310440931206,-3.88488191852416,-2.48773256313167,-3.01559870678658,-4.22326475519109,-3.2648071671265,-1.6511449329139,-3.92688666451397,-2.91421968531598,-1.47756740600319,-3.59195028129008,-1.39529614413002,-1.51996793029462,-1.4043309475974,-2.36499593747766,-1.24437346604063,-3.88255424317646,-2.0538019768981,-2.16933762932963,7.2391718763914,8.14388797649167,6.82671025909413,10.7748148630558,9.26675070837945,11.3750076103073,10.7530020387729,10.7745466678944,12.1762700562087,7.49666226329179,11.7797020603835,10.4513594803439,10.1636315956772,8.68984960529983,7.024353335767,-3.12683770261078,-3.29220525917828,-3.33648881913557,-3.2029684338014,-1.81396121472753,-2.79749276605941,-1.86788931429658,-1.37797876364222,-2.84043533504312,-1.51547427344682,-1.43576252212327,-2.05105685684015,-4.76535458325056,-3.71598425293963,-3.5707629176463,-1.81961370275566,-2.19702374225787,9.62568709248673,9.9389240911544,8.61366652168152,7.2270620564535,7.25760797044249,6.21730421539602,6.74050192824521,-2.07509737914572,3.69569387880047,-2.47319109341217,-3.83974796200499,-2.67685924520502,-2.06805174087925,-1.87871535344283,-1.21223841573569,-3.92518942356039,-1.93854109394984,-1.98949062311254,-5.07251313695544,-4.63532289769053,-3.43302937959808,-2.26452392391269,-1.75444021761551,10.0545851536646,12.6897512088624,9.51348376801949,10.7202571181551,11.4748390254917,13.1728278171903,11.0978762205589,11.9696005764871,-3.8617757696729,-4.13986972322484,-3.56536717635785,-3.29154245344281,-4.80047683846037,-3.67064175336255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
